"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","aspergillus niger","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","aspergillus ochraceus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","aspergillus terreus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","emericella nidulans","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","mucor racemosus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","mycosphaerella tassiana","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","penicillium chrysogenum","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","cowpea (vigna unguiculata l.)","rhizopus stolonifer","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","aspergillus flavus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","aspergillus fumigatus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","aspergillus niger","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","aspergillus ochraceus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","aspergillus terreus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","emericella nidulans","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","mucor racemosus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","mycosphaerella tassiana","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","penicillium chrysogenum","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","kidney bean (phaseolus vulgaris l.)","rhizopus stolonifer","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","aspergillus flavus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","aspergillus fumigatus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","aspergillus niger","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","aspergillus ochraceus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","aspergillus terreus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","emericella nidulans","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","mucor racemosus","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","mycosphaerella tassiana","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","penicillium chrysogenum","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jtusci.2013.09.002","peas (pisum sativum l.)","rhizopus stolonifer","seeds","present","unknown (fungi identified but no information on their role in the plant)","""isolated from legume seeds collected in almadinah almunawwarah; saudi arabia""","urban","saudi arabia","abstract-csv","doi_10.1016_j.jtusci.2013.09.002","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.cropro.2013.09.012","cucumis sativus (cucumber)","pseudoperonospora cubensis","leaves","present","pathogenic","oomycete pathogen causing cucurbit downy mildew; greenhouse","""hebei","china""","abstract-csv","doi_10.1016_j.cropro.2013.09.012","Abstract"
"Relevant","abstract","abstract",0,"10.1111/mec.12765","alnus acuminata","ectomycorrhizal and root endophytic fungi","root","present","mutualistic (mycorrhizal)","isolated from soil samples in alnus acuminata dominated montane cloud forests.","andean yungas forests","argentina","abstract-csv","doi_10.1111_mec.12765","Abstract"
"Relevant","abstract","abstract",0,"10.1080/03235408.2014.880574","carthamus tinctorius (safflower)","cercospora carthami","leaf","present","pathogenic","isolated as a pathogen in this study","not specified","not specified","abstract-csv","doi_10.1080_03235408.2014.880574","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.envexpbot.2013.09.014","zea mays (maize)","burkholderia phytofirmans","""root","shoot","leaves""","present; endophytic; ""isolated from root; shoot; and leaves of both irrigated and stressed plants""",NA,NA,"abstract-csv","doi_10.1016_j.envexpbot.2013.09.014","Abstract"
"Relevant","abstract","abstract",0,"10.1139/cjm-2014-0212","triticum aestivum (wheat)","gaeumannomyces graminis var. tritici","root","present","pathogenic","the fungus causes take-all disease in wheat.","agricultural field","not specified","abstract-csv","doi_10.1139_cjm-2014-0212","Abstract"
"Relevant","abstract","abstract",0,"10.3852/106.2.181","cool-season grasses (grass family)","epichlo? species","aerial parts of host plants","present","mutualistic","grow endophytically in tissues of aerial parts of host plants to form systemic and mostly asymptomatic associations. vertical transmission through host seeds and horizontal transmission from one plant to other plants of the same species.","not specified","not specified","abstract-csv","doi_10.3852_106.2.181","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10482-014-0220-6","cucumis sativus (cucumber)","streptomyces sp.","""rhizosphere soil","leaves","stems","roots""; present; biocontrol agent; ""isolated from rhizosphere soil and various plant tissues; demonstrates antifungal activity against fusarium oxysporum f. sp. cucumerinum""",NA,"china","abstract-csv","doi_10.1007_s10482-014-0220-6","Abstract"
"Relevant","abstract","abstract",0,"10.4454/jpp.v96i1sup.3144","vitis vinifera (grapevine)",NA,"not specified","present","endophytic and pathogenic","""associated viruses discovered using deep sequencing technology; possibly from fungal pathogens and endophytes. no specific context provided for each interaction.""; ; ""['europe'","'japan'","'usa']""","abstract-csv","doi_10.4454_jpp.v96i1sup.3144","Abstract"
"Relevant","abstract","abstract",0,"10.4454/jpp.v96i1sup.3144","vitis vinifera (grapevine)","not specified at species level","not specified","present","endophytic and pathogenic","""associated viruses discovered using deep sequencing technology; possibly from fungal pathogens and endophytes. no specific context provided for each interaction.""; ; ""['europe'","'japan'","'usa']""","abstract-csv","doi_10.4454_jpp.v96i1sup.3144","Abstract"
"Relevant","abstract","abstract",0,"10.3852/13-251","grass species","epichloé","not specified","present","endophytic","grass endophytes","not specified","not specified","abstract-csv","doi_10.3852_13-251","Abstract"
"Relevant","abstract","abstract",0,"10.5846/stxb201303080377","leymus chinensis","epichlo´ bromicola","leaf","present","endophytic","""isolated from the plant host; demonstrated anti-fungal activities in vitro and on detached leaves; and increased resistance in intact plants.""","inner mongolian steppe","china","abstract-csv","doi_10.5846_stxb201303080377","Abstract"
"Relevant","abstract","abstract",0,"10.1080/09583157.2014.904502","triticum aestivum (wheat)","urocystis tritici","root","present","pathogenic","causative agent of the disease in question.","agricultural field","china","abstract-csv","doi_10.1080_09583157.2014.904502","Abstract"
"Relevant","abstract","abstract",0,"10.5846/stxb201303050350","oryza sativa (paddy plant)","beauveria bassiana","phyllosphere","present","""endophytic","pathogenic; or unknown (based on the context it can be either endophytic as it is present inside the plant or pathogenic if it causes disease)""; ""isolated from paddy phyllosphere; maintained for at least 30 days on the leaves of paddy plants after application""","paddy field","china","abstract-csv","doi_10.5846_stxb201303050350","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funbio.2014.07.002","pinus sylvestris l.","lophodermium species","needles","present","""unknown (study focuses on identification and relative abundance","not specific role in plant-fungus interaction)""; inhabiting needles of scots pine in native pinewoods within scotland. isolated from fallen needles.; pinewood","""['scotland'","'france']""","abstract-csv","doi_10.1016_j.funbio.2014.07.002","Abstract"
"Relevant","full-text","abstract",0,"10.1007/s11104-013-1864-0","arabidopsis thaliana","saccharothrix algeriensis nrrl b-24137","root","present","biocontrol agent","""isolated from saharan soil; potential biocontrol agent against botrytis cinerea; epi- and endophytic colonization of roots; ja/et dependent systemic resistance induction""","sahara desert","algeria","abstract-csv","doi_10.1007_s11104-013-1864-0","Full-Text"
"Relevant","abstract","abstract",0,"10.31055/1851.2372.v49.n2.7836","podocarpus parlatorei (podocarpaceae)","arum and paris","root and nodules","present","mycorrhizal","""observed in root and nodules of individuals from tucuman and catamarca provinces; argentina. arbuscular mycorrhizal with morphology arum and paris.""","mountain forests between 1500 and 2000 m asl","argentina","abstract-csv","doi_10.31055_1851.2372.v49.n2.7836","Abstract"
"Relevant","abstract","abstract",0,"10.11646/phytotaxa.175.4.3","quercus crispula","poculum pseudosydowianum","leaf","present","endophytic","isolated from fresh leaves of quercus crispula in japan","not specified","japan","abstract-csv","doi_10.11646_phytotaxa.175.4.3","Abstract"
"Relevant","abstract","abstract",0,"10.1111/1574-6968.12438","triticum aestivum (wheat)",NA,"root","present","biocontrol agent","""isolated from the root systems of healthy wheat varieties; involved in biocontrol against wheat sharp eyespot""","not provided","not provided","abstract-csv","doi_10.1111_1574-6968.12438","Abstract"
"Relevant","abstract","abstract",0,"10.5846/stxb201211061548","festuca arundinacea (tall fescue)","neotyphodium coenophialum","root","present","mutualistic","""endophytic infection in tall fescue plants; effect on growth and phosphorus utilization in different forms""","campus of nankai university (university campus)","china","abstract-csv","doi_10.5846_stxb201211061548","Abstract"
"Relevant","full-text","abstract",0,"10.5846/stxb201305121025","ammopiptanthus nanus","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""established symbiosis with the roots of ammopiptanthus nanus; forming a classical type of arbuscular mycorrhizal; most of which is arum type (a-type)""; desert","""xinjiang","china""","abstract-csv","doi_10.5846_stxb201305121025","Full-Text"
"Relevant","full-text","abstract",0,"10.5846/stxb201305121025","ammopiptanthus nanus","dse fungi","root","present","mycorrhizal","""established symbiosis with the roots of ammopiptanthus nanus; forming a classical type of arbuscular mycorrhizal; most of which is arum type (a-type)""; desert","""xinjiang","china""","abstract-csv","doi_10.5846_stxb201305121025","Full-Text"
"Relevant","full-text","full-text",14,"10.11144/javeriana.sc19-3.vcmd","vanilla planifolia","fusarium","not specified","present","unknown","naturally associated endophyte microorganisms with antagonistic properties to fight pathogens of farmed vanilla.","tropics","colombia","full-text","doi_10.11144_javeriana.sc19-3.vcmd","Full-Text"
"Relevant","full-text","full-text",14,"10.11144/javeriana.sc19-3.vcmd","vanilla planifolia","colletotrichum","not specified","present","unknown","naturally associated endophyte microorganisms with antagonistic properties to fight pathogens of farmed vanilla.","tropics","colombia","full-text","doi_10.11144_javeriana.sc19-3.vcmd","Full-Text"
"Relevant","full-text","full-text",14,"10.11144/javeriana.sc19-3.vcmd","vanilla planifolia","xylaria","not specified","present","unknown","naturally associated endophyte microorganisms with antagonistic properties to fight pathogens of farmed vanilla.","tropics","colombia","full-text","doi_10.11144_javeriana.sc19-3.vcmd","Full-Text"
"Relevant","full-text","full-text",14,"10.11144/javeriana.sc19-3.vcmd","vanilla planifolia","phomopsis","not specified","present","unknown","naturally associated endophyte microorganisms with antagonistic properties to fight pathogens of farmed vanilla.","tropics","colombia","full-text","doi_10.11144_javeriana.sc19-3.vcmd","Full-Text"
"Relevant","full-text","full-text",9,"10.1186/s12866-014-0332-1","zea mays (maize)",NA,"root","present","endophytic","""inhabit plant tissues for at least a period in their life cycle; cause no negative effects on their hosts.""","cerrado (brazilian savannah)","brazil","full-text","doi_10.1186_s12866-014-0332-1","Full-Text"
"Relevant","full-text","full-text",12,"10.1055/s-0034-1368301","smallanthus sonchifolius (asteraceae)","(22e","not specified","present","endophytic","isolated from endophytes from smallanthus sonchifolius (asteraceae)","not specified","not specified","full-text","doi_10.1055_s-0034-1368301","Full-Text"
"Relevant","full-text","full-text",12,"10.1055/s-0034-1368301","smallanthus sonchifolius (asteraceae)","24r)-8","not specified","present","endophytic","isolated from endophytes from smallanthus sonchifolius (asteraceae)","not specified","not specified","full-text","doi_10.1055_s-0034-1368301","Full-Text"
"Relevant","full-text","full-text",12,"10.1055/s-0034-1368301","smallanthus sonchifolius (asteraceae)","14-epoxyergosta-4","not specified","present","endophytic","isolated from endophytes from smallanthus sonchifolius (asteraceae)","not specified","not specified","full-text","doi_10.1055_s-0034-1368301","Full-Text"
"Relevant","full-text","full-text",12,"10.1055/s-0034-1368301","smallanthus sonchifolius (asteraceae)","22-diene-3","not specified","present","endophytic","isolated from endophytes from smallanthus sonchifolius (asteraceae)","not specified","not specified","full-text","doi_10.1055_s-0034-1368301","Full-Text"
"Relevant","full-text","full-text",12,"10.1055/s-0034-1368301","smallanthus sonchifolius (asteraceae)","6-dione - isolated from papulaspora immersa","not specified","present","endophytic","isolated from endophytes from smallanthus sonchifolius (asteraceae)","not specified","not specified","full-text","doi_10.1055_s-0034-1368301","Full-Text"
"Relevant","full-text","full-text",16,"10.1186/s12934-023-02238-4","lycium shawii","aspergillus flavipes aumc 15772","leaf","present","endophytic","isolated from leaves of lycium shawii","not specified","not specified","full-text","doi_10.1186_s12934-023-02238-4","Full-Text"
"Relevant","full-text","full-text",23,"10.1007/s10482-015-0502-7","medicinal plants","actinobacteria","""leaves","stem","roots""","present; endophytic; isolated from surface-sterilized host plant tissue","not specified","not specified","full-text","doi_10.1007_s10482-015-0502-7","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.fgb.2015.04.005","triticum aestivum (wheat)","zymoseptoria tritici","(not specified in text)","present","pathogenic","""causes septoria tritici blotch; a significant wheat disease. the interaction involves long latent periods of symptomless plant infection followed by disease outbreak.""","(not specified in text)","(not specified in text)","abstract-csv","doi_10.1016_j.fgb.2015.04.005","Abstract"
"Relevant","full-text","full-text",13,"10.1186/s40064-015-1037-0","paullinia cupana","colletotrichum spp.","phyllosphere","present","pathogenic","causing anthracnose disease in the evaluated plants","amazon rainforest","brazil","full-text","doi_10.1186_s40064-015-1037-0","Full-Text"
"Relevant","full-text","full-text",13,"10.3389/fchem.2015.00034","trididemnum solidum (tunicate)",NA,"not specified","present","unknown","didemnins were isolated from the tunicate","marine","not specified","full-text","doi_10.3389_fchem.2015.00034","Full-Text"
"Relevant","abstract","abstract",0,"10.1111/1758-2229.12304","phoenix dactylifera l.",NA,"root","present","endophytic or plant growth promotion bacteria","""isolated from date palm roots in oases in the tunisian sahara; demonstrated plant growth promotion under drought conditions""","desert oasis","tunisia","abstract-csv","doi_10.1111_1758-2229.12304","Abstract"
"Relevant","full-text","abstract",0,"10.1007/s10482-015-0498-z","bryophyta (moss)","actinoallomurus bryophytorum sp. nov.","aerial hyphae","present","endophytic","isolated from moss (bryophyta); ""north china (heilongjiang province","wuchang)""","china","abstract-csv","doi_10.1007_s10482-015-0498-z","Full-Text"
"Relevant","full-text","full-text",16,"10.3389/fmicb.2015.00440","zea mays (maize)","pantoea ananatis","seed","present","""endophytic","pathogenic; or unknown (experiment shows different phenotypes ranging from weak pathogenic to growth-promoting effect)""; isolated from maize seeds of healthy plants. experiments reveal distinct interaction strategies with the host plant.; agricultural","""austria","pakistan""","full-text","doi_10.3389_fmicb.2015.00440","Full-Text"
"Relevant","abstract","abstract",0,"10.1111/1462-2920.12911","echinacea purpurea","unknown (text mentions bacteria","""rhizospheric soil","roots","stem/leaves""","present; unknown; antagonistic interactions among cultivable bacteria isolated from different ecological niches of the plant","not specified","not specified","abstract-csv","doi_10.1111_1462-2920.12911","Abstract"
"Relevant","abstract","abstract",0,"10.1111/1462-2920.12911","echinacea purpurea","not fungi)","""rhizospheric soil","roots","stem/leaves""","present; unknown; antagonistic interactions among cultivable bacteria isolated from different ecological niches of the plant","not specified","not specified","abstract-csv","doi_10.1111_1462-2920.12911","Abstract"
"Relevant","abstract","abstract",0,"10.1111/plb.12351","mentha piperita (peppermint)","pseudomonas putida","""rhizospheric soil","shoot","root""","present; plant growth-promoting rhizobacteria (pgpr); ""isolated from rhizospheric soil of a mentha piperita crop field near córdoba; argentina. inoculated directly on plants.""","not specified","argentina","abstract-csv","doi_10.1111_plb.12351","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.13458","oryza sativa (rice)","azoarcus sp.","roots","present","endophytic","""isolated from rice roots; not induced upon azoarcus sp. inoculation. the csp (common signaling pathway) shared by root nodule symbioses and arbuscular mycorrhizal symbioses was not essential for this interaction.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_nph.13458","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.13445","lotus japonicus","mesorhizobium loti","root","present","mutualistic","involved in nitrogen-fixing root nodules formation and regulation of host response",NA,NA,"abstract-csv","doi_10.1111_nph.13445","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00203-015-1118-z","phaseolus vulgaris","none (mentioned bacterium agrobacterium sp. 10c2","root","present","endophytic (nonpathogenic and non-symbiotic nodule-endophyte strain)","isolated from root nodules","seminatural conditions","not specified","abstract-csv","doi_10.1007_s00203-015-1118-z","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00203-015-1118-z","phaseolus vulgaris",NA,"root","present","endophytic (nonpathogenic and non-symbiotic nodule-endophyte strain)","isolated from root nodules","seminatural conditions","not specified","abstract-csv","doi_10.1007_s00203-015-1118-z","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.micres.2015.03.010","not specified","nocardiopsis species","rhizosphere","present","endophytic and antifungal agent producer","""isolated from plants as endophytes or surface microflora; produce enzymes such as beta-amylases and antifungal agents that are effective in warding-off plant pathogens""","terrestrial",NA,"abstract-csv","doi_10.1016_j.micres.2015.03.010","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11356-015-4560-1","corylus avellana l.",NA,"""leaf petiole","root""","present","endophytic; culturable endophytic bacteria present in leaf petiole and roots","agriculture soil","unspecified","abstract-csv","doi_10.1007_s11356-015-4560-1","Abstract"
"Relevant","full-text","full-text",12,"10.3389/fmicb.2015.00255","solanum lycopersicum (tomato)","not specified (microbial study","root","present","endophytic","isolated from surface-sterilized roots","not specified","india","full-text","doi_10.3389_fmicb.2015.00255","Full-Text"
"Relevant","full-text","full-text",12,"10.3389/fmicb.2015.00255","solanum lycopersicum (tomato)","not focused on fungi)","root","present","endophytic","isolated from surface-sterilized roots; not specified; india; full-text; doi_10.3389_fmicb.2015.00255 relelevant; abstract; abstract; 0; 10.1093/jxb/erv157; unspecified; unspecified microbes; root; present; unknown; ""part of the plant's pan-genome; associated with roots. potential for promoting plant growth.""","agricultural soil","unspecified","abstract-csv","doi_10.1093_jxb_erv157","Full-Text"
"Relevant","full-text","full-text",13,"10.1186/s12866-015-0407-7","festuca arundinacea (tall fescue)","neotyphodium coenophialum","endophytic","present","endophytic","forms intricate endosymbiotic association with plant.","grassland","not specified","full-text","doi_10.1186_s12866-015-0407-7","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.molp.2015.03.011","arabidopsis thaliana","piriformospora indica","""root","shoot""","present","endophytic; beneficial endophyte that reduces ros accumulation locally in roots and systemically in shoots",NA,NA,"abstract-csv","doi_10.1016_j.molp.2015.03.011","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.micpath.2015.04.001","not specified (medicinal plants)","various endophytic fungal species","plants","present","endophytic","living internally in healthy and asymptomatic hosts. high diversity among endophyte species.","not specified (medicinal plants)","not specified","abstract-csv","doi_10.1016_j.micpath.2015.04.001","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11274-015-1853-y","beta vulgaris subsp. saccharifera (sugar beet)",NA,"not specified","present","unknown","""molecular-based techniques targeting the 16s rrna gene were used; but no fungal interaction is mentioned.""","north slope of tianshan mountain","china","abstract-csv","doi_10.1007_s11274-015-1853-y","Abstract"
"Relevant","abstract","abstract",0,"10.1155/2015/909016","host plants are mentioned but not fully specified",NA,"not specified","present","endophytic","""colonize different host plants as both endophytes and epiphytes; frequency and distribution may be influenced by plant genotype or interactions with other associated microorganisms""; ""soil; water","sediment""","not specified","abstract-csv","doi_10.1155_2015_909016","Abstract"
"Relevant","abstract","abstract",0,"10.1155/2015/909016","possibly various plant species",NA,"not specified","present","endophytic","""colonize different host plants as both endophytes and epiphytes; frequency and distribution may be influenced by plant genotype or interactions with other associated microorganisms""; ""soil; water","sediment""","not specified","abstract-csv","doi_10.1155_2015_909016","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10482-015-0444-0","not specified in text","azospirillum brasilense","not specified in text","present","endophytic","""isolated from various plants and geographic regions; genes involved in indole-3-acetic acid (iaa) production""","not specified in text","not specified in text","abstract-csv","doi_10.1007_s10482-015-0444-0","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10482-015-0435-1","tamarix taklamakanensis","prauserella endophytica sp. nov.","stem","present","endophytic","isolated from surface-sterilized stem","desert","china","abstract-csv","doi_10.1007_s10482-015-0435-1","Abstract"
"Relevant","abstract","abstract",0,"10.1128/mbio.00039-15","pinus sylvestris l.","methylobacterium extorquens dsm13060","""shoot tips","meristematic cells""","present","endophytic; ""facultatively intracellular symbiont that promotes host growth and development without the production of known plant growth-stimulating factors. the bacterial cells accumulate near the nucleus in intact; living pine cells.""","forest","not specified","abstract-csv","doi_10.1128_mbio.00039-15","Abstract"
"Relevant","full-text","abstract",0,"10.1099/ijs.0.000203","syzygium cumini l. skeels","actinomadura syzygii sp. nov.","roots","present","endophytic","isolated from roots","national park","thailand","abstract-csv","doi_10.1099_ijs.0.000203","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.micres.2015.02.001","piper nigrum (black pepper)",NA,"root endosphere","present","endophytic","""isolated from root endosphere of healthy cultivar panniyur-5; stable establishment and persistence in the plant system""","not specified","india (panniyur-5 is a cultivar)","abstract-csv","doi_10.1016_j.micres.2015.02.001","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10529-015-1814-4","not specified",NA,"not specified","present","endophytic","the plant and endophyte metabolism can be induced by each other.","not specified","not specified","abstract-csv","doi_10.1007_s10529-015-1814-4","Abstract"
