"paper_id","iso_a3"
"doi:10.3732/ajb.94.3.425","USA"
"doi:10.1007/s41348-023-00788-8","IRN"
"doi:10.1007/s10658-023-02651-w","PRT"
"doi:10.1128/msphere.00765-24","IND"
"doi:10.3390/jof10110803","DEU"
"doi:10.3389/fnins.2010.00047","USA"
"doi:10.1094/pbiomes-05-20-0044-r","USA"
"doi:10.11646/phytotaxa.672.2.4","CHN"
"doi:10.1038/s41598-020-69718-0","TWN"
"doi:10.33263/briac106.69646973","IND"
"doi:10.1038/s41598-022-11030-0","IND"
"doi:10.3389/fmicb.2024.1502788","IND"
"doi:10.1186/s13213-020-01583-8","CHN"
"doi:10.3389/fsufs.2022.845512","IND"
"doi:10.3390/metabo13080912","PAN"
"doi:10.1094/pdis-07-18-1131-re","CHL"
"doi:10.1371/journal.pgen.1000943","USA"
"doi:10.1038/s41598-020-60350-6","CHN"
"doi:10.3390/jof7030194","ESP"
"doi:10.1139/cjm-2020-0061","CHN"
"doi:10.1111/jph.13306","CHN"
"doi:10.3390/agronomy14102186","CHN"
"doi:10.3389/fmicb.2023.1192932","CHN"
"doi:10.1038/s41396-020-00788-8","USA"
"doi:10.3389/fpls.2023.1286199","CAN"
"doi:10.3389/fpls.2022.1058867","IND"
"doi:10.1038/s41598-017-05532-5","BRA"
"doi:10.1007/s13205-017-0956-6","IND"
"doi:10.22207/jpam.15.3.30","CHN"
"doi:10.3389/fmicb.2024.1452534","AUS"
"doi:10.3389/fmicb.2024.1452534","USA"
"doi:10.3389/fmicb.2024.1452534","THA"
"doi:10.1155/2023/2451806","MAR"
"doi:10.1590/1678-992x-2020-0172","ECU"
"doi:10.1016/j.bse.2010.07.005","THA"
"doi:10.1016/j.indcrop.2025.120781","CHN"
"doi:10.1038/s41598-019-44810-2","CHN"
"doi:10.2307/2446078","USA"
"doi:10.3390/jof7110893","CHN"
"doi:10.17221/8/2024-pps","HRV"
"doi:10.3389/fsoil.2022.949439","USA"
"doi:10.3897/mycokeys.119.152323","THA"
"doi:10.3114/sim.2022.101.01","CHN"
"doi:10.3114/sim.2022.101.01","THA"
"doi:10.3114/sim.2022.101.01","SAU"
"doi:10.3114/sim.2022.101.01","TUR"
"doi:10.1371/journal.pone.0090910","BRA"
"doi:10.2323/jgam.54.83","CHN"
"doi:10.2323/jgam.54.83","BRA"
"doi:10.3852/10-003","ZAF"
"doi:10.3390/jof7070557","USA"
"doi:10.3852/mycologia.97.5.1093","ITA"
"doi:10.3852/mycologia.97.5.1093","NZL"
"doi:10.3389/fmicb.2017.00386","USA"
"doi:10.1007/s00284-020-02013-3","IND"
"doi:10.1016/j.agee.2017.06.041","NER"
"doi:10.1371/journal.pone.0029943","CAN"
"doi:10.3389/fmicb.2025.1536079","CHN"
"doi:10.7717/peerj.8309","IRN"
"doi:10.1134/s002626172360252x","IND"
"doi:10.1186/s12906-021-03269-3","NGA"
"doi:10.1590/s1517-83822010000200024","BRA"
"doi:10.1080/03235408.2022.2161291","IRN"
"doi:10.1186/s13068-019-1516-6","IND"
"doi:10.1094/mpmi-04-20-0097-a","ITA"
"doi:10.1007/s11274-011-0894-0","IND"
"doi:10.3390/agronomy12102417","JPN"
"doi:10.5943/mycosphere/12/1/3","THA"
"doi:10.5943/mycosphere/12/1/3","CHN"
"doi:10.3389/fmicb.2021.650177","IND"
"doi:10.1007/s13205-020-02345-8","CHN"
"doi:10.1016/j.apsoil.2022.104567","CHN"
"doi:10.1371/journal.pone.0217627","CMR"
"doi:10.1080/12298093.2019.1631121","ZAF"
"doi:10.1016/j.plaphy.2023.107942","CHN"
"doi:10.1016/j.sajb.2020.06.012","IND"
"doi:10.22207/jpam.15.4.56","IND"
"doi:10.1139/w2012-018","JPN"
"doi:10.1590/0102-33062020abb0253","BRA"
"doi:10.3390/ijms21175958","CHN"
"doi:10.3390/jof10030212","CHN"
"doi:10.1007/s11274-017-2267-9","CHN"
"doi:10.1080/14786419.2012.750316","BRA"
"doi:10.1016/j.sajb.2020.04.010","CHN"
"doi:10.1016/j.jep.2021.113975","IND"
"doi:10.1016/j.jep.2021.113975","NER"
"doi:10.1080/14786419.2021.1916017","CHN"
"doi:10.1007/s00049-017-0243-3","BRA"
"doi:10.15244/pjoes/125770","PAK"
"doi:10.1186/s41938-021-00392-8","DZA"
"doi:10.1186/s41938-021-00392-8","ESP"
"doi:10.1134/s0026261715050173","CHN"
"doi:10.1016/j.fitote.2016.12.012","CHN"
"doi:10.1016/j.tetlet.2019.151508","USA"
"doi:10.1016/j.funbio.2025.101594","POL"
"doi:10.1371/journal.pone.0163186","CHN"
"doi:10.1111/j.1469-8137.2007.02110.x","FIN"
"doi:10.3390/jof7090689","BRA"
"doi:10.1111/lam.13542","IRN"
"doi:10.1016/j.rhisph.2025.101031","CHN"
"doi:10.1139/w09-101","BRA"
"doi:10.1007/s11427-024-2630-6","CHN"
"doi:10.3389/fpls.2024.1305376","CHN"
"doi:10.1139/w04-094","IND"
"doi:10.1016/j.mycres.2009.02.002","DEU"
"doi:10.5423/ppj.oa.05.2019.0129","CHN"
"doi:10.17221/134/2021-pps","IDN"
"doi:10.1093/femsle/fnw089","SDN"
"doi:10.1016/j.agee.2014.04.008","HRV"
"doi:10.1016/j.agee.2014.04.008","MLI"
"doi:10.1590/1413-7054202246007322","BRA"
"doi:10.1007/s10267-008-0411-y","JPN"
"doi:10.11646/phytotaxa.514.3.5","LKA"
"doi:10.2478/ebtj-2019-0012","NGA"
"doi:10.3389/fmicb.2023.1267404","CHN"
"doi:10.1007/s11274-011-1001-2","BRA"
"doi:10.1139/b91-056","CAN"
"doi:10.1371/journal.pone.0309041","IRQ"
"doi:10.1186/s13213-020-01574-9","CHN"
"doi:10.1016/j.jksus.2018.07.005","ARG"
"doi:10.14719/pst.5200","IND"
"doi:10.1016/j.phytol.2012.06.003","UZB"
"doi:10.1094/phyto-70-113","USA"
"doi:10.1007/s12088-012-0277-8","IND"
"doi:10.1016/j.biocontrol.2023.105343","MEX"
"doi:10.1016/j.scitotenv.2023.164270","CHN"
"doi:10.1111/j.1574-695x.2006.00155.x","THA"
"doi:10.3390/d14040287","CHN"
"doi:10.1007/bf01104275","NGA"
"doi:10.1111/ppl.70079","ATA"
"doi:10.1007/s10295-010-0690-0","CHN"
"doi:10.3389/ffunb.2022.1049690","BRA"
"doi:10.1099/ijsem.0.003897","CHN"
"doi:10.1080/14786419.2022.2125969","CHN"
"doi:10.1080/14786419.2018.1455037","BRA"
"doi:10.4014/jmb.2403.03036","PAK"
"doi:10.17957/ijab/15.0963","CHN"
"doi:10.3389/fmicb.2022.1016782","CHN"
"doi:10.1016/j.phytochem.2009.09.030","IND"
"doi:10.1038/s41598-024-66456-5","NGA"
"doi:10.1016/j.femsec.2005.04.011","CHN"
"doi:10.29244/jitkt.v14i1.39490","IDN"
"doi:10.1023/a:1016670000288","ARG"
"doi:10.1080/0028825x.2023.2258829","LKA"
"doi:10.1016/j.funeco.2011.12.006","USA"
"doi:10.5142/jgr.2012.36.2.211","KOR"
"doi:10.1186/s12870-021-03396-6","CHN"
"doi:10.1021/np500113r","EGY"
"doi:10.1094/pdis-09-19-1817-re","CHN"
"doi:10.1186/1471-2180-8-231","KOR"
"doi:10.1016/j.ram.2016.04.002","BRA"
"doi:10.1016/j.funeco.2025.101442","JPN"
"doi:10.11646/phytotaxa.616.1.4","CHN"
"doi:10.2307/1382976","USA"
"doi:10.1080/17429145.2013.873959","CHN"
"doi:10.3390/d16020122","MNG"
"doi:10.1186/s12906-015-0722-4","LKA"
"doi:10.1111/j.1744-7348.2008.00286.x","ITA"
"doi:10.1016/j.biocontrol.2008.01.012","PAN"
"doi:10.1007/s11274-014-1686-0","CHN"
"doi:10.1016/j.envres.2021.111147","IND"
"doi:10.1080/14786419.2019.1636237","CHN"
"doi:10.1002/ps.5146","MNG"
"doi:10.1038/s41598-019-53227-w","IND"
"doi:10.3390/molecules27041181","IRN"
"doi:10.1016/j.ram.2019.02.003","ARG"
"doi:10.1007/s42161-022-01270-4","CHN"
"doi:10.1016/j.tetlet.2017.11.045","USA"
"doi:10.1111/j.1574-6968.2011.02488.x","IRN"
"doi:10.1186/s12934-025-02710-3","NER"
"doi:10.1111/efp.12559","IRN"
"doi:10.1007/s13659-020-00287-5","CHN"
"doi:10.1021/acsomega.9b03789","CHN"
"doi:10.1134/s0026261722602834","VNM"
"doi:10.1016/j.pedobi.2023.150929","ARG"
"doi:10.3762/bjoc.11.133","CHN"
"doi:10.1055/s-2005-916235","BMU"
"doi:10.11646/phytotaxa.371.5.1","THA"
"doi:10.3390/antibiotics9110753","CMR"
"doi:10.1021/np500111w","CHN"
"doi:10.22435/mpk.v29i3.1293","IDN"
"doi:10.1590/1983-21252017v30n327rc","BRA"
"doi:10.2306/scienceasia1513-1874.2025.027","THA"
"doi:10.1007/s13225-013-0228-7","USA"
"doi:10.1016/j.sajb.2023.04.032","IRN"
"doi:10.1155/2021/6651020","NER"
"doi:10.2478/v10184-011-0056-3","IND"
"doi:10.1007/s00300-019-02529-w","ATA"
"doi:10.4103/0973-1296.192204","CHN"
"doi:10.3390/microorganisms11030775","CHN"
"doi:10.11646/phytotaxa.704.3.3","CHN"
"doi:10.3390/molecules29194746","POL"
"doi:10.1002/cbdv.201500299","USA"
"doi:10.1080/09670879609371975","NGA"
"doi:10.3389/fmicb.2017.02694","CHN"
"doi:10.1080/14786419.2018.1548462","CHN"
"doi:10.1046/j.1469-8137.2001.00132.x","USA"
"doi:10.1038/s41598-022-11940-z","CHN"
"doi:10.3389/fmicb.2021.724999","CHN"
"doi:10.1007/s12275-012-2105-6","JPN"
"doi:10.1186/2193-1801-2-107","CHN"
"doi:10.1016/j.funeco.2015.12.006","CRI"
"doi:10.1631/jzus.b1000165","CHN"
"doi:10.1631/jzus.b1000165","DEU"
"doi:10.1007/s10600-024-04340-4","NER"
"doi:10.1007/s00449-019-02169-8","CHN"
"doi:10.1016/j.ejbt.2022.05.001","SAU"
"doi:10.1016/j.funeco.2017.11.001","CHN"
"doi:10.3390/seeds2010003","NER"
"doi:10.13040/ijpsr.0975-8232.11(11).5844-55","IND"
"doi:10.1508/cytologia.48.749","IND"
"doi:10.5943/mycosphere/5/4/10","IND"
"doi:10.1007/s10886-010-9848-5","MEX"
"doi:10.1016/j.microb.2025.100483","IND"
"doi:10.1038/s41598-025-07941-3","EGY"
"doi:10.1038/s41598-025-07941-3","NER"
"doi:10.1016/j.ijfoodmicro.2025.111289","IND"
"doi:10.1016/j.micres.2025.128287","COL"
"doi:10.3114/fuse.2025.16.4","BRA"
"doi:10.4308/hjb.32.5.1174-1184","IDN"
"doi:10.1038/s41598-025-03044-1","CHN"
"doi:10.1016/j.jnc.2025.127041","POL"
"doi:10.1016/j.jnc.2025.127041","SVK"
"doi:10.1007/s13744-024-01237-3","BRA"
"doi:10.1007/s40725-024-00236-2","ZAF"
"doi:10.11869/j.issn.1000-8551.2025.08.1829","CHN"
"doi:10.1007/s41742-025-00794-8","IRN"
"doi:10.7324/japs.2025.221818","IDN"
"doi:10.22438/jeb/46/4/mrn-5516","IND"
"doi:10.7324/japs.2025.230085","IDN"
"doi:10.1111/maec.70035","IND"
"doi:10.48309/jmpcr.2025.459060.1267","MYS"
"doi:10.17268/sci.agropecu.2025.029","MEX"
"doi:10.7324/jabb.2025.232699","IND"
"doi:10.1371/journal.pone.0327516","CHN"
"doi:10.3390/agronomy15071546","CHN"
"doi:10.13346/j.mycosystema.250126","CHN"
"doi:10.48022/mbl.2501.01012","IND"
"doi:10.5814/j.issn.1674-764x.2025.03.013","CHN"
"doi:10.1007/s42535-024-01041-9","IND"
"doi:10.1007/s11274-025-04455-y","SDN"
"doi:10.11733/j.issn.1007-0435.2025.06.003","CHN"
"doi:10.4489/kjm.2025.53.2.8","KOR"
"doi:10.1016/j.micres.2025.128146","IND"
"doi:10.11707/j.1001-7488.lykx20240577","CHN"
"doi:10.3390/pr13041199","CHN"
"doi:10.20884/1.jm.2025.20.1.12727","IDN"
"doi:10.7324/jabb.2025.215296","IND"
"doi:10.26554/sti.2025.10.2.350-359","IDN"
"doi:10.1111/aab.12973","USA"
"doi:10.48048/tis.2025.9336","IDN"
"doi:10.11829/j.issn.1001-0629.2024-0244","CHN"
"doi:10.1016/j.bej.2024.109626","BRA"
"doi:10.1097/st9.0000000000000060","CHN"
"doi:10.1038/s41429-025-00807-w","CHN"
"doi:10.25186/.v20i.2337","BRA"
"doi:10.21448/ijsm.1462128","IDN"
"doi:10.1007/s42360-024-00803-4","IND"
"doi:10.1007/s42360-024-00798-y","IRN"
"doi:10.31830/2348-7542.2025.roc-1159","UZB"
"doi:10.1016/j.heliyon.2025.e41920","VNM"
"doi:10.3390/ijpb16010017","ECU"
"doi:10.3390/ijpb16010017","BRA"
"doi:10.48130/tp-0025-0005","CHN"
"doi:10.1007/s42535-024-00921-4","IND"
"doi:10.1016/j.heliyon.2025.e42035","IND"
"doi:10.20048/j.cnki.issn.1003-0174.001024","CHN"
"doi:10.13057/biodiv/d260431","IDN"
"doi:10.13057/biodiv/d260638","NER"
"doi:10.1016/j.heliyon.2024.e41081","EGY"
"doi:10.22194/jgias/25.1538","IDN"
"doi:10.1007/s00284-024-04009-9","IND"
"doi:10.48048/tis.2025.8983","IDN"
"doi:10.5943/ajom/8/1/5","BGD"
"doi:10.22159/ijap.2025.v17s1.03","IDN"
"doi:10.13287/j.1001-9332.202501.009","CHN"
"doi:10.26554/sti.2025.10.1.139-151","IDN"
"doi:10.13057/biodiv/d260639","IRQ"
"doi:10.13057/biodiv/d260209","IDN"
"doi:10.26538/tjnpr/v9i1.47","THA"
"doi:10.47352/jmans.2774-3047.238","IDN"
"doi:10.3389/fmicb.2025.1485032","CHN"
"doi:10.2174/0122113525315717240513051550","IND"
"doi:10.13057/biodiv/d260349","IDN"
"doi:10.14719/pst.6665","IND"
"doi:10.71551/ijpp.2024.1195796","IRN"
"doi:10.1007/s42535-025-01405-9","LKA"
"doi:10.1094/php-12-24-0140-pdmr","USA"
"doi:10.1590/1678-4162-13296","BRA"
"doi:10.11733/j.issn.1007-0435.2025.01.034","CHN"
"doi:10.1590/1519-6984.291007","BRA"
"doi:10.13057/biodiv/d260245","IDN"
"doi:10.13057/biodiv/d260245","NER"
"doi:10.52547/iem.11.2.105","IRN"
"doi:10.52547/iem.11.2.105","NER"
"doi:10.11674/zwyf.2024315","CHN"
"doi:10.14719/pst.6036","IND"
"doi:10.3114/fuse.2025.15.08","BRA"
"doi:10.56369/tsaes.5733","MEX"
"doi:10.1007/s42535-025-01289-9","IND"
"doi:10.30848/pjb2025-3(40)","PAK"
"doi:10.36253/ahsc-16663","PHL"
"doi:10.13343/j.cnki.wsxb.20250095","CHN"
"doi:10.3389/fpls.2025.1554915","CHN"
"doi:10.1080/09593330.2025.2464266","BRA"
"doi:10.3389/fmicb.2025.1604639","CHN"
"doi:10.1016/j.napere.2024.100094","IND"
"doi:10.1080/0028825x.2024.2445352","CHN"
"doi:10.1080/0028825x.2024.2394184","IND"
"doi:10.19675/j.cnki.1006-687x.2024.09020","CHN"
"doi:10.54319/jjbs/170411","IDN"
"doi:10.4489/kjm.520409","KOR"
"doi:10.18280/ijdne.190634","IDN"
"doi:10.1080/00275514.2025.2524310","BRA"
"doi:10.31993/2308-6459-2024-107-4-16711","RUS"
"doi:10.1515/cdbme-2024-2048","AUS"
"doi:10.20289/zfdergi.1461733","TUR"
"doi:10.4489/kjm.520404","KOR"
"doi:10.13057/biodiv/d260220","IDN"
"doi:10.1007/s42535-023-00743-w","IND"
"doi:10.1007/s42535-023-00743-w","NER"
"doi:10.48130/sif-0025-0010","LKA"
"doi:10.1007/s42535-023-00738-7","IND"
"doi:10.1007/s00253-023-12992-5","CHN"
"doi:10.3114/fuse.2024.14.05","BRA"
"doi:10.12905/0380.sydowia76-2024-0001","BRA"
"doi:10.1186/s12896-024-00830-z","EGY"
"doi:10.1007/s42360-024-00808-z","IND"
"doi:10.1002/cbdv.202400611","BRA"
"doi:10.1186/s12866-024-03591-z","EGY"
"doi:10.48048/tis.2024.8498","IDN"
"doi:10.1007/s44281-024-00041-8","CHN"
"doi:10.1186/s12934-024-02530-x","EGY"
"doi:10.12171/j.1000-1522.20230299","CHN"
"doi:10.21608/nrmj.2024.336670.1798","EGY"
"doi:10.1016/j.envres.2024.119858","AUT"
"doi:10.1111/ppa.13985","AUS"
"doi:10.1186/s40168-024-01885-y","CHN"
"doi:10.21448/ijsm.1445869","TZA"
"doi:10.11766/trxb202304150149","CHN"
"doi:10.1007/s42360-024-00789-z","IND"
"doi:10.1007/s11270-024-07534-2","NER"
"doi:10.1038/s41598-024-79850-w","CHN"
"doi:10.1016/j.scitotenv.2024.175006","ESP"
"doi:10.3114/fuse.2024.14.16","BRA"
"doi:10.3114/fuse.2024.14.16","PRY"
"doi:10.1515/znc-2023-0091","CMR"
"doi:10.48048/tis.2024.8232","IDN"
"doi:10.7501/j.issn.0253-2670.2024.20.019","CHN"
"doi:10.12171/j.1000-1522.20230350","CHN"
"doi:10.7324/japs.2024.180510","IDN"
"doi:10.13925/j.cnki.gsxb.20240222","CHN"
"doi:10.5943/ajom/7/2/2","IND"
"doi:10.11686/cyxb2023102","CHN"
"doi:10.13057/biodiv/d251053","IDN"
"doi:10.13057/biodiv/d251053","NER"
"doi:10.11686/cyxb2023383","CHN"
"doi:10.1016/j.heliyon.2024.e39003","NER"
"doi:10.21608/ejabf.2024.389800","EGY"
"doi:10.1007/s11270-024-07468-9","TUR"
"doi:10.1007/s41348-024-00963-5","ZAF"
"doi:10.48027/hnb.46.102","BGR"
"doi:10.11707/j.1001-7488.lykx20230386","CHN"
"doi:10.26538/tjnpr/v8i8.29","IDN"
"doi:10.13189/eer.2024.120405","IND"
"doi:10.22146/ijbiotech.92378","IDN"
"doi:10.21448/ijsm.1385251","TUR"
"doi:10.1007/s10340-023-01735-0","ESP"
"doi:10.5109/7236819","ALB"
"doi:10.26538/tjnpr/v8i7.27","NGA"
"doi:10.26538/tjnpr/v8i7.27","CMR"
"doi:10.26538/tjnpr/v8i7.27","COG"
"doi:10.26538/tjnpr/v8i7.27","COD"
"doi:10.26538/tjnpr/v8i7.37","IDN"
"doi:10.18805/ag.d-5674","IND"
"doi:10.1007/s10658-024-02883-4","FIN"
"doi:10.4489/kjm.520206","KOR"
"doi:10.18280/ijdne.190301","IDN"
"doi:10.26554/sti.2024.9.3.594-604","IDN"
"doi:10.7324/japs.2024.160668","ZAF"
"doi:10.21608/mb.2024.355966","EGY"
"doi:10.22055/ppr.2024.46960.1747","IRN"
"doi:10.5958/0974-4444.2024.00013.6","IND"
"doi:10.13287/j.1001-9332.202406.029","CHN"
"doi:10.1007/s42360-024-00737-x","IND"
"doi:10.1016/j.egg.2024.100261","IND"
"doi:10.5958/2395-146x.2024.00055.1","IND"
"doi:10.5943/ajom/7/1/8","CHN"
"doi:10.4308/hjb.31.3.443-456","IDN"
"doi:10.13346/j.mycosystema.230358","CHN"
"doi:10.36077/kjas/2024/v16i2.13694","IRQ"
"doi:10.31047/1668.298x.v41.n1.41895","ARG"
"doi:10.20048/j.cnki.issn.1003-0174.000688","CHN"
"doi:10.30491/jabr.2024.421027.1682","EGY"
"doi:10.7324/jabb.2024.154874","IND"
"doi:10.3114/fuse.2024.13.11","AUS"
"doi:10.1371/journal.pone.0300791","TUN"
"doi:10.26554/sti.2024.9.2.448-456","IDN"
"doi:10.26538/tjnpr/v8i3.37","NGA"
"doi:10.3390/md22040161","CHN"
"doi:10.18805/ijare.a-5683","IND"
"doi:10.18805/ijare.a-5683","NER"
"doi:10.1016/j.funbio.2024.04.002","BRA"
"doi:10.22092/ijmapr.2023.362241.3320","IRN"
"doi:10.26538/tjnpr/v8i1.20","IDN"
"doi:10.33275/1727-7485.2.2024.738","UKR"
"doi:10.33275/1727-7485.2.2024.738","ATA"
"doi:10.4489/kjm.20240102","KOR"
"doi:10.5943/ajom/7/1/1","IND"
"doi:10.1093/lambio/ovad096","MYS"
"doi:10.7324/japs.2024.129451","IDN"
"doi:10.13057/biodiv/d250142","IDN"
"doi:10.3390/jof10020105","CAN"
"doi:10.26554/sti.2024.9.1.17-27","IDN"
"doi:10.55003/cast.2023.258187","IDN"
"doi:10.55003/cast.2023.258187","NER"
"doi:10.11733/j.issn.1007-0435.2024.06.013","CHN"
"doi:10.11686/cyxb2023132","CHN"
"doi:10.11829/j.issn.1001-0629.2023-0080","CHN"
"doi:10.1590/1519-6984.253156","PAN"
"doi:10.1007/s42535-023-00570-z","NER"
"doi:10.3844/ojbsci.2024.794.801","IDN"
"doi:10.1590/1519-6984.258557","BRA"
"doi:10.36103/ijas.v55ispecial.1886","NER"
"doi:10.1080/14786419.2024.2340761","NER"
"doi:10.4489/kjm.520306","KOR"
"doi:10.59467/bi.2024.20.213","IND"
"doi:10.17520/biods.2023384","CHN"
"doi:10.13057/biodiv/d250342","IDN"
"doi:10.1080/14786419.2023.2208723","BRA"
"doi:10.11733/j.issn.1007-0435.2024.02.002","CHN"
"doi:10.55251/jmbfs.10093","EGY"
"doi:10.1590/1519-6984.259525","BRA"
"doi:10.3389/fchbi.2024.1362147","THA"
"doi:10.23960/jhptt.224177-184","IDN"
"doi:10.24857/rgsa.v18n4-023","BRA"
"doi:10.48130/sif-0024-0007","PHL"
"doi:10.17844/jphpi.v27i11.58419","IDN"
"doi:10.35118/apjmbb.2024.032.4.11","IDN"
"doi:10.1590/1519-6984.281308","BRA"
"doi:10.22146/ijp.7415","IDN"
"doi:10.5943/ajom/7/2/6","IND"
"doi:10.4038/cjs.v53i3.8307","PAK"
"doi:10.4038/cjs.v53i3.8307","NER"
"doi:10.1080/14786419.2023.2209823","NER"
"doi:10.33804/pp.008.02.5113","PAK"
"doi:10.5943/cream/14/1/1","CHN"
"doi:10.3389/fmicb.2024.1345423","LBY"
"doi:10.3389/fmicb.2024.1345423","USA"
"doi:10.3389/fmicb.2024.1345423","EGY"
"doi:10.3389/fmicb.2024.1345423","SAU"
"doi:10.31055/1851.2372.v59.n3.44533","ARG"
"doi:10.3389/fmicb.2024.1334711","CHN"
"doi:10.3389/fmicb.2024.1483637","IND"
"doi:10.3389/fmicb.2024.1483637","SAU"
"doi:10.3389/fmicb.2024.1483637","EGY"
"doi:10.16843/j.sswc.2022132","CHN"
"doi:10.3389/fcimb.2024.1476066","CHN"
"doi:10.3389/fmicb.2024.1342407","USA"
"doi:10.3389/fmicb.2024.1342407","CAN"
"doi:10.21475/ajcs.24.18.07.pne-29","BRA"
"doi:10.22194/jgias/12.1151","IRQ"
"doi:10.18697/ajfand.131.24000","ZAF"
"doi:10.22055/ppr.2024.47925.1760","IRN"
"doi:10.3389/fmicb.2024.1388669","CHN"
"doi:10.1111/jph.13266","IRN"
"doi:10.11674/zwyf.2024183","CHN"
"doi:10.3389/fmicb.2024.1383854","ZAF"
"doi:10.5943/cream/14/1/10","CHN"
"doi:10.3389/fmicb.2024.1336515","ZMB"
"doi:10.3389/fmicb.2024.1336515","ARG"
"doi:10.3389/fmicb.2024.1336515","BRA"
"doi:10.3389/fmicb.2024.1336515","PRY"
"doi:10.3389/fmicb.2024.1336515","BOL"
"doi:10.3389/fmicb.2024.1336515","BGD"
"doi:10.1515/flaent-2024-0043","BRA"
"doi:10.13057/biodiv/d250136","IDN"
"doi:10.3389/fmicb.2024.1396044","CHN"
"doi:10.56369/tsaes.5005","MEX"
"doi:10.48130/sif-0024-0018","CHN"
"doi:10.1094/pdis.1999.83.12.1176c","USA"
"doi:10.1094/pdis.1999.83.9.879c","TUR"
"doi:10.1094/pdis.1999.83.7.696a","ITA"
"doi:10.1094/pdis.1999.83.7.695a","ARG"
"doi:10.1094/pdis.1999.83.7.694a","USA"
"doi:10.1094/pdis.1998.82.12.1401c","ITA"
"doi:10.1094/pdis.1998.82.7.832d","TUR"
"doi:10.1094/pdis.1998.82.7.832d","USA"
"doi:10.1094/pdis.1998.82.6.710b","USA"
"doi:10.1023/a:1007966229595","USA"
"doi:10.1094/pdis.1998.82.4.448b","USA"
"doi:10.1094/pdis.1998.82.2.264a","USA"
"doi:10.1094/pdis.1998.82.2.263d","ITA"
"doi:10.1016/s0378-8741(97)00031-7","ARG"
"doi:10.1094/pdis.1997.81.5.552a","USA"
"doi:10.1094/pdis.1997.81.2.230c","USA"
"doi:10.1177/104063879600800214","USA"
"doi:10.1007/978-1-4899-1379-1_14","USA"
"doi:10.2527/1995.733881x","USA"
"doi:10.2527/1995.733871x","EGY"
"doi:10.2527/1995.733861x","USA"
"doi:10.1128/aem.60.7.2371-2376.1994","PAK"
"doi:10.2527/1993.71113025x","USA"
"doi:10.2527/1993.7171940x","USA"
"doi:10.1139/m92-218","USA"
"doi:10.2527/1991.6931008x","USA"
"doi:10.1002/j.1537-2197.1988.tb13495.x","CAN"
"doi:10.2527/jas1984.5841011x","USA"
"doi:10.1094/pd-89-1362a","ITA"
"doi:10.1094/pd-89-1359c","ARG"
"doi:10.1016/j.femsle.2005.08.039","JPN"
"doi:10.1094/pd-89-0912c","ITA"
"doi:10.1515/znc-2005-5-616","ARG"
"doi:10.1515/znc-2005-5-616","USA"
"doi:10.4102/ojvr.v72i1.221","ZAF"
"doi:10.1094/pd-89-0778a","CHN"
"doi:10.1094/pd-89-0777a","ITA"
"doi:10.1111/j.1472-765x.2005.01701.x","ITA"
"doi:10.1017/s095375620500225x","AUS"
"doi:10.1094/pd-89-0435b","ARG"
"doi:10.1515/znc-2005-1-203","CHL"
"doi:10.1094/pd-89-0342a","USA"
"doi:10.1094/pd-89-0338b","ESP"
"doi:10.1094/pd-89-0207a","ARG"
"doi:10.1094/pd-89-0204b","CAN"
"doi:10.1094/pd-89-0203b","ITA"
"doi:10.1094/pd-89-0107b","BEL"
"doi:10.1099/ijs.0.02879-0","ZAF"
"doi:10.1099/ijs.0.02879-0","MEX"
"doi:10.1099/ijs.0.02879-0","BRA"
"doi:10.2527/2004.8213_supple75x","USA"
"doi:10.1094/pdis.2004.88.10.1160c","ARG"
"doi:10.1094/pdis.2004.88.7.771a","GBR"
"doi:10.4102/jsava.v75i1.449","ZAF"
"doi:10.1094/pdis.2004.88.5.573b","BRA"
"doi:10.1094/pdis.2004.88.1.86a","BEL"
"doi:10.1094/pdis.2004.88.1.85a","ITA"
"doi:10.1046/j.1472-765x.2003.01434.x","JPN"
"doi:10.1139/w03-070","KEN"
"doi:10.1139/w03-070","UGA"
"doi:10.1094/pdis.2003.87.11.1396c","USA"
"doi:10.1094/pdis.2003.87.9.1151a","ITA"
"doi:10.1007/s00572-003-0262-5","AUS"
"doi:10.1016/s0378-1097(03)00426-9","AUS"
"doi:10.1094/pdis.2003.87.8.1007a","USA"
"doi:10.2527/2003.8151316x","GEO"
"doi:10.2527/2003.8151316x","NZL"
"doi:10.1094/pdis.2003.87.5.598b","EGY"
"doi:10.1002/ps.706","HUN"
"doi:10.1094/pdis.2003.87.4.447b","ARG"
"doi:10.1094/pdis.2003.87.4.447b","BRA"
"doi:10.1094/pdis.2003.87.3.314b","ESP"
"doi:10.1094/pdis.2002.86.11.1275c","DOM"
"doi:10.1094/pdis.2002.86.11.1272a","ESP"
"doi:10.1094/pdis.2002.86.11.1271b","TUR"
"doi:10.1094/pdis.2002.86.11.1271b","USA"
"doi:10.1094/pdis.2002.86.10.1176c","USA"
"doi:10.1094/pdis.2002.86.7.813a","ESP"
"doi:10.1094/pdis.2002.86.6.696c","USA"
"doi:10.1139/w02-023","MEX"
"doi:10.1094/pdis.2002.86.5.560c","ITA"
"doi:10.1094/pdis.2002.86.4.441b","ZAF"
"doi:10.1094/pdis.2002.86.1.71a","ITA"
"doi:10.1094/pdis.2001.85.12.1289b","ITA"
"doi:10.1094/pdis.2001.85.11.1209b","USA"
