"code","iso","country","NTI.raw.1961","NTI.raw.1962","NTI.raw.1963","NTI.raw.1964","NTI.raw.1965","NTI.raw.1966","NTI.raw.1967","NTI.raw.1968","NTI.raw.1969","NTI.raw.1970","NTI.raw.1971","NTI.raw.1972","NTI.raw.1973","NTI.raw.1974","NTI.raw.1975","NTI.raw.1976","NTI.raw.1977","NTI.raw.1978","NTI.raw.1979","NTI.raw.1980","NTI.raw.1981","NTI.raw.1982","NTI.raw.1983","NTI.raw.1984","NTI.raw.1985","NTI.raw.1986","NTI.raw.1987","NTI.raw.1988","NTI.raw.1989","NTI.raw.1990","NTI.raw.1991","NTI.raw.1992","NTI.raw.1993","NTI.raw.1994","NTI.raw.1995","NTI.raw.1996","NTI.raw.1997","NTI.raw.1998","NTI.raw.1999","NTI.raw.2000","NTI.raw.2001","NTI.raw.2002","NTI.raw.2003","NTI.raw.2004","NTI.raw.2005","NTI.raw.2006","NTI.raw.2007","NTI.raw.2008","NTI.raw.2009","NTI.raw.2010","NTI.raw.2011","NTI.raw.2012","NTI.raw.2013","NTI.raw.2014","NTI.raw.2015","NTI.raw.2016","NTI.raw.2017","NTI.raw.2018","NTI.raw.2019","NTI.raw.2020","NTI.raw.2021"
104,"MMR","Myanmar",29.2765,30.8374,33.1763,33.7902,33.3516,32.005,33.8799,34.8166,36.524,35.9405,38.5178,38.6774,41.3288,41.7282,43.2346,42.8342,43.6329,46.602,45.7224,45.7248,50.6007,54.4838,54.6357,56.9061,59.1307,56.9075,53.8054,51.7096,48.3317,48.9674,49.1165,52.4894,54.4368,61.4607,64.7356,67.6207,66.611,68.4856,71.695,77.5296,72.0454,74.7278,79.3362,80.9646,81.5051,85.0282,88.5469,89.409,90.9153,92.914,93.2028,97.0922,104.3597,105.5569,103.6191,110.839,124.1272,102.5881,104.8241,113.7825,99.5428
516,"NAM","Namibia",8.6558,8.741,8.9007,8.8694,8.9565,9.2032,9.2166,9.1906,9.2965,9.2997,9.4309,9.54,9.6423,10.3255,8.4295,8.4433,9.5099,9.5271,9.9405,10.1378,9.0468,8.3211,8.0406,8.311,8.3384,8.8764,8.831,9.2873,9.6266,10.1271,10.1684,9.6922,9.0753,8.7161,7.9134,8.7416,9.6723,10.2604,9.2638,9.792,9.586,13.4669,11.0838,12.6285,12.3784,13.2957,12.3452,11.5261,13.2314,15.0277,18.2053,25.4129,20.842,17.1082,24.1641,36.7026,35.5071,49.871,35.6257,15.7372,15.7808
520,"NRU","Nauru",26.1193,26.6465,27.1735,27.7005,22.0656,22.464,23.2926,24.0759,24.8687,25.6615,27.348,28.8862,30.4352,31.9916,33.201,29.4377,27.9907,29.558,31.1208,33.6009,36.6551,38.6189,40.1415,37.0151,39.4545,41.8741,43.8458,45.3949,45.4004,47.1205,48.5378,50.1636,51.6356,51.6409,51.7418,51.6814,51.514,51.5618,51.7279,51.5434,51.4072,51.3557,51.7416,51.4093,51.4021,51.6386,53.0511,54.4889,54.6319,54.7136,54.7863,54.6736,54.7285,54.6968,54.7202,54.7103,54.6231,54.3225,54.0933,55.0919,56.2789
524,"NPL","Nepal",54.7959,55.1308,56.4715,56.9311,58.2549,58.464,59.8374,61.0044,62.4267,60.6126,63.5166,62.5291,62.4226,63.3553,64.2211,66.2258,68.4869,69.5788,70.8156,73.5188,74.241,76.1356,81.0089,83.6786,83.1834,84.7076,88.3722,90.9561,95.77,100.1189,99.8056,99.0687,100.8058,106.3047,109.7283,113.4333,113.532,116.9128,107.8111,103.9777,102.3283,97.6827,95.6726,90.8727,86.7621,91.6744,92.9681,96.9893,99.5919,105.5756,113.9679,120.0726,143.0376,140.7137,148.3772,149.6426,151.7985,163.3387,164.8876,160.8653,167.2394
528,"NLD","Netherlands",202.6342,225.7983,222.7541,224.0239,232.9982,248.2614,253.9017,254.2291,272.7996,285.0217,270.8276,274.9597,297.1641,317.4551,327.9007,317.0104,326.3647,331.8083,355.7406,361.3191,360.2051,352.1076,364.5981,380.4601,379.7277,387.7145,368.7984,357.2651,338.4836,330.6897,328.6023,327.4459,316.5435,324.0486,321.8217,319.9576,310.2613,295.2793,296.8397,275.1701,270.2982,261.8965,251.69,254.2704,255.586,264.5346,259.1436,256.403,255.935,263.964,256.2696,258.943,245.5789,250.8294,264.478,263.8601,253.2336,241.3133,246.702,249.2914,243.2234
540,"NCL","New Caledonia",66.6624,68.6723,70.3762,61.1049,64.7053,68.3182,69.3107,63.9429,63.5026,63.7264,63.069,59.6292,64.2629,59.4511,60.2224,51.3528,52.7232,48.5809,69.9738,71.9428,69.644,72.059,88.1765,51.958,52.6072,55.297,81.4089,82.2236,79.0508,118.357,75.8718,67.3886,70.6125,73.4251,75.4597,75.084,82.9396,78.3767,85.7325,92.0591,90.077,132.2298,212.8465,131.8145,149.1202,128.4157,145.1745,123.1877,102.2814,125.0265,137.673,142.7551,127.5972,134.3021,134.9962,133.9167,132.8685,132.7267,132.1628,132.7265,132.0113
554,"NZL","New Zealand",14.6994,13.8765,15.129,16.0679,15.4082,16.5397,16.9167,19.2207,22.9418,21.6545,21.8039,27.0076,28.0213,24.5853,21.4292,23.3156,21.9953,24.1641,22.9212,24.7196,21.7669,22.3882,25.1397,26.1608,24.37,23.4986,32.1409,27.124,23.4378,29.3782,33.8054,40.0489,41.3402,45.0084,50.0237,45.3219,45.7703,49.9403,52.5172,62.6397,66.174,71.1499,75.9973,78.6379,73.0349,71.1102,68.3739,64.4926,62.9604,67.7708,72.7747,66.9401,65.9629,66.0937,80.0827,73.8204,81.8607,78.1733,75.3143,76.8941,63.1615
558,"NIC","Nicaragua",20.9383,21.2911,27.3537,28.2173,32.9222,31.1668,34.8258,36.216,37.9159,38.382,39.0656,38.0949,52.1035,42.0633,39.3921,46.2653,58.3701,60.3415,42.9847,44.8154,45.4202,42.4987,59.0225,49.2336,53.199,61.0525,47.0219,60.2866,34.1824,40.7255,36.0588,35.2349,33.0232,27.4438,31.8714,32.6146,29.7015,33.528,39.1049,36.8292,35.3327,40.8612,45.579,43.8787,44.7466,50.9186,56.1325,56.6415,62.4806,66.0106,71.6777,80.3794,65.3169,66.669,75.9134,78.0608,87.8528,68.8633,72.532,85.4648,79.7175
562,"NER","Niger",4.8158,4.9084,5.011,4.8752,5.5536,5.8817,5.9667,5.916,5.4724,5.8945,6.3292,6.4442,6.5953,5.3853,-4.6269,5.0402,5.4284,5.6836,5.365,5.8034,6.2297,6.0426,5.9215,5.7009,5.0439,5.1187,5.711,6.1644,5.1212,5.123,5.4412,5.7798,5.5833,6.0442,6.8543,7.6358,6.3152,6.464,6.0884,6.7961,6.1781,7.4074,7.7609,7.3284,7.2366,7.1976,7.6521,8.976,8.9619,10.2487,9.4616,10.0459,9.536,10.3667,9.9544,10.0707,10.6498,11.4083,11.399,11.3366,11.2292
566,"NGA","Nigeria",10.0431,10.8787,11.8455,11.7263,12.4355,12.1745,12.2276,12.2159,12.1942,11.9292,11.9073,12.3261,11.9909,13.2394,11.4296,10.3593,10.9469,11.051,11.4825,12.6999,13.9033,13.2904,14.1305,14.0565,13.9865,15.2822,14.8308,17.5964,20.0956,21.5548,21.0372,20.965,20.9914,20.6059,18.3118,19.9926,19.4993,20.2387,19.4266,19.2096,19.878,19.8126,21.3791,21.0004,23.3591,23.9541,21.3692,24.7201,23.6654,29.0665,24.2046,25.3722,27.4573,26.6482,25.3124,30.8547,35.7641,34.4375,33.9255,35.6775,38.4741
570,"NIU","Niue",11.1343,11.5139,11.8541,12.2006,12.5887,12.9411,13.1126,13.027,13.2055,13.1605,13.4521,13.1841,13.7111,10.6512,10.5044,10.3799,10.6123,10.813,10.8372,10.7477,10.7099,10.7057,10.6884,10.6393,10.5043,10.4498,10.2546,10.1734,10.0877,10.2853,10.1368,10.1822,10.2316,10.4224,10.4338,10.6254,10.4509,10.4915,10.6504,10.3657,10.7401,10.6817,10.644,10.9442,10.271,10.9555,11.2385,14.2703,12.2519,11.5926,11.3087,10.4163,10.5146,9.9916,11.0799,11.2541,12.3294,10.8167,12.8127,11.964,11.9776
408,"PRK","North Korea",46.6649,68.4134,72.7016,75.7507,79.9333,83.6892,88.541,90.2178,100.0148,123.7957,130.7792,135.0466,140.6534,146.5404,152.9281,205.3727,230.9076,270.8091,274.1926,269.0855,276.3658,276.603,285.4868,293.1904,304.6716,298.4118,298.616,312.6439,315.7925,321.0177,320.6847,313.8967,302.4901,160.561,74.7476,71.3,102.6575,95.748,105.4435,112.6914,118.1524,94.2494,90.2909,103.4662,98.4188,106.8329,100.2934,95.0941,101.4122,111.1045,118.1752,109.6742,113.2891,100.8293,91.8547,101.6735,97.6676,117.2221,77.8544,55.6035,55.1495
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.0363,91.6957,92.387,76.4018,82.8296,80.5762,75.9307,74.1674,68.159,56.7985,60.5219,64.4434,71.8534,77.4995,76.0966,81.7988,77.3094,75.4292,83.2176,82.0871,77.8358,76.9803,79.2278,76.1485,80.2629,79.355,72.3029,69.6328,83.3026,62.284
578,"NOR","Norway",129.8632,137.7762,134.9691,137.043,138.7266,140.4763,143.992,146.2852,156.2202,158.6983,162.1887,164.3198,177.6858,180.767,181.5214,181.4134,189.9788,193.7883,196.0817,193.6314,193.5396,193.4327,192.7991,192.3516,184.9853,186.336,187.4644,183.4132,181.7293,187.8212,182.3508,182.208,179.0813,179.2235,165.5766,165.1639,181.7253,175.4804,177.7718,175.0596,169.3275,170.773,176.7083,178.4129,180.2379,180.8589,185.8212,169.9813,164.8933,170.6186,176.3736,178.7571,183.6899,186.743,189.0527,189.5594,190.1029,192.1364,194.5986,193.8995,190.8777
512,"OMN","Oman",9.3531,9.4431,9.5508,9.4334,9.556,9.6345,9.3187,9.0719,9.2355,8.9477,8.9312,9.4304,10.2684,12.3101,14.8351,12.5939,14.0608,11.7207,24.3218,21.7056,18.3966,24.602,19.8885,14.9572,25.8363,19.351,19.2348,41.8016,40.5837,69.4737,70.9421,70.9569,82.196,96.9035,98.8528,83.901,65.6448,110.6832,96.6986,70.8147,95.2882,75.3749,42.4517,102.9025,144.6187,152.9851,138.8524,190.7327,133.4908,152.9971,144.6743,158.7594,186.9655,148.5106,132.8645,125.1882,105.1642,111.5682,110.3219,113.0355,105.4122
586,"PAK","Pakistan",15.5913,15.459,16.7832,17.1333,16.6963,17.8942,20.6674,21.4363,24.2604,23.9552,26.3872,28.0543,26.3682,28.5059,31.1468,34.6017,36.6311,40.7701,45.0473,44.612,45.9708,48.0156,50.2745,50.0242,57.3367,68.4545,64.8367,68.8791,74.4499,74.4403,76.3538,82.5625,83.0353,86.6038,96.0458,96.5224,100.2811,99.4321,101.92,102.9381,102.5246,105.8876,112.4427,120.5043,128.8027,126.1389,129.6876,138.013,155.148,147.281,145.0773,133.5742,146.5434,146.6093,137.2878,156.066,156.5497,157.3188,162.8845,168.2708,173.7372
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",26.8432,35.9058,36.5461,38.9533,33.9356,38.0996,35.1612,44.0929,47.3405,47.133,45.19,49.6372,42.5356,45.0189,45.1835,42.1709,39.1664,40.613,44.1305,43.7025,48.2691,45.8069,39.5414,41.1627,44.0671,56.4777,54.5968,54.5154,49.5688,55.1549,48.9508,60.7294,65.054,52.4922,51.5643,67.5367,56.7721,57.5166,52.1139,48.3862,50.3256,49.1752,53.195,49.3005,50.9321,54.0462,50.4875,52.5757,53.9377,58.2693,48.0765,62.1854,63.7851,57.6098,59.7541,54.3327,63.0231,69.4287,75.3772,94.9587,101.0506
598,"PNG","Papua New Guinea",11.2673,11.2875,11.2896,10.8536,10.9666,11.6625,11.861,11.9836,12.8459,12.8731,14.6201,14.7207,15.4929,16.6925,16.1722,17.5262,19.6085,19.5265,15.4632,15.2725,22.0422,15.8817,16.3093,16.1831,19.0738,20.79,21.7349,19.952,19.765,18.3775,20.0692,22.8496,23.0379,23.8624,24.653,24.9324,25.5482,18.5245,17.7531,19.8196,20.6641,21.5875,23.5527,32.0834,30.438,27.5867,27.1543,27.9527,32.4939,30.1279,25.7864,30.4049,30.5547,30.4457,33.2619,33.3702,35.8555,38.1298,38.0082,35.865,34.2102
600,"PRY","Paraguay",23.742,22.4895,22.8406,28.261,29.6968,29.8039,28.9262,27.4556,26.9803,31.9139,34.3497,37.336,40.6582,44.1262,45.0701,47.3559,51.6358,49.7572,57.5574,55.513,55.5144,58.5322,62.8276,67.2775,76.1274,61.35,78.3663,84.5718,92.0799,96.5164,69.1498,69.3291,83.4498,81.2851,84.954,90.6209,97.8538,98.141,99.1666,93.9295,104.8246,104.5796,115.5809,117.2972,119.7795,119.4741,155.067,147.6156,116.1481,157.9707,166.3826,122.8556,172.4632,184.8883,165.7821,170.2189,182.7752,186.2649,166.9358,190.3066,189.3851
604,"PER","Peru",58.1116,63.5387,55.6485,50.0028,48.0232,40.6631,49.3277,46.7411,51.618,50.4958,55.4988,47.7995,45.2345,54.5383,45.0359,49.4597,50.1278,48.6623,44.2242,42.7809,47.066,39.5229,33.571,34.7924,32.7578,52.4051,58.9466,58.1493,46.8616,38.6702,32.7393,32.8952,39.708,40.8365,44.0717,45.4671,48.3453,52.0617,52.1724,56.7385,56.4508,59.7433,58.8684,58.2969,56.7527,59.5627,63.0058,58.2468,63.9677,60.5097,63.0851,64.45,73.5703,71.7531,80.7775,79.7935,86.6214,71.1251,94.7371,79.5604,83.0355
608,"PHL","Philippines",32.0638,34.3793,33.9752,33.551,35.2092,37.1422,36.6539,38.2239,42.9067,44.4358,47.3005,45.6266,51.6797,52.0169,44.3986,44.5187,43.8304,47.8032,48.4375,46.2012,45.7112,47.7073,48.5911,41.8788,44.2252,53.4044,60.2014,60.7029,61.622,64.2276,53.8769,59.8864,65.1022,66.9209,67.5026,77.3972,83.5203,68.462,77.6545,79.2621,81.7796,78.1577,84.9216,86.9088,84.3038,77.8758,81.5979,71.6472,73.4132,79.3442,75.3538,73.162,79.3101,88.7658,79.6014,89.2595,96.3384,89.1032,90.0034,96.6038,89.3231
616,"POL","Poland",54.9674,56.3913,57.887,60.3707,64.5343,68.822,74.546,79.3883,85.3949,87.9805,93.4378,99.951,109.7116,116.1511,120.5283,118.2336,120.4098,124.84,125.2622,126.474,116.7816,118.8197,120.7673,117.0722,122.9626,126.4991,122.5008,131.9899,131.4437,87.1288,78.2618,81.6994,83.0273,86.1311,87.4361,90.4097,95.137,87.9573,86.5913,87.6874,87.2537,91.6476,97.4896,94.7756,105.0497,108.0773,118.3363,110.1141,109.2499,124.1176,119.4687,127.2912,120.9205,115.6721,120.9109,128.3975,130.995,115.9116,118.8437,115.7805,111.4671
620,"PRT","Portugal",50.3763,50.0625,56.9661,60.6252,55.8368,54.9459,61.2112,62.0676,65.0089,59.7108,63.8125,70.7754,71.5601,65.7262,72.9674,71.054,78.4657,75.6238,82.8514,79.29,82.388,80.5693,75.2379,71.9476,77.0351,81.0203,80.1494,82.4394,79.0251,82.3801,79.7638,76.0737,77.1412,78.3403,78.0763,86.1979,86.64,93.1469,92.0291,84.7352,82.547,80.1056,80.5048,81.261,86.2659,89.28,100.8715,93.5997,91.6651,94.7455,94.2987,97.8071,97.4713,104.7751,105.2396,106.1686,104.8841,104.6557,101.8292,101.0584,96.6253
634,"QAT","Qatar",212.7957,213.3051,213.6955,214.3154,214.3658,214.9857,216.0683,217.4635,218.8588,220.4939,222.0892,223.8754,225.5524,64.2225,118.196,172.2828,178.3311,230.6412,220.7143,169.0469,153.9424,102.6804,95.641,86.6747,76.7786,65.3346,65.8261,76.9734,148.3424,139.5905,174.1599,139.0335,160.7347,430.2311,431.2845,105.4871,103.37,73.3369,78.3926,64.7883,85.63,99.2902,95.0519,102.2069,107.4039,104.0824,101.8715,102.8705,104.4443,103.4476,103.685,103.1801,130.666,116.9103,109.0058,106.3275,101.8543,86.3018,97.9239,102.0361,98.0769
178,"COG","Republic of Congo",10.4004,11.0964,9.9835,9.8719,10.2645,9.94,10.3682,11.0674,14.2718,14.9867,18.8866,16.9039,12.633,11.2082,10.7775,10.9823,11.0121,11.0605,9.9942,9.1688,9.8646,11.6435,11.8783,12.4326,13.754,12.6683,12.2462,13.3056,12.503,13.3416,15.5224,14.933,14.8109,14.8598,14.9417,16.4074,17.5722,18.2621,20.113,19.8423,21.098,20.8575,19.6702,18.6839,17.8678,17.8546,17.3843,18.4465,20.6515,19.3333,19.7922,18.8836,19.5766,18.6793,19.005,18.5282,18.7912,18.9344,19.4331,22.9562,20.7757
642,"ROU","Romania",55.6485,45.9165,49.55,51.216,58.4329,63.8487,73.4391,84.2491,79.0601,84.8598,90.7226,89.6984,93.8525,99.1977,128.0579,111.8723,110.4322,134.9631,135.0488,123.9951,145.4726,146.992,145.5386,148.8925,151.0778,132.4402,133.555,133.4079,147.9402,139.8114,84.9227,87.5011,86.209,67.4653,64.7753,69.1792,59.7341,63.2806,54.0716,56.6663,59.2054,55.2099,55.7112,62.5421,64.5499,62.2239,68.3232,69.5287,68.9225,68.4857,74.5368,73.1301,77.1088,76.4127,84.5501,88.1364,94.3935,95.4171,89.9815,99.6954,99.2347
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4487,45.1421,33.8528,31.3565,29.7428,26.5417,24.1401,24.2727,24.4617,25.6158,24.1093,23.5181,23.6927,23.137,23.7578,24.5275,26.9952,26.8251,26.4202,27.7859,27.4826,27.0754,28.0431,29.9642,32.5804,32.958,34.1067,36.1005,39.2519,37.8362
646,"RWA","Rwanda",18.1366,19.5043,19.3735,16.3326,18.6753,24.055,25.0645,22.4896,25.2575,25.9616,25.1505,21.8998,22.3489,20.3424,22.6912,22.8543,23.1637,22.5827,22.6324,22.7121,23.0024,23.7925,24.922,22.9466,27.1569,24.3544,24.8753,21.9608,21.3136,21.9673,21.9263,22.6419,17.8534,14.2713,17.7579,19.9861,19.2585,19.6035,18.741,21.9037,22.2463,23.2506,23.8463,23.6653,25.5749,29.0225,33.1822,33.993,34.1349,34.3077,32.495,37.925,41.2359,39.5952,46.6299,44.7216,49.7184,48.0691,53.7538,49.0534,49.6645
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",24.3032,24.22,24.5506,24.9294,24.3479,25.1898,28.0811,28.1529,34.1154,33.5679,33.8417,34.7706,33.6628,34.157,41.7063,42.8209,44.802,44.7591,45.4294,45.4631,51.1906,55.1468,54.2508,67.0905,67.0203,72.1483,72.2096,72.3762,64.5315,65.0103,77.3068,77.0009,105.1402,117.1641,109.2677,126.0964,151.0422,151.3168,133.2624,143.0362,146.3875,42.0388,41.7543,45.5395,60.2831,62.0336,59.6453,61.001,56.6824,53.3891,50.8863,44.0207,38.9201,45.9287,39.6589,41.0035,38.4603,35.8786,33.6035,28.653,33.516
662,"LCA","Saint Lucia",38.8098,38.4083,36.9698,36.3449,44.1479,50.7051,62.09,73.7977,84.557,94.4919,87.9596,93.3192,104.5766,105.1917,110.5268,111.2065,135.3285,81.2132,98.517,60.2806,72.4901,97.9711,86.843,103.504,111.2067,98.3067,99.4794,99.7515,174.4546,146.5104,190.4396,184.2977,128.1078,54.2052,37.0621,40.3379,31.5619,95.4368,82.9481,100.6937,73.4815,46.7715,78.3771,61.1762,72.038,69.7291,55.3308,45.5577,53.0999,67.8726,57.3829,73.286,56.1691,78.7758,85.6936,71.938,57.817,63.9519,70.874,71.64,67.3197
670,"VCT","Saint Vincent and the Grenadines",72.9049,75.0539,67.9977,70.2039,70.7012,71.8484,91.4233,110.9716,140.6993,170.5053,171.8765,172.3676,213.91,224.0308,259.29,260.3721,293.2746,293.174,265.2851,265.8267,268.6284,299.2125,271.1045,283.3654,283.2093,268.4377,305.8673,320.4925,208.2102,98.6642,98.1039,102.1767,174.2859,182.6387,194.2891,203.1459,216.1268,281.8003,302.0015,323.0311,323.3812,84.1259,72.241,76.3157,73.2399,78.8112,79.3464,80.4208,78.5474,87.4113,81.8015,77.3357,84.7281,85.7943,86.7881,83.0107,85.0531,87.2106,86.9228,87.8728,101.0314
882,"WSM","Samoa",8.1266,7.9836,8.8113,8.9391,8.2248,8.4503,8.6667,8.7776,8.9336,9.0576,9.0031,9.0036,8.9993,9.3338,9.5846,9.1767,9.0825,9.323,9.2543,10.6915,12.8952,14.2041,14.6599,15.53,16.9853,18.8529,20.706,20.5324,28.7878,28.4202,27.7553,28.1401,28.5147,29.1537,28.0196,27.9996,27.8874,27.938,27.9171,30.1835,34.7273,35.4862,37.4849,39.6656,41.8396,43.026,42.1287,44.2331,41.1724,39.7444,34.9012,31.1766,28.4741,25.5455,23.3121,23.9592,23.5844,23.6704,21.0478,20.5278,27.0144
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",7.2655,7.6336,7.6779,7.2284,7.2647,7.1904,7.281,7.1708,7.1688,7.1246,7.0494,6.962,7.3247,6.8147,7.6458,8.8391,7.8579,7.5422,7.2819,7.0174,7.4437,7.8838,7.8717,8.5294,8.5856,8.7355,8.7915,8.8436,9.0805,9.4012,9.5739,9.8725,9.0686,9.0833,9.6848,9.9692,10.5729,10.0045,9.1477,8.9901,10.0853,10.971,11.7721,14.0586,14.4649,15.0722,16.169,18.062,19.7136,20.6434,21.3746,21.5912,23.5423,23.4844,24.4167,22.3182,24.3643,22.5558,22.6372,23.2481,22.8682
682,"SAU","Saudi Arabia",3.2001,3.1813,3.2072,3.6079,3.9453,5.6728,2.493,2.5227,2.5728,2.7345,2.8795,2.8702,4.5356,4.9758,5.456,5.9775,5.7202,6.0683,9.2351,13.8722,24.5777,32.919,55.0449,62.4867,70.3152,71.245,85.2567,81.9949,85.5647,84.4258,83.5768,84.2801,72.3975,58.1365,46.2227,52.4084,58.8082,56.5288,58.368,64.4329,66.2592,66.4586,69.3426,71.9624,60.0461,64.4737,71.2967,55.5089,52.3789,52.6962,64.5834,71.752,62.0722,55.7588,64.0463,66.0107,60.588,60.8779,57.3717,47.1411,58.9423
686,"SEN","Senegal",35.2438,35.1378,36.2968,34.8635,36.4737,35.8336,35.7126,31.5144,30.0146,28.378,34.5546,29.5198,30.3128,35.7039,44.0653,42.1743,32.6392,40.0553,32.4682,30.3019,33.7186,36.5461,31.5893,27.0422,24.2424,31.1058,32.7779,30.8733,30.1993,30.8014,32.8598,31.3872,29.7658,31.9031,31.1986,30.1602,29.1571,28.4543,35.9356,40.243,38.0792,31.6981,26.0593,32.3555,32.2118,26.8304,25.4975,28.5121,37.576,46.8351,36.4083,36.3852,38.9961,37.8499,43.939,39.1465,53.7914,51.5514,49.775,59.2293,48.2837
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.8796,128.6042,102.8208,129.6591,103.3971,107.7957,138.89,148.4723,107.3375,108.5914,119.8042,123.8219,89.5568,100.6829,139.4659,87.4987
690,"SYC","Seychelles",183.6445,181.4198,184.3463,184.6588,184.6528,187.7119,187.8356,190.2598,191.3993,192.4121,198.9712,206.7165,206.9728,210.1358,213.2375,210.6449,199.3027,203.2006,206.3061,209.5613,213.0041,179.3806,95.6091,95.007,94.4533,92.6716,89.9812,103.9266,103.0689,123.7909,120.7773,112.6361,110.4636,108.4984,105.1611,96.9845,96.9519,90.1802,84.0703,65.3037,39.3135,40.5961,45.0443,40.9797,44.7873,43.0002,63.9977,51.7018,49.3896,48.4436,100.6383,94.8604,81.5121,90.9036,104.6196,98.2957,98.6308,91.2997,102.8227,90.4005,90.1273
694,"SLE","Sierra Leone",31.2365,29.4316,29.7,29.9326,31.6151,32.165,34.2209,32.1013,33.7457,33.7181,33.7513,32.4305,32.5705,33.3293,35.4784,34.9569,35.9907,35.9854,35.4334,34.0455,35.6015,32.8129,31.1895,28.8993,29.7636,30.8546,28.7317,30.1754,32.0572,31.3721,30.7842,30.5628,32.1031,32.6686,30.1545,31.5606,34.9322,36.7986,30.7967,24.9758,24.843,30.0953,26.8103,28.1693,30.6398,30.4143,27.4121,26.1562,28.6137,28.2673,27.8149,32.3617,30.8685,31.4239,28.5412,30.2041,33.3443,39.3705,33.7784,33.9496,32.9229
702,"SGP","Singapore",355.9603,380.5162,398.5792,348.1514,421.3383,442.7706,452.3778,479.6723,489.7449,512.9701,647.1185,586.0457,650.1364,762.3673,814.5325,852.0203,941.0632,894.6949,999.4461,939.3145,1016.1268,1056.7301,1075.6403,1057.4091,1199.371,1368.8056,1796.7366,1552.9664,2371.627,2255.9467,2657.4442,2610.5245,2525.7357,2964.2065,3342.8935,2912.6016,2047.8662,2537.0623,2439.6533,1827.1032,1641.4804,693.2153,1086.2532,1052.7498,1077.431,1093.8481,1123.3211,1252.2496,1333.818,1299.2831,1287.7964,1343.5172,1461.6508,1477.3832,1485.6735,1519.1449,1585.2595,1624.9107,1625.4994,1645.8583,1658.1603
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2923,98.3461,95.7643,100.1678,95.1683,100.2783,84.8457,93.7413,100.7899,100.91,102.5859,103.7738,99.7627,106.8213,106.794,98.2307,94.9626,101.84,110.49,113.2056,118.7308,123.6415,128.0721,135.884,128.713,141.8866,135.0374,138.7762,141.9187
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.631,139.1861,175.0236,170.012,145.1993,183.1933,217.187,220.3468,223.3628,217.9743,224.9112,216.8604,209.3304,209.1442,193.2881,179.5718,126.4286,131.3653,121.6494,120.1597,123.9616,124.6855,129.8161,129.5536,128.6477,127.2514,123.46,124.9824,126.094,123.8391
