"code","iso","country","PSU.raw.1965","PSU.raw.1966","PSU.raw.1967","PSU.raw.1968","PSU.raw.1969","PSU.raw.1970","PSU.raw.1971","PSU.raw.1972","PSU.raw.1973","PSU.raw.1974","PSU.raw.1975","PSU.raw.1976","PSU.raw.1977","PSU.raw.1978","PSU.raw.1979","PSU.raw.1980","PSU.raw.1981","PSU.raw.1982","PSU.raw.1983","PSU.raw.1984","PSU.raw.1985","PSU.raw.1986","PSU.raw.1987","PSU.raw.1988","PSU.raw.1989","PSU.raw.1990","PSU.raw.1991","PSU.raw.1992","PSU.raw.1993","PSU.raw.1994","PSU.raw.1995","PSU.raw.1996","PSU.raw.1997","PSU.raw.1998","PSU.raw.1999","PSU.raw.2000","PSU.raw.2001","PSU.raw.2002","PSU.raw.2003","PSU.raw.2004","PSU.raw.2005","PSU.raw.2006","PSU.raw.2007","PSU.raw.2008","PSU.raw.2009","PSU.raw.2010","PSU.raw.2011","PSU.raw.2012","PSU.raw.2013","PSU.raw.2014","PSU.raw.2015","PSU.raw.2016","PSU.raw.2017","PSU.raw.2018","PSU.raw.2019","PSU.raw.2020","PSU.raw.2021"
512,"OMN","Oman",0.01056,0.00667999999999998,0.00533999999999999,0.00369999999999999,0.00369999999999999,0,0,0,0,0.0218800000000001,0.0577800000000001,0.12414,0.17716,0.17716,0.15528,0.11938,0.0530200000000001,0,0,0,0.76654,0.92346,1.15312,2.31546,3.09532,3.52622,4.32224,5.01358,5.50794,4.94224,4.10336,3.5043,3.0073,1.38152,1.16736,1.03308,1.66094,1.94684,2.86392,3.5634,4.42062,4.61246,4.64326,5.1198,5.22246,5.31096,4.63458,4.47352,3.55516,4.21012,3.8562,5.47748,6.3918,7.05156,6.67788,6.368,4.63912
586,"PAK","Pakistan",0,0,0,0,0,0,0,0,0,0,0.03226,0.07996,0.19098,0.42776,0.66224,0.87676,1.04552,1.2304,1.35306,1.48114,1.70994,2.10478,2.32842,2.5602,2.6936,2.71246,2.499,2.75836,2.88962,3.0236,3.20816,3.33124,3.45838,3.32172,3.5671,3.96176,4.48958,4.7066,5.22826,5.708,6.37016,7.16592,7.25202,7.06936,7.19146,6.90832,6.00754,6.04722,6.73256,7.05364,7.71056,9.5343,11.12608,12.43,13.2642,14.11106,14.04308
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",1.68278,1.5984,1.49144,1.32102,1.30806,1.48736,1.88908,2.37524,2.85742,3.33944,3.51882,3.36982,3.42026,3.76938,3.8515,3.92388,4.26028,4.27446,3.70344,3.56158,3.5956,3.6031,3.55136,4.05594,3.79006,3.68488,3.37596,3.06366,2.70738,3.50972,4.13256,5.2211,6.10322,6.7956,6.83434,6.46414,5.81342,5.13682,4.6412,3.78188,3.2581,2.52942,2.30006,1.95416,2.1742,2.7501,3.24278,4.46208,5.8841,6.9164,7.82626,8.4122,8.69406,8.26886,8.2689,8.31284,8.82724
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07944,0.21014,0.21014,0.25822,0.28248,0.22124,0.0905399999999998,0.45234,0.4741,0.52692,0.56918,0.64596,0.40048,0.33064,0.25356,0.1931,0.11632,0,0,0,0,0,0,0,0,0,0,0
600,"PRY","Paraguay",1.16464,1.26852,1.34964,1.41982,1.32254,1.14214,0.75606,0.49338,0.2661,0.09534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03558,0.03558,0.03558,0.03558,0.03558,0,0,0,0,0,0.41166,1.07524,2.26064,3.15236,4.25504,4.65028,4.09936,4.00832,3.29296,3.04102,3.49184,3.37918,2.28482,2.10846,1.25772,0,0,0,0,0
604,"PER","Peru",3.77278,2.91768,1.88822,1.48164,1.18054,0.98732,0.83014,0.89332,0.91538,0.9675,1.01936,1.28074,1.522,1.87158,2.0161,2.32682,2.33992,2.23722,2.17102,2.1006,1.89542,2.12364,2.6082,2.8461,2.7316,2.71228,2.35604,1.89638,1.62912,2.0072,1.82718,1.94906,2.2099,2.41426,2.27342,2.6424,3.1926,3.15654,3.13474,3.32298,3.53782,3.637,3.82128,3.55714,3.731,3.75208,3.62422,3.48858,3.97926,4.14294,4.28512,4.40284,5.18932,5.34696,5.52362,6.18552,5.68654
608,"PHL","Philippines",0,0,0,0.06914,0.33968,0.33968,0.33968,0.33968,0.29398,0.0234399999999999,0.0234399999999999,0.0234399999999999,0.0234399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158999999999999,0.0198999999999998,0.0198999999999998,0.0198999999999998,0.0198999999999998,0.00399999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17706
616,"POL","Poland",8.28024,9.28698,10.21144,11.48372,12.9511,14.42146,16.0727,17.89356,19.8267,21.6447,23.55182,24.83992,26.03936,26.7149,27.2733,27.406,27.0859,26.39068,25.93854,24.96818,24.37936,24.60176,24.19742,24.03914,24.19144,20.9205,16.55686,13.71392,10.04962,6.76768,6.5796,7.27532,7.15604,7.3839,7.18112,7.12226,7.05064,7.24854,7.89968,8.03414,9.1012,10.30968,11.32648,11.35774,11.4461,11.45406,10.92042,10.19514,9.74992,9.19036,8.28748,7.80528,7.2729,7.56802,8.43688,8.1098,7.5838
620,"PRT","Portugal",9.36612,9.40148,9.0585,9.37476,9.5534,9.40736,9.32822,10.05838,10.815,10.50498,11.27122,11.96886,12.34728,12.39118,13.35298,14.14026,15.06018,15.31994,15.60434,15.07608,14.65564,14.20184,14.10942,14.45728,14.90692,15.24134,15.08506,14.97732,14.582,14.68718,14.51966,15.02026,15.32852,15.94108,16.40294,16.6603,16.66124,16.46654,15.93286,15.43798,15.69162,15.71264,16.84708,16.42928,15.95104,15.41074,14.73688,13.50032,13.69582,14.22938,14.33398,15.0233,15.0779,15.30346,14.96348,14.83186,13.76028
634,"QAT","Qatar",19.08626,17.18844,15.4961,13.84898,12.23786,10.87572,9.43812,8.3475,12.3036,13.53892,15.04808,17.07554,18.5163,14.83348,13.37794,11.38656,9.0024,7.0285,6.22272,5.85442,5.54634,5.27416,5.2816,4.57064,4.79406,5.12442,5.84126,6.14392,6.12046,5.68066,5.40986,4.9564,4.53146,4.35804,4.0348,3.95996,4.00122,4.5062,4.53852,4.7218,4.65004,4.36756,3.92594,4.31656,4.80326,5.38254,6.25098,7.13368,11.2215,13.52432,14.94006,16.7181,18.39292,16.47428,16.93756,19.03536,19.94298
178,"COG","Republic of Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,"ROU","Romania",5.289,5.70366,6.19416,6.61934,7.39828,8.43352,9.15,9.77272,11.63548,13.47666,14.4184,16.49528,18.71058,19.93926,21.03912,22.18492,23.51306,24.29332,24.68204,25.19898,25.26584,24.25878,23.6689,22.55842,21.15404,20.17714,17.73082,15.47608,13.2556,10.458,7.87416,7.49934,5.72372,4.64286,3.78928,3.59128,2.44304,2.459,2.41614,2.15278,1.99726,2.16672,3.0248,2.7778,3.43778,3.44754,3.27494,2.90424,2.84348,2.5273,2.69572,3.20494,2.7547,2.78534,3.08356,3.86474,3.95312
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.327,5.30995,4.34243333333333,3.908075,3.5809,2.54606,2.07248,1.84946,1.56568,1.24482,1.13768,0.97308,0.87444,0.75452,0.7321,0.75292,0.5342,0.43296,0.62006,0.54266,0.60116,0.649,0.60022,0.30028,0.26652,0.0637800000000002,0.0711000000000002,0.0943600000000002,0.17154,0.26248
646,"RWA","Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20466,0.37926,0.85732,0.87108,1.36042,1.58094,1.71078
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",0,0,0,0,0.7364,1.66856,1.70986,1.87346,2.17442,2.27414,2.73768,4.18246,5.952,7.55028,8.52526,9.07922,10.16294,10.94516,12.10374,14.13844,16.19508,18.76906,21.19444,23.91858,20.56618,17.48738,13.64734,9.32848,4.72614,7.18176,8.64934,9.9706,12.41384,15.05756,15.88236,17.6622,19.31728,16.05216,12.22882,8.455,4.28008,1.88086,3.6562,5.5253,7.19146,8.72104,8.09402,7.4618,6.51048,6.32624,5.92658,5.72534,5.47892,5.3288,4.4278,3.642,3.1786
662,"LCA","Saint Lucia",0.89644,1.52588,2.64368,4.24638,8.22898,12.87122,17.2514,21.05012,24.76966,26.03658,24.66076,22.74436,19.33618,14.01394,8.51236,4.60156,1.50834,0,0,0,0,0,0,0,8.65576,15.2065,23.09056,23.09056,23.09056,14.4348,7.88406,0,0,0,2.22336,6.24132,9.05406,10.33786,14.00382,13.45742,11.79438,10.805,10.78942,7.59724,7.2109,5.94308,5.19952,6.71,7.20816,7.93716,8.84162,9.6801,9.07434,10.23736,10.74776,10.5633,10.26814
670,"VCT","Saint Vincent and the Grenadines",8.5556,9.33682,10.97928,12.44612,13.7847,12.81198,11.73946,9.99938,8.60732,8.2197,9.81478,11.71564,14.13258,15.58656,15.8535,16.33416,16.63134,16.58022,16.82488,17.66212,18.03934,18.9383,20.49376,22.28226,25.9182,29.84694,33.72506,37.68572,42.199,46.66194,51.5947,56.8397,61.96928,72.0099,81.56534,92.03556,101.56642,87.75868,68.03252,46.51572,23.4491,0.69618,0.41264,0.82638,0.897519999999999,1.59398,1.74316,1.69604,1.59244,1.65984,1.27584,1.15624,0.96762,0.598,0.45946,0.14208,2.60178
882,"WSM","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05228,0.1153,0.43206,1.14792,1.70524,2.19824,2.69266,2.60374,2.04364,1.75868,1.39522,1.2353,1.33306,1.79244,2.12216,2.57506,2.8788,3.23022,3.28104,3.2596,2.94966,2.2484,1.57138,0.90542,0.32478,0,0,1.03468,2.07402,3.00732,3.79524,4.12686,3.33662,3.14214
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0.0152,0.0152,0.0152,0.0152,0.44468,0.96934,1.41314,1.86844,2.36576,2.43138
682,"SAU","Saudi Arabia",0,0,0,0,0,0,0,0,0,0,0,0,0.01804,0.12072,0.21516,0.75008,1.68196,2.8844,5.89884,9.31622,12.9123,17.5197,20.85554,21.89882,22.5578,22.39542,20.71744,20.33654,19.60898,18.10892,16.42096,15.37876,13.81938,12.8045,12.45366,12.96706,12.89054,12.82746,13.07506,13.45382,12.94942,12.9223,13.08452,11.8081,10.63896,10.23646,9.61654,9.234,10.14088,10.66272,11.05008,11.115,10.78508,10.50114,10.20346,9.41452,8.7538
686,"SEN","Senegal",0,0,0,0,0,0,0,0,0.0247,0.05644,0.0856,0.1224,0.3937,0.369,0.45484,0.42568,0.38888,0.11758,0.11758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878,0.13838,0.13838,0.13838,0.13838,0.16234,0.07274,0.07274,0.07274,0.07274,0,0,0,0,0,0,0.05192,0.0969,0.0969,0.0969,0.26436,0.21244,0.16746,0.16746,0.16746
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1395,6.14315,4.71356666666667,4.531875,4.09158,4.17236,4.18322,5.25248,4.57472,4.80832,4.92448,4.33556,2.89542,3.73798,5.1164,5.28488
690,"SYC","Seychelles",0,0,0,0,0,0,0,0,0,0,0.0895599999999998,0.20378,0.20378,0.20378,0.20378,0.11422,0,0.22112,0.42782,1.18898,2.30718,3.6495,4.95768,6.8297,8.3932,10.25252,12.26058,14.02492,15.32962,16.57148,17.15132,17.13936,17.44542,17.5962,17.48868,16.47914,14.24484,11.83726,9.62644,7.43702,6.45158,6.80202,7.76754,8.1771,8.38756,8.15138,9.441,10.22516,10.74716,10.95978,13.08526,12.56658,12.31592,11.86062,13.23642,11.72214,11.35626
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"SGP","Singapore",106.50818,104.49116,104.5444,112.33792,124.17384,131.82512,145.6985,156.31812,166.22982,182.96208,201.3691,214.17184,234.75328,248.38268,250.1111,245.23692,240.4725,231.83146,227.01608,225.7126,231.43772,239.65898,257.52858,260.80882,294.81194,318.79184,327.17954,322.38718,331.38936,290.41866,254.73286,235.8125,210.3816,238.31056,277.66622,315.49632,334.6995,334.73364,301.84016,275.53604,252.06484,243.12568,264.16428,270.56062,283.1892,293.62128,301.35544,309.84304,317.92516,323.11638,330.88312,342.17454,355.40432,364.71956,373.17182,382.6918,390.7419
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,5.4941,4.95743333333333,5.128825,4.84046,4.40146,4.05572,4.47934,4.0472,3.9413,4.11438,3.87602,2.85568,2.8093,3.0384,1.95632,1.69078,1.71362,1.06354,0.47018,0.47018,0.47018,0.26724,0.26724,0,0,0,0,0
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0996,33.50865,34.0320666666667,33.985175,34.21354,35.0822,35.96184,36.99242,37.66644,37.8734,36.8327,36.45732,34.63688,32.78616,31.29584,30.25962,27.18886,24.72,22.64938,20.15714,18.22316,17.98202,17.44942,17.05174,16.7934,16.61462,15.93374,15.7012,15.27908,14.88358
90,"SLB","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"SOM","Somalia",1.46532,1.52696,1.58426,1.65264,1.71374,1.7786,1.8541,1.8573,1.92654,1.96244,1.9811,1.96404,2.04498,2.08156,2.12694,2.15298,2.12662,2.04604,1.96486,1.85316,1.70966,1.64748,1.62534,1.56884,1.52422,1.49858,1.5755,1.61566,1.72928,1.77968,1.96788,2.06468,2.1608,2.2173,2.28806,2.20182,2.09286,1.98674,1.82994,1.76698,1.7934,1.85306,1.95818,1.99082,2.01288,1.91872,2.00144,1.86752,1.77784,1.76582,1.82184,1.76832,1.8644,1.97266,2.0063,2.07646,2.02708
710,"ZAF","South Africa",3.57158,4.23762,4.5153,5.20976,5.85816,6.20054,6.2955,6.72516,7.16058,7.34844,7.63282,8.04834,8.26174,8.3125,8.89642,9.38262,10.05954,10.91516,11.15942,11.14576,10.64664,9.61088,8.10184,7.20636,5.99042,5.34648,4.87256,5.07014,5.0428,4.83118,4.81774,4.63112,4.05404,3.58774,3.60526,2.93914,2.86254,2.83378,2.69922,2.6991,2.57616,2.59728,2.67326,2.42952,2.04338,2.12984,1.847,1.56752,1.77246,2.04488,2.66298,3.11612,3.03818,3.34518,3.68552,3.13616,2.93162
410,"KOR","South Korea",12.87306,13.87116,14.72756,14.06162,12.90572,13.76214,15.2097,16.60944,20.18698,24.66288,28.8441,27.56114,28.56712,28.27458,27.12312,25.82992,27.38774,25.5539,24.48218,23.77898,24.55468,26.6876,30.04852,32.0062,34.6236,36.1617,38.0003,38.89504,40.77294,41.47422,42.92216,43.12196,44.443,43.58078,42.21314,39.2794,35.72166,33.45698,32.8016,32.69906,33.5278,33.19848,32.4126,29.41516,28.05196,27.50504,29.04426,29.46612,33.49232,35.74672,36.98838,39.03106,41.2105,42.10424,43.16202,43.02294,42.73568
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8225,0.8042,0.630466666666667,0.651,0.70138,0.74178,0.85534,1.03624,1.12314,1.15036
724,"ESP","Spain",6.31322,6.27266,6.44854,6.89614,7.15746,7.69296,8.22706,8.65098,9.21262,9.61868,9.4965,9.9771,9.6708,9.28612,9.21076,9.40176,8.72238,8.94494,8.95454,8.4653,8.44572,8.98846,9.17494,9.51678,10.2971,10.70142,10.65972,10.59564,10.6836,10.8141,11.4145,11.71202,12.2352,12.88316,13.62678,13.3108,13.7545,14.26226,13.86374,13.41174,13.69168,13.20492,12.85704,11.369,10.16974,9.06416,8.25922,7.78886,8.41242,9.00934,9.41792,9.86078,10.15622,10.3483,10.91872,10.94082,10.95208
144,"LKA","Sri Lanka",0.94534,0.96068,1.09446,1.30066,1.16694,0.95872,0.7969,0.5185,0.4954,0.4954,0.43804,0.35846,0.53958,0.38008,0.55258,0.7699,1.10332,1.2299,1.38534,1.85492,2.07452,2.1873,2.70628,3.10706,3.30514,3.00668,2.57002,1.88156,1.56242,0.76496,0.6265,0.81416,0.67594,0.27146,0.22876,0.22876,0,0,0,0,0,0.10486,0.50552,1.00422,1.1601,1.26266,1.6785,1.69884,1.20014,1.82944,1.72688,1.20618,0.78518,0.78518,0,0,0
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
740,"SUR","Suriname",0,0,0,0,0,0,0,0,0,0.33598,0.33598,0.49936,0.49936,0.49936,0.16338,0.16338,0,0,0.16902,0.16902,1.1274,1.9814,2.85716,2.68814,2.68814,1.86602,1.01202,0.13626,0.13626,0.13626,0,0,0,0.0410400000000003,0.0410400000000003,0.0410400000000003,0.0410400000000003,0.0410400000000003,0,0.18468,0.18468,0.18468,0.75072,9.15282,9.02628,9.32422,10.15126,11.32354,3.07918,3.07822,2.78028,1.95324,0.21492,0.05718,0,0,0
752,"SWE","Sweden",17.9577,18.61062,19.16896,19.75636,20.51702,21.10324,21.56118,22.06068,22.70486,21.86328,21.73934,21.51872,21.2679,20.39112,20.69312,20.21372,19.60216,18.7445,18.13738,16.89186,15.63028,14.15414,13.09166,11.8072,10.91568,9.75072,8.98216,8.48178,7.82102,7.92492,8.23344,8.2035,7.73232,7.5637,6.95486,6.3421,5.94132,5.57612,5.27518,4.81464,4.60222,4.63034,4.47332,4.07988,3.2614,3.04234,2.58272,2.19762,2.0771,2.42118,2.0213,1.9892,1.95186,2.62484,2.50152,2.88502,3.04212
756,"CHE","Switzerland",63.63616,64.41044,65.72158,66.85942,68.60846,69.53154,70.62548,71.19282,72.09128,70.57014,68.92472,68.47084,67.90056,66.36156,66.95246,67.6826,66.0105,64.34112,62.80764,60.41854,57.81614,56.45772,55.46884,53.55614,51.9548,50.84736,49.58362,47.23898,45.52028,43.62134,41.082,38.48854,36.7369,35.16394,33.64516,31.36026,30.35418,29.17116,28.22238,27.3238,27.76522,27.88756,27.98722,27.80746,27.62158,27.91782,27.24238,26.62578,26.61012,26.5988,26.27696,27.26648,27.18948,26.97752,27.0566,26.69286,26.00294
760,"SYR","Syria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21924,0.21924,0.21924,0.35148,0.61826,1.17412,1.82126,2.50386,3.33968,3.70974,3.89998,4.20518,4.59392,4.68716,5.08402,4.95162,4.26756,3.74166,3.43154,2.55802,2.44162,2.8207,2.27526,1.52408,1.46966,1.04692,0.86778,0.98714,1.37032,1.86156,1.64776,1.17954,1.09698,0.7138,0.1168,0.0368,0.0368,0,0,0,0,0,0
158,"TWN","Taiwan",62.49136,61.74058,60.96498,59.97518,59.5588,59.52948,59.48356,59.58396,60.06022,59.86508,59.57458,59.27468,58.91294,58.76558,59.24628,60.24306,61.2449,62.38956,63.24838,64.53002,65.41788,66.57664,67.65444,68.45628,69.11774,70.06616,70.8431,72.1826,73.4842,74.8991,75.84826,77.0141,77.71796,78.53124,78.46568,78.9094,79.3073,79.26572,79.95138,80.99114,81.18418,82.37524,83.58996,82.0821,80.1034,78.90706,75.85472,73.37418,73.19626,72.85306,71.8352,72.01566,70.46466,68.41582,66.63386,65.6905,63.0394
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7974,17.45335,15.1307666666667,14.25475,13.91116,9.3972,7.9609,6.83668,5.51996,3.99266,4.40048,3.88108,3.11162,2.62414,2.32196,1.46862,1.5765,1.53476,1.1109,0.52744,0.59846,0.599300000000001,0.87962,1.30726,1.8911,2.5579,3.21386,3.68924,4.12626,3.7595
834,"TZA","Tanzania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"THA","Thailand",0,0,0.1503,0.3102,0.45924,0.50498,0.5091,0.59886,0.48994,0.4113,0.42064,0.44232,0.36916,0.5231,0.72272,0.7609,0.82494,0.66528,0.5906,0.33146,0.2382,0.25094,0.42834,0.53956,0.70404,1.58364,2.09296,2.76498,3.90918,4.78988,5.19014,5.70672,5.88944,5.67356,5.53358,4.89408,4.57086,4.19398,3.86598,3.7219,3.50654,3.33088,3.22856,2.64018,1.86818,1.78658,1.48514,1.30704,1.86638,2.70978,3.10488,3.43352,3.70594,3.15266,2.51704,2.16756,1.85858
626,"TLS","Timor-Leste",7.84894,8.23272,8.29436,8.3556,8.24346,8.01414,7.8363,8.09302,8.12164,8.14716,7.74604,6.92182,5.70374,4.35298,2.798,1.6507,0.79286,0.2678,0.0823399999999999,0.16678,0.3421,0.54942,0.76014,0.91746,1.16078,1.25072,1.29732,1.49656,1.58914,1.63046,1.87752,2.19916,2.47386,3.0328,3.21392,3.3117,3.63376,3.74024,3.62432,3.7803,3.82794,3.54426,3.53904,3.43554,3.16032,2.89748,3.09618,3.1045,3.22806,3.5592,4.1157,4.42744,4.76926,5.16838,5.8678,6.1333,6.08242
768,"TGO","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0.0177,0.0177,0.0177,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830000000000002,0.00830000000000002,0.0120200000000001,0.0120200000000001,0.0120200000000001,0.00372000000000003
776,"TON","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747199999999999,0.1723,0.1723,0.3082,1.05636,1.36462,1.26704,1.65236,1.77082,2.05294,3.26252,4.40048,5.20812,6.17604,6.29252,5.5602,5.26828,4.77782,4.24914,3.80036,3.52594,3.26994,3.15734,3.0459,2.90994,2.89338,2.87522,2.85668,2.49074,1.92872,1.35946,0.78758,0.21622,0,0,0,0.61074,0.82962,1.37396,1.88746,2.48206,2.53644,3.0044,3.2157
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0.32934,0.91462,1.74148,2.382,3.4788,7.97358,8.96146,10.60392,11.38752,13.02348,8.83106,8.30338,6.583,6.5048,5.2651,6.11232,6.72056,8.21,9.01674,9.7582,10.30332,10.5104,10.89216,12.77388,16.08482,19.69556,23.7155,27.27698,28.75032,28.83454,29.72338,30.9431,31.7879,33.72976,35.7038,37.2127,38.02502,39.03018,39.72032,40.62798,41.19642,42.01792,43.20824,44.33222
788,"TUN","Tunisia",0.1664,0.2363,0.17638,0.26422,0.5225,0.62084,0.5136,0.45426,0.36642,0.14108,0.0427400000000001,0.19874,0.26008,0.45288,0.62962,0.809,1.20268,1.55952,1.70276,1.9161,2.12358,2.20202,2.17664,2.57388,2.64926,2.52288,1.89476,1.77646,1.15714,1.12558,1.27766,1.27766,1.36368,1.46778,1.11972,1.15218,1.61848,1.79822,1.59352,1.75206,1.47096,1.16388,0.8108,0.88864,0.82404,1.06248,1.22384,1.25774,1.50906,1.68892,1.56108,1.76456,1.90578,1.8145,1.86102,1.5865,1.44262
792,"TUR","Turkiye",0,0,0,0,0.0319599999999999,0.0319599999999999,0.0319599999999999,0.0599,0.33724,0.31656,0.6485,1.40946,2.27016,3.17622,4.1924,4.65848,4.5282,4.44416,4.32202,4.08662,3.79022,3.67362,3.57306,2.81786,2.92162,3.16558,3.3994,3.61554,4.58938,3.97628,3.90658,3.73074,3.47862,3.0219,3.56736,3.54828,3.26322,2.7467,2.41344,2.07132,1.90408,2.13112,2.43626,1.94634,2.10706,2.05284,1.6051,1.44322,1.96888,1.79788,1.73136,2.87494,3.5592,3.24312,3.54788,4.25558,3.72784
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8098,5.8665,3.911,2.93325,3.3986,1.23664,1.052,1.052,1.052,0,0,0,0,0,0,0.0977199999999998,0.34106,0.39796,0.39796,0.414539999999999,0.8709,1.28468,1.75112,3.0239,3.85586,4.54678,5.80642,6.94612,6.87096,7.3487
