"code","iso","country","PF5.raw.2006","PF5.raw.2007","PF5.raw.2008","PF5.raw.2009","PF5.raw.2010","PF5.raw.2011","PF5.raw.2012","PF5.raw.2013","PF5.raw.2014","PF5.raw.2015","PF5.raw.2016","PF5.raw.2017","PF5.raw.2018","PF5.raw.2019","PF5.raw.2020","PF5.raw.2021","PF5.raw.2022"
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
499,"MNE","Montenegro",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
504,"MAR","Morocco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
508,"MOZ","Mozambique",195.52167527409,202.881502831906,249.975621725202,301.746640141742,377.61941399539,347.185886970655,390.566777755912,514.343481010949,554.570405919437,534.892611882652,694.30694406672,1270.65379182959,1188.90002361915,1220.10180766482,1169.57492638418,1040.24925035712,487.809487005056
104,"MMR","Myanmar",19295.8204420724,22966.561348635,25037.6306650609,28709.8466081437,32039.1890532942,32475.6126937757,33027.3336567672,34479.3359193136,34581.2743442259,34853.695079976,40769.1664189985,41896.7422722425,42802.5822563559,42033.1845155621,42636.3115929286,40584.5437496705,40206.3684338599
516,"NAM","Namibia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",222.579653769829,242.281556109392,219.600634824298,280.047398888108,261.438111087507,232.368785856665,220.529954905931,196.423386363906,112.910506466399,104.199393939479,120.1280324335,160.550081504463,180.580042411653,207.214838291699,221.710936186009,234.795134102787,214.65843165476
528,"NLD","Netherlands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
558,"NIC","Nicaragua",6838.09327213964,12919.0719212801,13498.593499078,16066.7180506417,19908.3544221774,21044.6139652338,15265.7482743923,16464.7006921356,17924.2490552295,14329.2114696187,20910.9798676229,49574.8437917289,53173.5018311969,55291.9289459648,63308.5669039164,64632.8398915579,39043.0258844779
562,"NER","Niger",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
566,"NGA","Nigeria",3279.46636626995,2603.66195376439,3055.51602957006,3229.22397579732,4200.95670439557,4989.92607413786,5651.69638174562,6110.86063286485,7311.741763641,7019.23425247579,8005.8163008594,10271.3811888336,12030.867321557,12464.2603826866,14317.9699085462,14278.6292974738,13372.4703252154
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,"MKD","North Macedonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
578,"NOR","Norway",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
512,"OMN","Oman",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
586,"PAK","Pakistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
585,"PLW","Palau",13.9463374858376,15.259178721958,20.5999938633945,21.8513259729679,20.8900647141319,20.3252491032008,15.1980242540645,10.4530696076696,12.2880349588976,12.6515997288207,12.1387105671384,14.3933801130622,11.950170099785,2.63243802826171,3.02671669800464,2.55618195105617,2.16702483567475
591,"PAN","Panama",2569.77898042263,2814.27261631994,3870.31702670375,4486.57293788036,4612.25439853935,4649.60408426566,4650.29408239959,4023.51994011025,3452.00349922509,3264.44872236696,3493.92969550603,4053.61263108425,4533.64838660867,5240.03987751549,6153.19451403347,6033.84261915356,5654.89213089539
598,"PNG","Papua New Guinea",21029.6924502011,21334.3748867718,25041.4789513109,24656.9025606064,27935.7764557445,28268.7930956159,31198.3205485521,30544.1394105994,37603.7020440159,46639.9308032109,57396.4086656173,62172.4009510166,71499.4685161917,71396.5362765772,64781.3770512062,57402.6048635349,59680.349692823
600,"PRY","Paraguay",55138.0827688807,62186.8349871546,58029.4706493951,54934.8665976887,57960.9659583944,65194.9394851299,64805.7692941011,64771.7456092021,62480.7551964804,53567.9957696553,49916.857748861,47166.6918349255,41529.0451654126,44061.2339880306,50121.4404497209,49898.6134520662,42405.1010044748
604,"PER","Peru",61607.81738755,67994.3032309841,77007.032527427,88637.1491272495,89351.4390935937,95366.0935456223,115214.877822441,126029.620524842,128613.835643255,129392.650315653,140159.390466763,140930.320309552,140393.192106104,146089.83228233,163156.8707048,165468.651330015,161448.856569826
608,"PHL","Philippines",5665.62349489063,6716.43146409441,6992.70330637544,6966.28973021791,7475.75494577942,7030.93113796489,6658.22112510097,7694.10704217251,8601.57899706895,8121.06592451914,9814.56694103409,11176.3466789584,10853.6919466539,10074.1439216841,10328.8473128681,9017.17885863126,11735.1689602805
616,"POL","Poland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
620,"PRT","Portugal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
634,"QAT","Qatar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
178,"COG","Republic of Congo",9048.12972735356,9791.18555303589,8994.70173300363,9536.65568906538,11934.5884179055,12328.0278912737,12551.3874077524,16336.4359468542,21023.8889943592,20543.7536764582,26524.496676765,28903.952592646,29309.7926169871,29210.7995374957,30830.4959682107,26012.836544106,25890.1298465871
642,"ROU","Romania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
643,"RUS","Russia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
646,"RWA","Rwanda",18.8308118604305,19.6763509494779,19.2152887529234,20.3990405974907,22.3513491235007,15.9103642585859,15.4799571700621,13.2055416736662,17.4958480187111,14.5601287267473,17.7111907464064,19.1714967564382,24.1212777057423,20.0152708113559,40.8273961840955,44.701410752696,44.8706397225265
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",4.91444032019835,4.87050355383029,5.70960149147482,6.10716054293315,6.46033596130512,5.5184035086085,5.79791434492426,4.57589416808072,3.82534355497439,3.19986215208522,3.08966604682373,2.72171391514576,2.01107139641348,1.71669477769025,2.29923143711127,2.39124390767524,1.92771360855382
662,"LCA","Saint Lucia",3.55786552474587,4.15567485470551,4.55934399685535,4.55922523180045,5.18696015233365,8.28121140534764,9.55190297448121,9.19308537323381,8.32601290827146,6.68169340463865,11.6588692331776,13.1234740059011,14.5434711948207,14.1697585995148,14.7078892981529,7.5337888873126,4.78381109659852
670,"VCT","Saint Vincent and the Grenadines",1.16899751534386,1.42374856266102,1.52866226892089,1.69335841495117,1.82830825030316,2.53267558648849,2.90735271258713,2.87731376162879,2.59260069643294,2.30410892057128,2.88508256614542,3.37227368174533,3.31610265171508,3.01641112582289,3.01641112582289,2.51010730817762,6.44276677010606
882,"WSM","Samoa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
674,"SMR","San Marino",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,"STP","Sao Tome and Principe",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
682,"SAU","Saudi Arabia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
686,"SEN","Senegal",0.150291378120117,0.19537117111914,0.345536128000217,0.360565720398654,0.360558857345269,0.510805830872938,0.52580389333591,0.375647854632523,0.400674407996781,0.551046509467592,0.275549546774993,0.262997830123698,0.240436432271593,0.40566650908865,0.435412720580078,0.465463399423827,0.435418377555121
688,"SRB","Serbia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
690,"SYC","Seychelles",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
694,"SLE","Sierra Leone",322.893417339452,368.117598929032,425.471444364124,570.7455319229,597.593813528379,560.533772943756,587.745203127673,987.718185811849,1147.95297759645,1721.73028466105,2194.15773593374,2907.82344606548,3095.440157748,3451.61711817213,3409.03145144458,3470.71407593002,3275.40682294328
702,"SGP","Singapore",0.153823823117031,0.192276398625759,0.192276398625759,0.192276398625759,0.192276398625759,0.153821241526692,0.307643063284437,0.307643063284437,0.307643063284437,0.192276894283481,0.230731945654364,0.192276386839328,0.153821378617214,3.88392037404124,8.63309782890583,8.8830488538285,8.87538740687586
534,"SXM","Sint Maarten",0.219713687800347,0.219713525149739,0.307599922712673,0.468727740591361,0.395491850200302,0.615207632072698,0.732391122231172,0.714082282380369,0.476055997800564,0.610328052378472,0.268548225275246,0.38451677363878,0.341795442486255,0.439452516756727,0.439452516756727,0.732422418729383,-9999
703,"SVK","Slovakia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
705,"SVN","Slovenia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
90,"SLB","Solomon Islands",2388.75515789164,2566.18730078497,3276.19866336393,3461.33330751005,3337.76135929943,3457.53152519416,3905.0290810036,4059.14455861744,5499.27436500607,6711.64054061387,8427.15585117845,10241.8872200783,11792.7534866232,12192.058588683,12426.2694019001,11792.9823258655,10955.0414567766
706,"SOM","Somalia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
710,"ZAF","South Africa",413.656931939252,426.583751574252,469.497313120485,472.765855913121,422.820799339319,404.864502820775,388.949024369359,388.79074278055,402.760795109407,454.850345433205,504.01929496689,840.209773474815,887.591033772563,971.826321097186,1041.20151674159,1048.75194895164,705.56700411598
410,"KOR","South Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
728,"SSD","South Sudan",55.3075894899289,64.8998973280706,64.6985440942751,53.2157810384381,59.6331868165413,79.7840315158377,76.6666605165317,96.0352979239799,108.520777068353,105.92278302639,93.6992757601444,123.350216577235,110.319546417238,160.244069802929,164.404377361002,162.056929440625,136.529815570891
724,"ESP","Spain",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
144,"LKA","Sri Lanka",588.418315989406,618.60481183466,519.996538610504,528.399604033024,489.942853047297,505.548032568546,687.538282918639,633.105749144193,604.380365661127,605.701519763162,592.481223495018,400.94637754442,443.181405732928,452.559714345814,436.929426650439,408.195829028125,330.434136830326
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
729,"SDN","Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
740,"SUR","Suriname",2137.96448324134,2183.20424390242,2620.77985487462,2903.26472166406,3500.95501069781,3947.53172925021,6223.8663449105,6663.2209556934,7749.71216877294,8406.31976382884,9672.53637474018,9708.10990684212,11455.8882177966,12326.7575367001,12926.1107771555,12857.3710202458,12522.2233756243
752,"SWE","Sweden",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
756,"CHE","Switzerland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
760,"SYR","Syria",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
158,"TWN","Taiwan",231.24786463938,245.563470467147,283.038606220443,824.434212792366,885.784403196444,872.151769795304,881.227069125651,861.213556029405,260.926451443121,149.735948598441,121.410843337184,104.001612809454,90.1233184542075,83.0482763877257,87.7647870155467,81.2037158465636,68.4870054630032
762,"TJK","Tajikistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
834,"TZA","Tanzania",756.853125130806,771.625601960463,837.542174170871,880.15261988908,947.213709567573,960.015747631498,1049.52849638741,1364.0998184641,1860.50527663695,1947.05481130153,2231.97561857523,2399.87777520688,2326.7240022284,2176.46242847701,2565.84929846842,2505.64411169881,2416.03870221147
764,"THA","Thailand",7273.86459899519,8767.62782210193,9481.58747826081,10514.3963022774,10820.0379864517,10622.6213241556,9975.9608580765,9207.31644875144,7497.72815297546,5521.5564169109,4769.26029882565,3899.94231118248,3494.98148711395,3089.11911113566,3338.69631406322,2961.77240540562,2871.7112132004
626,"TLS","Timor-Leste",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
768,"TGO","Togo",1.17638857484179,1.75696642382606,1.46669487279487,1.60423425063791,1.34451749534939,1.42090789690728,0.626443220865233,1.45146497131673,6.44739692221554,7.98285759982251,68.4488097241232,70.5304911145369,70.0339692623021,63.6553249692941,51.1381762998221,5.11836419182469,5.82127205774514
776,"TON","Tonga",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
780,"TTO","Trinidad and Tobago",98.1659934937834,110.359445970455,128.198125083104,121.56495677255,174.243717437009,163.182064527114,155.209092805759,147.961786193412,153.886724887274,102.378543890266,119.868778429142,128.777268135701,135.30779268182,130.819080195084,139.843047942126,119.280664995798,106.873236087958
788,"TUN","Tunisia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
792,"TUR","Turkiye",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
795,"TKM","Turkmenistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
796,"TCA","Turks and Caicos Islands",2.5565682844949,5.30646092614148,8.03786274531486,17.7242600372532,18.0531918291109,17.9817190200215,15.0210392921081,12.6613460270395,3.9477687215154,3.54774157993598,4.24875169336653,6.72362854339581,8.99839780248261,8.26918993341035,9.32795795938409,11.1593855664965,8.95633350841665
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",1913.3056734455,2588.49681976955,3143.64028007842,3303.33409141057,3674.84025417068,4684.64094205985,4787.70895724927,4640.07367118002,4850.12049529327,4524.61731326008,3799.45715458181,3859.18275668289,3965.02504536828,3944.8194822282,4035.95561879697,3923.36801702501,3633.57391158728
804,"UKR","Ukraine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
784,"ARE","United Arab Emirates",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
826,"GBR","United Kingdom",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
840,"USA","United States of America",90.4151887168896,95.0458153407028,96.780353716397,98.2275304356862,87.4233072053425,83.1452789500917,93.1621809542653,94.3266172869799,111.345979296397,157.377503473755,203.700555450112,3182.98094592927,3281.68494499039,3265.3292214382,3221.38730194906,3163.28558525811,163.739600080928
858,"URY","Uruguay",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
860,"UZB","Uzbekistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
548,"VUT","Vanuatu",115.927078409456,117.66750901786,61.3301279174443,204.257919675977,219.488548561809,279.287963119093,286.294670813676,322.873019563185,181.677930423477,295.684217065717,267.207396261068,292.260087652897,293.851384282026,280.442009125835,475.546652319444,433.326990385344,398.811234596663
862,"VEN","Venezuela",15566.2370682241,18524.8233420631,18341.4717143642,19843.7749765085,21892.5812326823,22161.8865748775,21363.7292779642,20461.8570433021,19896.4606664127,17843.7847887243,31666.7397401504,35993.4600810071,38957.4585500484,46601.2099061816,54232.3708750297,41833.0919518856,37043.5018314852
704,"VNM","Viet Nam",17916.4691925575,20166.9603039143,25142.2220130446,30279.1500842079,37649.2384263609,42702.2288196977,51913.0766347,50376.3741911351,49382.8772104889,44173.3818492337,48863.7026413598,44198.7140739701,45532.8923057464,43345.5846684215,42153.2230363967,34183.6494935092,29514.9377376493
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
894,"ZMB","Zambia",229.469341598258,324.629332481773,359.025604144586,532.38250412923,1053.88761261467,1033.80739491442,1116.12211818005,1374.80131621187,1527.01513033405,1424.1811083376,1959.83455268267,2439.59312990072,2602.18712709019,2699.32389191865,2660.69717683212,2669.71867336346,2482.996236931
716,"ZWE","Zimbabwe",19.338278898051,19.7067089261033,19.616209990829,19.2516562464772,14.5430098539707,10.1435777574431,19.5416095838954,37.9332477401364,41.6911562294756,53.3927450228182,62.7729913349206,105.194564156585,90.6503505988938,93.1937504198595,88.2810704521316,86.6071763976221,42.6467647718057
