"code","iso","country","PTI.raw.1961","PTI.raw.1962","PTI.raw.1963","PTI.raw.1964","PTI.raw.1965","PTI.raw.1966","PTI.raw.1967","PTI.raw.1968","PTI.raw.1969","PTI.raw.1970","PTI.raw.1971","PTI.raw.1972","PTI.raw.1973","PTI.raw.1974","PTI.raw.1975","PTI.raw.1976","PTI.raw.1977","PTI.raw.1978","PTI.raw.1979","PTI.raw.1980","PTI.raw.1981","PTI.raw.1982","PTI.raw.1983","PTI.raw.1984","PTI.raw.1985","PTI.raw.1986","PTI.raw.1987","PTI.raw.1988","PTI.raw.1989","PTI.raw.1990","PTI.raw.1991","PTI.raw.1992","PTI.raw.1993","PTI.raw.1994","PTI.raw.1995","PTI.raw.1996","PTI.raw.1997","PTI.raw.1998","PTI.raw.1999","PTI.raw.2000","PTI.raw.2001","PTI.raw.2002","PTI.raw.2003","PTI.raw.2004","PTI.raw.2005","PTI.raw.2006","PTI.raw.2007","PTI.raw.2008","PTI.raw.2009","PTI.raw.2010","PTI.raw.2011","PTI.raw.2012","PTI.raw.2013","PTI.raw.2014","PTI.raw.2015","PTI.raw.2016","PTI.raw.2017","PTI.raw.2018","PTI.raw.2019","PTI.raw.2020","PTI.raw.2021"
478,"MRT","Mauritania",3.3043,3.3704,3.4281,3.4955,3.5795,3.6612,3.8526,4.1221,3.6713,3.8537,4.1224,3.6395,3.5374,3.5715,3.754,3.9454,4.0995,4.3028,5.7144,5.3961,4.5645,3.7397,3.2195,2.8374,2.8398,2.7875,2.6768,3.2063,3.1414,2.8528,3.1151,3.4319,2.959,2.664,2.5857,2.6402,2.6565,2.8147,3.0428,3.1773,3.3045,3.4467,3.5609,3.3884,3.4674,3.8595,3.453,3.2335,3.6034,3.9823,3.6582,4.0753,4.0424,4.0812,4.5281,4.6865,4.9707,4.8843,5.1427,5.3397,5.3817
480,"MUS","Mauritius",25.4567,24.0252,27.1241,29.1116,32.8391,14.5544,16.0657,17.2433,13.8831,14.9716,12.5199,18.2378,15.1077,14.8987,4.4506,9.8922,11.1864,12.8342,14.4201,12.8994,12.4308,16.4238,13.9476,14.8205,15.1163,15.9384,19.0832,18.2881,20.623,17.1468,17.8943,16.9164,19.1169,16.0675,24.8231,38.2802,34.0531,29.2192,28.609,26.1828,21.0499,23.4689,23.9345,24.0438,29.299,24.8449,24.5083,31.7231,22.6508,22.5083,23.3791,24.2071,22.5228,26.0106,19.9225,25.7992,26.9539,16.7528,16.5988,16.0115,19.0384
484,"MEX","Mexico",2.3347,2.6221,2.9832,3.2048,3.6171,4.1439,4.4709,4.836,5.3481,5.1272,5.9975,6.1061,6.826,7.8683,9.0276,8.3567,8.3875,9.087,9.079,9.3284,11.8613,12.5214,10.9327,12.0537,12.303,12.1577,12.2179,10.9496,9.8898,9.6446,9.4425,8.1514,8.4851,9.3968,6.3373,8.2127,7.4594,7.9571,8.22,8.3887,8.8504,8.4491,8.414,9.3011,9.3858,9.2471,7.943,6.4727,7.9984,8.5098,8.2271,8.6601,9.033,9.8195,10.677,12.4093,12.1725,13.591,13.5375,12.1865,14.6301
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,5e-04,5e-04,5e-04,50.6211,50.9855,51.0058,51.0145,51.0099,51.0039,51.0311,51.0384,51.0864,51.0933,51.1093,51.0902,52.6536,52.4569,66.2949,66.0513,69.698,69.8624,71.6645,72.1847,72.714,73.6394,73.7595,73.5774,75.1093,75.8549,76.8381
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7548,13.4762,13.4058,13.1827,13.1119,4.4217,3.7704,3.7461,3.4625,3.156,3.1941,3.298,3.2005,3.1323,3.364,3.3833,2.8001,2.7275,3.2139,3.9027,3.7659,4.9478,5.2695,6.3731,7.4905,10.3204,9.3649,10.2046,8.0478,7.9741
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",22.4683,17.3319,17.866,16.429,16.7694,17.1638,18.0824,18.7488,18.6625,19.8798,19.7916,20.7099,21.5721,20.3495,20.8912,18.4768,15.6824,14.8132,15.6454,14.9162,14.5167,14.3674,13.7903,13.2687,12.8968,13.5332,13.5074,13.2651,13.5235,14.3002,14.999,14.6224,13.646,13.7932,14.9482,15.9347,17.7659,16.8671,19.9134,20.1943,17.1624,12.8069,12.8264,11.8529,13.2566,14.7218,16.5751,16.6006,16.9561,13.1568,13.8353,15.1762,17.3307,19.78,21.8695,23.8469,25.2047,25.3387,26.9786,26.1706,27.2161
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.7028,116.7305,111.8719,103.6023,104.0639,92.6154,93.7499,98.181,99.1544,100.0499,104.3485,93.8978,89.1935,86.9668,89.6241,89.3356
504,"MAR","Morocco",1.1826,1.5572,1.4344,1.6466,1.7304,1.5368,2.215,2.7201,2.5989,2.2666,2.5161,2.5663,2.8374,3.4821,3.8358,4.116,3.793,3.9059,3.9455,4.9057,4.1751,4.2042,4.8566,5.0228,5.6988,6.0133,5.7265,5.9507,5.5367,5.7387,4.8002,4.6644,4.5478,4.6492,3.617,4.8395,4.3604,4.3555,4.7474,4.9539,5.1352,8.1632,7.4494,6.0832,6.2402,6.0661,6.3178,5.2555,5.6424,9.3483,9.9096,10.4549,11.0162,10.6264,10.737,6.5902,7.0538,6.3917,6.4652,5.1941,6.0019
508,"MOZ","Mozambique",0.4645,0.492,0.5062,0.5917,0.6087,0.4738,0.4825,0.5002,0.6265,0.5528,0.7013,1.0382,0.7394,0.6337,0.6798,0.7695,0.8779,1.1841,1.7285,1.8135,2.4884,2.1309,0.9851,0.6331,0.6012,0.7272,0.7133,0.4482,0.4524,1.157,1.4556,1.545,1.5939,1.7258,1.8452,1.829,2.027,1.8909,2.024,2.788,1.9223,1.7285,1.4413,1.7316,1.4531,1.3659,1.2773,2.0831,1.4933,1.3154,1.787,1.669,1.4007,1.9214,1.6519,1.5516,1.3592,1.7029,2.1287,1.982,2.2434
104,"MMR","Myanmar",2.4578,2.4792,2.648,2.828,2.9566,2.9382,3.3053,3.3138,3.4699,3.4288,3.826,3.9792,3.8346,3.9601,4.1998,4.0725,4.2697,4.5888,5.0635,5.6235,5.7995,6.5502,6.1882,6.9037,7.0657,7.1502,6.0983,6.0013,5.4588,5.2946,5.3658,5.3202,5.8907,6.3116,7.5207,6.6371,6.8264,6.9251,6.776,7.0424,6.3951,6.1912,6.5632,7.5085,6.5204,6.7964,8.16,7.0221,7.0168,7.6238,8.2904,8.6481,8.9985,9.3087,9.874,11.175,14.6955,11.4806,13.0308,11.7269,7.8404
516,"NAM","Namibia",1.2797,1.3148,1.3287,1.3153,1.3265,1.3604,1.3597,1.355,1.3714,1.367,1.3735,1.379,1.3837,1.4512,1.243,1.201,1.3246,1.3198,1.357,1.4142,1.2329,1.1428,1.105,1.1397,1.147,1.1971,1.1743,1.2201,1.2738,1.3035,1.3505,1.2915,1.1934,1.0984,1.0072,0.9947,1.0147,1.0246,1.089,1.1866,1.1808,1.1655,1.2417,1.312,1.4914,1.3208,1.3994,1.3133,1.3162,1.5495,1.5043,1.9669,1.6987,1.7862,1.7477,2.0177,1.8586,2.0291,2.2118,1.548,1.5654
520,"NRU","Nauru",10.2784,10.5101,10.7419,10.9736,8.5831,8.7569,9.0976,9.4453,9.7942,10.1432,10.6827,11.378,12.0746,12.7712,13.287,11.8657,11.1835,11.8814,12.5793,13.4678,14.861,15.7232,16.4158,15.0174,15.9058,16.7917,17.6538,18.3491,18.3491,19.0453,19.7453,20.4715,21.1379,21.139,21.1722,21.141,21.142,21.143,21.144,21.1811,21.1461,21.1471,21.1481,21.1491,21.1501,21.1511,21.8474,22.5437,22.5447,22.5892,22.584,22.5926,22.596,22.583,22.5852,22.5928,22.5566,22.4869,22.3776,22.8014,23.2865
524,"NPL","Nepal",3.5698,3.6021,3.6802,3.7273,3.8099,3.9743,4.0255,4.0884,4.245,4.0454,4.3346,4.3665,4.1963,4.3417,4.4266,4.5843,4.828,4.907,5.092,5.4442,5.461,5.9504,6.2172,6.5908,6.7112,6.9364,7.5912,7.6548,7.9858,8.4869,9.1739,8.8938,8.0642,9.6497,9.1213,9.847,10.5399,11.2504,10.9491,8.9638,9.6421,9.06,8.3279,7.2754,7.0675,7.663,7.2292,7.5935,8.8986,9.6106,11.5731,11.6661,16.8776,15.8695,15.7295,17.2916,18.3962,20.9229,20.7342,21.879,20.5048
528,"NLD","Netherlands",71.2647,72.211,77.9106,75.0561,77.8988,77.8948,77.8831,78.8246,78.8273,82.2528,79.8491,81.5205,86.8721,85.4072,83.6266,87.0351,86.7505,88.2518,92.1214,95.2393,94.9711,93.7695,98.4727,99.9928,100.2127,105.0325,101.8542,100.0784,99.6671,97.5658,97.8854,96.6449,94.5423,92.0829,95.0753,92.1691,89.0562,87.2204,87.9558,84.6477,83.568,78.0942,75.667,74.7987,76.1211,78.1979,78.4773,76.6495,73.4511,81.0002,77.0947,77.2242,73.9754,75.0739,77.8022,79.9711,75.1736,72.2526,73.0804,72.3009,70.3422
540,"NCL","New Caledonia",23.9745,24.8353,25.2335,21.9154,23.1679,24.4255,24.749,22.6852,22.3389,22.4836,22.2262,21.2862,23.2164,21.4521,21.6353,15.0722,15.686,12.8282,16.8938,12.7945,12.9872,15.9068,22.0788,18.7396,16.4765,19.9899,30.3182,30.6263,29.688,31.892,30.715,30.2538,47.466,50.2787,50.7461,50.6059,55.1589,28.2946,30.2656,32.6702,32.14,42.577,88.3709,39.2364,46.1339,39.8399,43.5995,39.3534,28.9247,32.9313,36.9628,36.9038,41.953,44.0045,43.5948,42.9823,42.5833,42.5539,42.4302,42.6757,42.3786
554,"NZL","New Zealand",13.1287,14.111,16.5953,21.4589,20.2297,18.3992,17.1684,19.6243,20.3028,19.4745,20.8167,21.3596,26.6584,18.7493,22.4786,21.7102,22.2205,22.9487,21.747,19.1348,18.0409,16.5722,17.7681,16.5431,14.6741,12.5015,14.2273,11.4545,14.9189,13.1139,15.8179,18.2587,21.4673,21.5863,21.5677,21.2943,20.9524,20.6468,21.8001,24.267,25.2906,21.8456,22.4752,22.2295,21.531,21.0204,18.8564,15.2477,13.4401,13.6708,14.945,13.3553,13.1523,12.8981,14.5303,12.5863,14.8418,14.4208,13.3778,13.6553,11.2698
558,"NIC","Nicaragua",2.9026,3.0585,3.1906,3.3102,7.0851,5.932,5.8976,6.9268,6.7819,6.6639,6.6257,5.4064,8.1754,7.4562,5.1338,9.4641,8.3303,8.4265,6.5541,8.4786,5.3734,4.9339,6.1597,4.9941,6.0233,7.1313,5.9545,6.87,5.0559,4.348,4.2627,2.4908,4.0985,4.2712,2.6717,4.4382,3.9757,4.0057,5.371,5.6807,3.894,5.1423,6.4666,5.6832,5.3799,5.1544,7.0421,5.7953,5.7185,5.659,7.097,7.1625,7.6637,8.4567,9.7226,9.3782,11.0318,7.8716,8.8911,9.7987,10.2263
562,"NER","Niger",0.124,0.1324,0.1366,0.1466,0.1547,0.1628,0.1697,0.1654,0.167,0.1857,0.1905,0.1955,0.1621,0.1858,0.2118,0.2364,0.2733,0.2762,0.2823,0.29,0.3732,0.3177,0.2908,0.2422,0.2254,0.211,0.2288,0.2309,0.2492,0.2201,0.1988,0.1967,0.1965,0.2587,0.2663,0.2576,0.2539,0.2733,0.2639,0.2628,0.2753,0.3163,0.3024,0.2868,0.3306,0.3474,0.3499,0.3265,0.3374,0.3848,0.376,0.3238,0.3973,0.3896,0.3565,0.3665,0.3762,0.4163,0.4325,0.4548,0.462
566,"NGA","Nigeria",0.1982,0.2129,0.2232,0.2266,0.2366,0.2473,0.301,0.324,0.3187,0.3105,0.3291,0.3587,0.3279,0.438,0.5423,0.864,0.6681,0.6516,0.7352,1.134,1.4719,1.2943,1.6398,1.7295,1.5449,1.5893,1.5378,1.9556,1.9192,2.0632,2.1089,2.1105,2.3134,1.2899,1.2384,1.0497,0.9322,1.1447,1.0913,1.1981,1.1654,1.1148,1.1029,1.1555,1.1971,1.5504,1.3522,1.516,1.4233,1.675,1.4247,1.5632,1.4109,1.5201,1.5577,1.876,2.5693,2.4824,1.9043,2.1646,2.3048
570,"NIU","Niue",3.2099,3.3381,3.4408,3.5521,3.7513,3.8286,3.8991,3.8426,3.8698,3.8395,3.975,3.8804,4.0435,2.9658,2.9029,2.8441,2.8989,2.9494,2.953,2.9112,2.9135,2.9138,2.9292,2.9317,2.8978,2.9006,2.8616,2.8497,2.8361,2.8707,2.8718,2.8887,2.9066,2.9915,2.9916,3.0278,3.0279,3.028,3.0281,3.0281,3.1564,3.1565,3.0486,3.2632,3.1093,3.153,3.3713,3.4811,3.4861,3.5436,3.2046,3.0129,3.0135,2.7722,3.0652,2.9796,3.1276,3.4054,3.2272,3.3243,3.3349
408,"PRK","North Korea",8.7869,9.5593,11.0354,11.3006,12.8897,13.3903,14.538,14.32,15.4058,18.9365,21.0898,22.5318,17.9334,24.8124,25.209,26.6532,26.8405,26.9527,27.1319,26.3898,26.9877,27.0959,27.1983,27.6547,28.3705,28.9039,29.0934,31.1466,33.7647,32.9927,30.9682,27.1039,26.3796,6.6615,6.1496,6.0234,5.7193,6.9886,13.3976,12.08,12.5383,8.8247,8.9588,9.3908,8.7124,7.0818,7.1312,6.4964,6.4187,6.8942,7.0794,7.335,7.4834,6.5057,5.5923,6.2639,6.7164,6.0746,7.5066,5.0812,5.8698
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5172,11.5785,12.5505,10.68,11.0074,12.8483,12.8774,13.2311,15.5761,11.6402,12.4136,12.8255,13.047,14.2557,14.4378,15.6879,15.3167,11.5712,12.9271,13.5742,14.035,12.2504,12.2584,11.7046,12.8762,11.5319,11.3914,10.4733,12.0121,9.1823
578,"NOR","Norway",19.4006,19.4135,19.9272,20.0456,20.0055,19.8127,20.7819,20.9383,21.418,21.2585,22.3439,22.3001,23.2973,23.4278,22.7094,22.7496,24.1266,24.2632,24.4616,23.8045,24.0665,23.5822,23.2069,21.657,20.2551,19.4931,18.2246,16.6111,15.5697,15.6231,15.0184,14.5049,14.8128,14.1252,13.1334,13.1798,14.141,14.4569,14.041,14.3734,13.7429,13.8711,14.179,14.1318,14.1429,14.1841,13.9994,12.288,11.8614,12.2093,12.5031,12.7605,12.7551,12.8485,13.1667,13.1202,13.2425,12.9955,13.1008,13.1068,13.3101
512,"OMN","Oman",2.1002,2.1166,2.1366,2.1022,2.1252,2.1388,2.0565,1.9912,2.025,1.951,1.9586,2.0436,2.2017,2.4033,2.4644,2.6384,2.6253,2.0809,3.0976,3.2293,3.7356,5.0923,4.3585,3.2389,8.1453,5.0918,5.3002,9.8926,7.8235,10.0812,9.9365,9.7625,14.428,7.3455,8.1603,8.2521,8.914,7.477,8.1433,9.1299,13.0482,11.015,12.0184,11.4722,13.4726,14.2498,12.261,15.6864,13.39,15.4293,11.906,13.0257,14.3645,18.6492,16.0368,21.7492,18.0811,15.7585,15.341,17.227,13.8665
586,"PAK","Pakistan",0.9612,0.9074,0.9303,0.9486,0.9409,1.0232,1.1598,1.5439,1.5662,1.5323,1.6651,1.8566,1.9723,2.0974,2.7834,2.9981,3.6016,3.9995,4.4451,4.4311,4.5943,4.8888,5.1906,5.4872,6.3506,7.6867,7.0872,7.5594,7.3722,7.6623,7.8143,9.1335,8.7462,8.3249,9.2784,8.2723,10.022,8.7911,10.6689,11.8251,11.1826,11.5053,11.7148,14.092,16.0087,16.3419,13.5143,12.279,15.4802,14.7271,12.9412,13.9933,16.2376,17.4855,18.2944,21.7989,22.6041,22.0304,21.0736,22.7761,22.4725
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",4.0498,3.9852,4.0678,4.0158,3.9268,3.9965,4.0967,4.1077,4.7577,5.102,6.4996,6.5268,6.4824,7.1934,6.628,6.1508,7.9672,9.1143,8.3556,7.2796,8.1571,7.9114,5.9872,7.209,7.247,7.7505,7.2772,8.0601,5.7589,6.5418,6.2731,5.5825,6.3452,9.5829,9.742,11.8987,9.7001,9.6522,9.6903,7.4416,8.496,6.6814,7.7566,5.5194,5.1091,4.9309,5.5501,5.7112,6.6131,7.7301,7.1707,11.4091,12.8952,11.9161,12.6389,10.7097,13.4976,11.5977,13.0122,14.3209,14.2041
598,"PNG","Papua New Guinea",4.1785,4.1625,4.1995,4.0185,4.0947,4.2083,4.1033,4.2405,4.3831,4.458,4.8547,4.8602,4.5647,4.5719,4.737,4.4167,4.5799,4.9949,4.6021,4.6703,5.523,4.8786,5.2805,5.1253,5.145,5.2537,5.5872,5.6077,5.735,5.6636,5.2532,5.7376,6.1863,6.5145,6.7589,6.8372,7.0052,6.6083,7.1541,7.211,7.625,6.4894,6.4632,6.4306,6.616,6.7097,7.0202,6.4964,5.8316,6.6771,6.5185,6.2855,5.7294,5.6924,6.2162,6.1638,5.893,6.3272,5.8811,6.2563,5.8036
600,"PRY","Paraguay",4.1654,3.8709,3.9501,4.9076,5.148,5.2751,5.0794,4.8787,4.72,5.1536,4.4658,4.6714,4.449,4.6903,4.6029,4.5318,4.575,4.4694,4.9439,4.0952,4.1991,3.9473,4.3541,4.8022,4.5465,4.9358,6.1344,5.7242,7.8159,7.647,8.0019,7.6523,5.9763,5.6958,5.5301,5.1882,7.7546,8.0207,7.0789,6.7948,6.3606,11.5759,14.9189,16.9457,15.2939,16.2149,18.6663,15.3277,15.6577,17.9531,22.2018,17.2969,17.6859,17.2786,15.5155,16.9461,17.3252,17.8632,17.0858,18.5079,18.2694
604,"PER","Peru",12.7049,12.5977,8.6935,8.311,7.0908,7.1387,6.2132,5.7174,6.4204,6.3197,6.1412,5.3035,5.1327,5.8089,5.4698,6.1201,6.241,6.2811,5.9441,6.0646,5.9304,5.558,5.3414,5.6309,5.5507,7.2605,8.2111,7.8626,5.6767,4.9127,4.7459,4.5379,5.3723,6.7409,4.4749,6.2402,7.1589,7.2228,7.0384,7.3292,9.5595,7.8943,8.0811,8.1227,8.5898,10.4359,8.9133,7.1432,9.685,9.1058,9.9034,8.7977,9.9785,11.0551,10.5267,11.7396,13.3935,11.6803,12.82,14.0474,8.7799
608,"PHL","Philippines",4.7129,5.2895,4.9475,4.9242,5.3191,5.874,5.1264,6.6592,7.9041,6.6783,7.1172,6.7238,7.5256,6.6391,5.5104,5.1731,4.9504,5.612,5.5571,5.4036,5.2625,5.5816,5.5815,5.0689,4.8158,4.9121,5.7251,6.3552,6.6941,7.6255,6.3958,6.2584,7.4323,7.9571,9.225,10.0818,10.3218,9.1638,10.1962,9.5062,10.743,10.0674,9.9842,10.1006,9.5793,9.9223,11.1825,8.1246,7.7974,8.173,8.3166,7.1164,10.2568,9.6592,9.3049,9.7349,11.4634,10.1279,11.5884,12.1923,14.1874
616,"POL","Poland",13.0724,13.7139,14.1884,15.7528,16.926,18.5695,20.0387,21.9994,24.1577,24.9366,27.5907,30.0691,32.7531,34.7396,35.2411,35.1229,35.6117,35.9927,36.2251,34.2374,32.695,31.9968,33.2455,32.9056,33.7045,35.3678,31.7203,33.2858,34.3417,18.472,13.4,15.1216,14.6111,15.5348,16.351,16.2707,15.8326,16.3463,15.6444,15.14,16.1153,17.548,18.4851,18.0981,22.0297,21.2241,23.801,20.5572,19.1803,23.6324,21.1774,21.2497,20.0095,18.8459,19.7839,20.5477,20.5728,20.6073,21.2394,20.3463,19.2123
620,"PRT","Portugal",14.2663,14.7321,13.3018,14.6985,13.6181,12.7818,13.6008,14.1857,15.9252,12.7399,13.1512,16.4706,17.0858,13.9291,15.9632,16.1584,16.9961,16.7345,18.2965,19.2954,19.5706,19.3121,17.5266,15.8592,17.2104,18.6378,18.9169,19.6576,18.4599,18.9516,18.4248,17.7829,18.3473,18.7235,18.5301,20.6682,20.2703,21.6238,22.1782,20.0643,20.3588,19.3721,19.1327,19.5327,21.0003,21.6555,25.0809,18.1633,17.557,19.7325,18.5357,19.506,20.2394,20.6802,21.8655,22.3085,22.4428,21.83,20.7115,20.8599,20.6865
634,"QAT","Qatar",28.5976,28.6926,28.7663,28.8862,28.8886,29.0085,29.2309,29.5307,29.8306,30.1779,30.5048,30.8637,31.2022,15.7747,16.6345,17.5075,18.8163,18.5375,12.785,8.918,7.6344,6.943,10.0213,8.1505,6.7845,5.5093,6.3644,6.8926,10.243,8.9972,10.4422,8.5832,7.4482,8.0653,8.3168,8.235,7.9075,7.2582,7.7438,8.9069,8.2595,9.4958,6.7247,7.4397,7.8642,7.7016,7.8875,8.7442,9.5662,9.8554,10.3123,10.5645,28.838,21.0907,16.8114,19.3382,19.0292,19.0997,23.424,27.7673,24.3726
178,"COG","Republic of Congo",0.3028,0.3097,0.3165,0.296,0.2808,0.2664,0.2454,0.2965,0.3325,0.3803,0.3843,0.3851,0.6964,0.3771,0.404,0.3681,0.3833,0.485,0.432,0.4149,0.3984,0.3953,0.4184,0.4486,0.5021,0.5483,0.5985,0.6058,0.5633,0.7846,0.8756,0.9624,1.0461,1.1632,1.2523,1.3395,1.3108,1.31,1.3076,1.3243,1.0186,0.8788,0.7344,0.6219,0.6725,0.6905,0.7797,0.8183,1.3507,0.8565,0.9083,0.9075,1.0307,0.8324,0.9283,0.9891,1.0655,0.9831,1.0424,1.4211,1.4684
642,"ROU","Romania",8.2467,8.8603,10.2689,9.9028,11.5668,11.5612,12.9081,13.335,14.4912,16.0786,15.4448,17.2439,23.2011,24.3048,22.4418,27.6972,28.9199,30.9404,31.5275,29.824,33.3113,33.6519,32.8175,35.1909,30.3921,29.4351,29.4744,27.7821,27.7117,24.5722,16.6968,16.3848,15.3141,12.8391,12.6215,13.3346,10.8998,10.0173,8.4654,8.2725,9.2513,8.4334,9.016,9.9672,11.2784,9.8142,10.8396,10.0641,10.4227,10.6973,11.086,10.9272,11.5703,12.3817,13.1992,15.0387,16.539,16.963,17.1168,16.8394,18.1038
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8714,7.666,5.2029,5.0042,4.8032,4.1659,3.7421,3.3714,3.591,3.649,3.6766,3.6642,3.7246,3.586,3.634,3.836,4.0012,3.956,4.0009,4.0332,4.0518,3.9767,4.1725,4.2141,4.5617,4.9127,4.9569,5.2358,5.7194,5.5867
646,"RWA","Rwanda",0.6993,0.7385,0.6838,0.5721,0.5376,0.6338,0.705,0.6078,0.7498,0.804,0.7823,0.7112,0.7087,0.6943,0.7324,0.7067,0.7534,0.8115,0.8528,0.8833,0.9239,0.9743,0.927,0.8578,0.8048,0.8409,0.8902,0.8358,0.8181,1.1038,1.0004,0.8624,1.1907,1.1801,0.9248,0.8761,0.8909,0.802,0.9233,0.9407,0.9303,1.2014,1.2447,1.4977,1.8399,2.3822,3.3404,3.4295,2.3967,2.462,2.4073,3.8803,4.2682,4.2213,6.1169,6.1324,8.0282,6.1071,9.0389,8.3782,7.9943
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1.8842,2.0062,2.0033,2.2718,3.508,3.5086,3.4638,5.9008,9.5826,12.3853,6.7632,6.783,6.7766,9.5897,12.4139,15.2243,18.025,18.0344,18.0363,18.0346,20.8431,22.4491,22.451,27.5972,27.5875,33.6512,33.604,37.1495,10.1626,10.4966,13.3264,13.369,13.3036,22.5769,19.8537,23.1597,30.8957,30.8431,27.0732,29.3879,30.174,4.2028,4.1781,4.2316,7.8678,10.8197,10.4433,11.0055,9.7432,8.9995,8.6825,7.6159,6.4819,9.202,7.484,7.4028,6.6385,5.9965,5.4049,4.187,5.3886
662,"LCA","Saint Lucia",8.5692,8.626,8.611,10.3114,13.4872,13.484,15.8151,18.3021,31.44,36.1774,33.6231,33.4325,35.808,36.0362,28.1197,23.1197,15.5494,3.934,3.1857,5.5041,5.5112,5.5852,5.6672,5.7497,5.2896,5.5791,5.6648,5.7111,51.6191,42.0229,47.7977,4.0268,3.9769,4.9305,4.6271,4.8423,4.909,5.5954,18.2868,26.0433,19.2278,12.5084,24.3274,14.6936,16.7109,15.6969,12.6644,9.4859,13.1204,11.0392,10.9621,18.8705,10.0572,14.8812,14.7179,14.2785,15.6721,15.4202,17.1451,13.2234,12.1239
670,"VCT","Saint Vincent and the Grenadines",18.197,18.3629,17.2415,18.1352,20.4072,20.6351,24.8318,24.664,24.5085,15.691,15.9486,16.0511,18.0121,23.0686,23.2369,23.3711,28.3916,28.4205,25.6639,25.7272,25.9329,29.1314,26.5129,31.118,31.4164,32.6477,37.5391,39.7466,50.5853,52.2607,54.1142,62.1056,65.1261,68.4253,72.214,76.2428,80.7708,108.8423,116.2123,124.0895,124.1423,13.12,11.2052,10.5751,11.5857,12.6277,13.511,14.7571,13.299,14.7247,13.033,12.7722,13.7139,13.0529,13.6392,12.5634,11.4664,11.8837,11.8551,11.7913,25.7601
882,"WSM","Samoa",2.6646,2.6125,2.953,2.9858,2.7371,2.826,2.9304,2.9734,3.0366,3.1074,3.0681,3.057,3.0528,3.186,3.3017,3.1625,3.1432,3.2587,3.2441,3.8494,4.8861,5.4815,5.7272,6.1596,6.8279,7.668,8.4842,8.4101,11.9414,11.7216,11.4272,11.545,11.6891,11.9333,11.3945,11.3619,11.303,11.2826,11.2654,12.2132,14.1265,14.4504,15.2647,16.0982,16.9791,17.6024,17.071,17.8968,16.7496,15.9039,13.9683,12.4244,11.2671,10.0439,9.1243,9.4132,9.2249,9.199,7.9863,7.6214,10.5769
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
