"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014","FSS.raw.2015","FSS.raw.2016","FSS.raw.2017","FSS.raw.2018","FSS.raw.2019"
191,"HRV","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.47,0.55,0.31003100310031,0.25,0.22,0.17,0.12,0.07,0.07,0.07000700070007,0.10998900109989,0.08000800080008,0.05999400059994,0.01999800019998,0.01000100010001,0.02,0.02,0.14001400140014,0.21,0.39,0.53005300530053,0.51,0.39,0.27,0.67,1.08,1.27,1.22987701229877,1.26,1.21987801219878,1.2,1.35986401359864,1.22987701229877,1.22987701229877,0.94,0.77,0.57,0.54005400540054,0.59005900590059,0.66993300669933,0.69,0.71007100710071,0.71992800719928,0.72,0.71,0.6000600060006,0.51,0.64006400640064,0.69,0.63
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12001200120012,0.09,0,0.04,0,0.04999500049995,0.04,0,0.08,0,0.21,0,0,0,0,0,0,0,0,0.1999800019998,0,0.21,0.12001200120012,0.32,0.48,0.60993900609939,0.52,0.57,1.05989401059894,1.53,1.65016501650165,1.22987701229877,0.94009400940094,0.99009900990099,1.41,1.78,1.80981901809819,1.73982601739826,2.12978702129787,2.53025302530253,3.02,3.19,3.07,2.96,2.80971902809719,2.98,1.99,1.11,1.14,1.24012401240124,2.26977302269773,3.36
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0.59,0.43,0.34,0,0,0,0,0.71,1.24,1.07989201079892,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.22997700229977,0.31,0.26997300269973,0.26002600260026,0.13,0.25997400259974,0.41,0.67,1.09010901090109,0.99,1.11,0.48,1.92019201920192,2.3,4.35043504350435,4.11,5.3994600539946,5,5.41054105410541,4.34,5.16,5.32,10.9410941094109,15.4415441544154,19.95199519952,20.85,17.07,14.1785821417858,8.81088108810881,9.03,9.23,9.84901509849015
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0,0.00217463336329637,0.00158169148739665,0.00168225544320019,0,0,0,0,0.00252531746047301,0.00268127677635855,0.00466257592848594,0.648823379597947,1.0783329116858,0.687396270499367,0.112647823101865,0.789312241959533,0.0667941574453241,0.0353267693986564,0.0152426291207887,0.308040522335285,0.571360382570765,2.57007514564693,4.34781998090637,5.31323705131853,4.6896631042527,3.44293367541193,2.80865175531684,3.26398637967785,3.77001720289001,4.47694972254009,3.8713975306061,3.05931014214616,3.7506207340745,3.58974640198605,3.07524005685646,2.75031613696908,1.98107941036153,2.07257098023984,2.62061962543076,2.68642073102792,3.28163269600033,2.77216469748946,2.66148265582598,2.77176601357132,3.93904243936167,2.33076134969983,2.61972824984658,1.67682215280846,2.10474803234076,1.66291024050753,3.17408347596999,3.18416955907411,3.96302191080787,2.64375376568822,2.84886774771942,2.52207538839129,2.70900333304931,5.01293695347385,7.07982243990745,8.38638247518803,10.627972865873,12.8778917259777,14.6141758382415,8.95693131511473,6.35660949077723,5.85467494988947,4.25606244566681,3.63498797421048,3.48721269104467,4.18189583121683
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.2,0,0.1,0,0.13001300130013,0.11998800119988,0,0.12001200120012,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02000200020002,0.06,0.11,0.16,0.16,0.15,0.15,0.14,0.14,0.17001700170017,0.23002300230023,0.26,0.28,0.18,0.14001400140014,0.09,0.13,0.12001200120012,0.0999900009999
218,"ECU","Ecuador",0,0,0,0,0,0,0,0,0,0.000788714204762595,0.00585643929695619,0.00354561251086012,0.0145949992660371,0.00292132846070439,0.0133820790584398,0.00287530192450262,0.00212305091861067,0.00346960370806444,0.0116522480517664,0.0238829744269075,0.0310764304847751,0.031324575410074,0.0216466900702106,0.0120159561876469,0.0107302534836496,0.0109572542727069,0.0105870505294029,0.0106111547437955,0.000497336830308142,0.128573352890249,0.148232201293821,0.256467138944055,0.207418631600161,0.158454312297889,0.0396292953703428,0.0295797341940007,0.0393485073453698,0.0189622363294892,0.0306033342154009,0.759905180082139,4.62728634593166,11.8287600471329,14.1052376397446,13.3620676579313,13.803072569657,8.52018814772898,8.28448739454939,6.24880861402893,13.8184110739328,13.2443171208244,13.5559308763475,16.0486945089934,11.0845759566693,14.9152880088906,12.3216772238437,15.369596269656,10.9192049635503,12.2256030252151,9.12286117198843,14.2940091834784,20.3141315706856,19.3723758198618,12.5912664592406,11.5739432277145,7.16294049120322,5.19341799931801,4.7635853809321,9.26048445172636,14.7580765538669,26.696862332048
818,"EGY","Egypt",0,0,0,0,0,0,0.0222757391836962,0.0218186508448343,0.0216626386854355,0.0206450823891159,0.0222033112861777,0.0147699324549725,0.0141065718451818,0.0327760879457763,0.035776356563592,0.0451416152902289,0.0418014224354944,0.0580243468554885,0.35164188622252,0.469276543434711,0.711605254095538,0.683726944024898,0.552359059971748,0.765786284770036,0.629540262870918,0.434484674506899,0.549025447096825,0.404601669960873,0.40617513321492,0.27138347291285,0.24464734958241,0.336985375658442,0.303120928840266,0.395914405986904,0.108107369092649,0.0834111166750125,0.0725128293603063,0.0851767215963589,0.270012836268147,0.255428625431092,0.515346540211483,0.408052912405514,0.48092048302333,0.144251130765991,0.255254863062765,0.31386646615647,0.316102082906152,0.177916698049258,0.32856219420735,0.289039602742674,0.310229191455607,0.273683030784036,0.694610611490023,1.37991934373882,1.7659273168642,1.24771343041895,0.537291059280855,0.173799564391974,0.29365836873552,0.570677789484653,0.747736626023905,0.826773683440315,0.842276762344644,0.914866463761115,1.02397985367923,1.25438894269945,1.30745390198349,0.942025835002841,1.14024347258783,1.91401581833972
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0.09,0.08,0.35,0.35003500350035,0.52,0.28002800280028,0.36996300369963,0.21,0.23,0.2,0.25997400259974,0.31,0.26,0.27,0.77,0.96009600960096,0.79,0.62993700629937,0.26,2.24022402240224,1.7001700170017,2.5,0.49,1.24,0.75,0.67,1.15,0.6,0.66,0.77,1.05,7.71,6.49,5.21947805219478,0.76007600760076,0.73992600739926,0.85008500850085,0.53005300530053,4.63046304630463,9.43,16.33,17.19,17.7,18.46,18.6418641864186,19,19.33,20.01799820018,19.44,22.2,30.1,100,94.67,85.7,100,47.93,29.94,22.63,40.93,53.5
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.52,0.54,0.37003700370037,0.3,0.21,0.16,0.30996900309969,0.25,0.34,0.26,0.43,0.52,0.55,0.55,0.51,1.03,3.52,6.45935406459354,5.93,5.78,6.06,5.68,5.27947205279472,2.54,4.8004800480048,2.61,5.52055205520552,3.1,3.11,1.52,1.79,3.57964203579642,3.41,3.32033203320332,1.13,0.85,3.68,3.58,3.58,0.8000800080008,0.77,0.64,2.15,5.1994800519948,6.5,6.87068706870687,4.84,7.19,5.94940505949405,6.66,8.03080308030803,11.96
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06999300069993,0.06,0,0,0,0.99,3.31,12.2887711228877,15.03,17.79,5.71,1.51,4.76,6.97069706970697,8.95089508950895,8.73,8.09080908090809,6.36,5.63,4.4,3.04,2.2002200220022,1.999800019998,2.3002300230023,2.16,1.1,2.04,1.41,1.28,1.31,3.47,2.14,1.45,1.23,1.33013301330133,1.39,1.28012801280128,1.58,2.4997500249975,7.20927907209279,9.92900709929007,25.5125512551255,18.95,18.9081091890811,11.35,9.65,7.57924207579242,7.64,7.66,7.33926607339266,6.5,5.27,3.94
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01000100010001,0.01000100010001,0,0.02,0,0.02,0.01999800019998,0,0,0.02,0.01000100010001,0.02,0.03,1.46,1.33,1.18,1.19,1.69016901690169,2.26,2.03,2.12,2.16,1.99,2.01,1.57,1.21,0.88,0.83991600839916,0.71,0.44995500449955,0.29,0.18001800180018,0.19,0.21,0.22,0.24,0.39003900390039,0.46,0.48,0.35996400359964,0.3
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.22,0.25002500250025,0.24002400240024,0.15,0.2000200020002,0.35,0.85,1.32013201320132,1.88,2.09,1.8,1.61,1.2001200120012,1.51984801519848,1.37013701370137,1.20987901209879,0.94,0.88,0.77,0.97990200979902,1.69,2.95,3.68,2.98,2.11,1.38986101389861,2.05,2.52974702529747,2.93
246,"FIN","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56994300569943,0.5,0,0.69,0.37,0.46,0.33,0.33996600339966,0.39,0.38996100389961,0.36,0.26002600260026,0.16,0.11,0.09000900090009,0.09,0.06000600060006,0.05000500050005,0.07999200079992,0.11001100110011,0.15,0.16,0.12998700129987,0.2,0.17,0.18,0.12,0.17001700170017
250,"FRA","France",0,0,0,0,0.016221519728369,0.0374007850664317,0.0558872848828352,0.0374624207361746,0.187886614760595,0.639826801676229,0.614857493536305,0.53207350877193,0.258736443553444,0.384951876708327,0.912352585680062,0.997808904760999,1.43584019689332,0.909788759711401,0.8256346116673,0.260502727111176,0.216637567607868,0.215560204894318,0.252952563099293,0.434584907103557,0.565313479381244,0.523265962480087,0.470563680704464,0.956888164555399,1.48857339899343,2.59882542049056,3.54606717267968,3.0221724584313,2.72552534426634,1.73151271072269,2.13278681739714,1.91908025200464,2.32999516878548,1.51899310189492,1.16354330883425,1.03797611706192,1.07309505770197,1.15915024008608,1.65758941641934,2.7188870294911,4.02215535927661,4.22873313817952,3.65560951215873,3.55708748738679,3.30148551358539,2.78297754116212,1.96610512503958,1.65892529385982,2.38324697510812,2.66600902518527,3.01951531812931,3.07204790615796,3.26486727675654,4.26071007783016,4.56879935411725,5.29435687369345,5.24590780834192,4.68441366140311,4.1599005142824,4.23265113213502,4.95373738644174,4.38756666288768,4.72713417973682,4.72056664028413,5.30402505487456,6.12808271692677
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.38003800380038,0.32996700329967,0.26997300269973,0.26997300269973,0.25,1.15,0.9,1.2,0.52,0.44,0.19,0.17998200179982,0.26,0.25,0.9,1.6,2.61,2.14,1.73982601739826,1.06,0.87991200879912,0.95,1.12011201120112,0.84008400840084,0.76,0.44995500449955,0.40995900409959,0.64,0.84,0.96,0.53005300530053,0.59,0.58,1.09,1.06989301069893,1.40985901409859,1.03,0.96009600960096,0.80991900809919,0.76,0.74,0.97,1.19,2.48,4.01,3.92039203920392,2.53,1.77,1.75,2.27,2.45975402459754
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",0,0.01,0.01,0.01,0.01,0,0,0,0,0.01000100010001,0.01,0.02,0.01999800019998,0.01,0,0,0.00999900009999,0.01,0.01,0.01,0.03,0.11,0.12,0.09000900090009,0.04,0.07000700070007,0.91,1.55984401559844,2.78027802780278,2.52,3.14,3.53035303530353,4.7,4.94,5.45945405459454,6.53,6.3,7.19071907190719,5.97,8,5.74,5.42,3.22,3.3,1.44014401440144,2.2002200220022,2.66,3.93960603939606,2.7,2.33976602339766,2.2,3.09,4.54,4.05,4.32956704329567,4.32043204320432,5.79057905790579,6.54065406540654,9.3,10.3110311031103,11.38,8.8,8.28,7.84,8.53085308530853,9.91099109910991,12.95,12.958704129587,13.971397139714,17.7
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14001400140014,0.08,0.04,0,0.02,0.03,0.02999700029997,0.01,0.11,0.29,0.48,0.52,0.42004200420042,0.33,0.9,1.17,1.98,2.27,2.41,1.61,1.18988101189881,0.98009800980098,1.44,1.57,1.52015201520152,1.21,1.54015401540154,1.60983901609839,1.51015101510151,0.71,0.5999400059994,0.58994100589941,0.93,1.02,1.03,1.03010301030103,1.35986401359864,1.52,1.78017801780178,2.04,2.06,1.88,2.03020302030203,2.47975202479752,2.75,2.35023502350235,2.03979602039796,1.54,1.24,0.97,1.02989701029897,1.23987601239876,1.61
300,"GRC","Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476853303741587,0.0476512738853503,0.0479183130225014,0.0478912642387293,0.0477426397337799,0.0480230252987287,0.0468314121675474,0.0469016975391666,0.0473103435864376,0.056601861582345,0.0566683098591549,0.0567415450515515,0.0468373143844762,0.0469459074998206,0.0374728795781427,0.0376461827007944,0.0380004485232727,0,0.0172088287534081,0.0473877268607596,0.0194687120561495,0.0474998147300822,0,0.0561515592384085,0.0569701924956897,0,0.0281111834387126,0.0185973145409095,0.0182678701722456,0.0501797865792873,0.0463754320628457,0.102840763969691,0.0285044361821089,0.142511372414385,0.150886768676868,0.188441800059319,0.3431186443753,0.437211829513621,0.321942907088409,0.174730839794592,0.181070162611408,0.391518537818694,0.64414188831706,0.939831240405594,1.04449587096044,1.29931494818198,1.54100750299638,1.86628027396727,3.52286915944905,3.77412040482938,4.65388594661458,4.38661012696342,5.03775498822801,5.40389888977871,4.42513627474762,3.57115756756282
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,7.58,0,0,0,3.83961603839616,0,0,0,0.5000500050005,0.08,0.05,0.04,1.93019301930193,2.18978102189781,2.68026802680268,1.35,1.33,2.73,2.44,2.49,0,0,0.88,0.8,0.49,0.78,0.46,0.38,0.17001700170017,0.12001200120012,1.2,1.23012301230123,1.33,0.19,1.9,3.41,3.11968803119688,2.33,0.95,2.35,1.62983701629837,1.78982101789821,0.72,0.4,0.35,0.01000100010001,0,1.64,2.36976302369763,2.5997400259974,0.86,0,1.28,3.1996800319968
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999900009999,0.01,0.01000100010001,0.02,0.02,0.02,0.02000200020002,0.05,0.05000500050005,0.05000500050005,0.03000300030003,0.03,0.05,0.05999400059994,0.07,0.05,0.04000400040004,0.06,0.09,0.1,0.1,0.07999200079992,0.06,0.09,0.32,0.5,0.49004900490049,0.25,0.07999200079992,0.06,0.13,0.20997900209979,0.40995900409959,0.64,1.01,1.14,1.03989601039896,0.89,0.71007100710071,0.75,0.86,1.04,0.98,0.9,0.72992700729927,0.69,0.61993800619938,0.67,1.01010101010101,0.92,0.96009600960096,0.9
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.11,0.06,0,0.03999600039996,0.06,0.1,0.11001100110011,0.11001100110011,0.2,0.24002400240024,0.36,0.29,0.37,0.35,0.73992600739926,1.60983901609839,2.85,3.11031103110311,2.85,2.54025402540254,2.79027902790279,3.38033803380338,4.03040304030403,4.38,3.87,2.86,2.36,2.24,2.58,2.57974202579742,2.38023802380238,2.24,2.15978402159784,1.99019901990199,1.77,1.46985301469853,1.75,2.5,3.92,3.94960503949605,2.97940411917616,3.05,2.46,2.22977702229777,1.28
328,"GUY","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.67993200679932,0.77,1.23987601239876,1.31,1.43,1.27012701270127,1.43,1.36,1.08,0.72992700729927,0.72992700729927,0.91,1.000100010001,0.9,0.68,0.46,0.4000400040004,0,0.22,0.20997900209979,0.32,0.59005900590059,0.73,0.5,0.56,0.55,0.93990600939906,0.8,0.9000900090009,0.71,0.82008200820082,0.82,0.93990600939906,0.85,0.97,0.98,1.12,1.16
332,"HTI","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.15,0,0.07,0,0.1,0.09,0,0,0,0,0,0.07,0,0.02,0.02000200020002,0.04,0.08,0.13,0.18,0.15,0.12998700129987,0.07,0.05999400059994,0.04000400040004,0.04,0.08000800080008,0.15,0,0.18,0.2,0.22,0.24,0.21,0.16,0.13,0.09,0.06,0.03999600039996,0.04,0.04999500049995,0.04,0.54,0.68,0.87,0.74,0.98,1.25012501250125,1.34013401340134,1.11011101110111,1.13988601139886,1.44
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.12,0.12,0.12,0.07,0.05,0.06,0.1,0.12,0.10998900109989,0.13,0.19,0.23,0.26,0.29,0.34,0.31,0.3,0.24997500249975,0.21002100210021,0.18,0.16001600160016,0.21,0.22997700229977,0.27002700270027,0.26002600260026,0.25997400259974,0.27,0.24997500249975,0.34,0.26,0.34,0.34003400340034,0.3,0.27,0.24002400240024,0.49,0.50994900509949,0.58994100589941,2.55974402559744,5.14,6.77067706770677,4.7,3.36033603360336,1.73982601739826,1.49,0.27002700270027,0.38,0.53005300530053,0.62006200620062,0.62993700629937,0.6000600060006,1.63,3.78
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.18,0.26,0.26997300269973,0.22997700229977,0.2,0.2,0.23,0.23002300230023,0.27,0.27,0.35,0.41,0.56005600560056,0.76992300769923,0.71007100710071,0.57005700570057,0.36,0.28,0.2,0.18998100189981,0.2000200020002,0.22,0.2000200020002,0.21,0.19003800760152,0.2000200020002,0.17,0.13,0.11,0.12,0.13,0.19,0.24,0.25,0.2,0.28,0.34,0.46,0.6000600060006,1.56,7.02070207020702,6.85068506850685,5.05,1.14,1.6998300169983,2.69,3.20967903209679,3.66963303669633,3.89,4.11041104110411,2.23
