"code","iso","country","IFC.raw.2001","IFC.raw.2002","IFC.raw.2003","IFC.raw.2004","IFC.raw.2005","IFC.raw.2006","IFC.raw.2007","IFC.raw.2008","IFC.raw.2009","IFC.raw.2010","IFC.raw.2011","IFC.raw.2012","IFC.raw.2013","IFC.raw.2014","IFC.raw.2015","IFC.raw.2016","IFC.raw.2017","IFC.raw.2018","IFC.raw.2019","IFC.raw.2020","IFC.raw.2021","IFC.raw.2022"
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",236.322733365967,86.8537769387337,128.515639833747,297.321183242819,110.135432900687,189.662944565976,278.572798266658,339.458255936584,559.255380576611,319.156299316694,401.723963616012,526.983416672455,1762.94147256254,408.9438857418,520.161215258437,1218.95575496097,1401.32960096012,1173.17707648331,5393.84753125093,1720.45452718683,2287.39423944789,1711.81364358465
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",852.742385145454,1217.4508837531,2576.33200632502,9884.88764191791,642.514615734996,665.14258966773,14774.2395020813,6349.10129304285,34008.2214469961,1217.75659656234,327.72592769653,11468.762545042,78.0040603007357,115.166254679928,6390.59006232763,1792.50424243971,3025.23065246601,3771.28780820795,60.5861477656857,31.297405851276,7.58933013950303,37.8630286227451
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",633.646674298481,1089.5640864667,790.723039736508,3285.37012897834,1619.77884484731,2626.55114473377,2190.50674180399,1627.00852418889,2317.7083534899,2513.40059211271,1418.21152546645,3586.0563451534,3142.06059290013,6167.10967135102,3950.54324517945,7533.01444536237,5076.93327716053,3593.92866406247,3519.56908632546,5007.26113019321,5265.90307722223,4526.1491486125
516,"NAM","Namibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",2.49486438531684,1.95593792427517,2.56185657950629,9.63905492608397,18.2803690164963,9.24059587917534,15.5801942283322,8.03160926998697,32.2397735046994,12.1476615348773,6.47564884234266,27.5190948760644,2.76691763906684,0.0673817962282986,NA,NA,3.78186548653428,14.2867790738574,5.79794584822591,1.07940746273003,4.31895703687065,13.36171436171
528,"NLD","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",163.314009509507,180.456030453589,738.471951549513,489.130896384585,531.780302999425,199.10058230406,498.710229057608,529.051913809873,590.355136044731,535.296080793888,472.065701391528,377.945394726373,863.801604648191,4383.38839181957,274.139150497797,604.928908506278,278.277950236259,436.772168561556,481.645795303251,291.509987642736,220.367323481295,208.317348431195
558,"NIC","Nicaragua",487.431382342714,773.736947580753,385.305958843816,541.725612697736,1402.75654774787,1800.32150609235,17834.5714494185,1343.60065141533,2238.47975495003,5132.07646153291,3238.84538732249,2183.63800910681,5249.40351793435,9688.19945719429,5468.23736392446,17823.5069725668,125590.060796368,15501.0818879367,14247.1310244711,15944.5842168516,15352.4114357971,11596.3983967367
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",50.0657267758715,168.112127978481,74.254456872226,15.6164607037698,92.2451459878032,121.564386942729,29.779062007561,46.3926509811623,146.758411789102,191.053234984111,133.392449270452,163.677806968547,213.545890176074,298.484632795203,46.7029351773489,188.595917296701,800.528835068941,1150.45870532465,1005.44427168837,1653.0302979302,1923.31630357974,1583.06587845789
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",3.23133609171657,18.3635135769032,6.48236193199435,7.37270733740451,7.43291081356771,5.63253233108723,12.2986602633572,19.0420722720226,10.7515033538932,7.7612954925434,2.09045651529513,2.36749959535156,18.222760652348,5.01357489578558,1.43025710521701,3.19077083162977,4.31892965124132,13.5294162233007,2.44073846982204,3.3239016061046,40.8118450470854,2.28114278572265
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",102.038912041602,154.040425951359,125.482690864912,243.666001266354,157.184428771121,262.869295579259,259.035670835087,353.393273345138,357.161302800346,175.465074618077,678.216323052858,465.830648924421,792.906765349185,409.412426432007,152.464695687584,2519.21552376333,588.210564545442,739.687923063697,661.720788067666,841.285413245913,789.56509365857,570.402755564289
598,"PNG","Papua New Guinea",2918.98072091868,6607.71408363184,2991.72632469903,6055.56541912065,4777.39384409308,4373.05685303785,5230.1214976194,7450.12681726016,3921.60017961319,5544.66783692909,4660.34257545889,9151.9615075515,4413.32509644227,10956.7511972455,22168.85572255,40335.8933180119,10909.3591291733,15610.6391854384,10643.3734902631,9532.73772621554,9230.59855666618,14546.1528357894
600,"PRY","Paraguay",4030.63381877048,4997.7056237292,7012.81252612225,5749.7744032505,10099.9754443268,7121.8790780665,31651.5433578296,42817.9675889192,57301.4135018588,80208.1958609433,100120.88307909,93972.8614349944,71270.2521263651,82128.2522480947,58857.5771774999,65996.9794528027,56341.8719838736,66096.8039015104,45602.6342623659,38150.9668035919,49585.1450569232,50759.0740517061
604,"PER","Peru",4354.9371551189,5125.15691558177,4708.07949151309,7997.32883096091,13095.9326222816,10624.2704642877,12778.0780398347,15248.9929704356,19863.5635132485,21169.3047025052,20348.3485005171,37969.8693251298,41351.3383819993,37599.7667461708,30091.2431081976,42016.3591155062,54425.2149542724,45364.0545195163,60367.5566714762,69540.6104401293,54970.051821932,60789.0737727103
608,"PHL","Philippines",52.2265648369723,58.6734100373999,121.040720178022,125.325133137941,342.681435763387,299.535754613553,300.951055624891,117.549873136201,189.659871597884,243.372185500211,132.871087786814,257.291505737276,155.3101619881,154.970273831166,87.3119582404063,682.857388175188,536.381435091382,462.070004930973,231.483551887904,140.60106808887,157.659231145243,4534.06814035103
616,"POL","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"PRT","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",1401.33292273954,1945.21561827376,2167.12651382477,915.239692701713,2072.08503765999,2461.85138714382,2559.74073460199,1063.46156635867,1773.24260387914,4193.05216285897,2932.50245019803,2759.18057256445,7888.87942899658,9468.32604399641,5205.20360459979,36734.9132621545,8343.37844942291,8403.44586053281,8456.84164948984,7217.32899456149,5676.95985577656,8247.96462470578
642,"ROU","Romania",59.6654193604058,4.41237319474392,21.4377846578385,37.5785203372135,3.49003047278211,43.8672038299023,43.5838803722113,117.620991562521,58.6205480761827,91.3937158558505,37.2695489807639,113.677766018845,50.5701688786588,146.424556303181,29.6257314217382,172.861419120785,53.8434625819596,120.071378047905,81.2969584306922,218.283792958237,88.9046451615299,48.8787461825651
643,"RUS","Russia",298592.000462386,602899.78087107,832848.631222747,735209.249525243,338463.003320958,544394.952605264,684999.194234048,729123.709075377,427697.575455517,267747.755554475,561974.723629598,1433847.95821123,1743614.6983026,1456872.1853971,586473.461345815,1893161.28732219,1812674.49349709,1264934.17235344,1082112.02519723,1684001.37487883,1978669.29771035,1080491.35911812
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"SLB","Solomon Islands",107.819466524928,261.379800599356,121.411627464206,271.586510051461,482.140959450776,459.731714322728,528.879514775234,870.37148238172,513.100353578867,790.119893168909,712.761479529589,1320.67852730648,1647.63507963828,3807.56448209292,2537.81312904536,4374.33503218991,4920.09152911532,5612.89636997629,4779.73600773935,4142.75303432637,3120.83529851538,3938.64296641137
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,"KOR","South Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"LKA","Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",275.539994003419,383.883120474962,213.959603569714,647.367632303672,446.52796628382,255.352556111287,343.785283771714,667.893073362257,625.079831190276,1060.82509845036,1147.21964637958,4814.07064105605,1771.86687856334,3407.24824622377,3129.63225500274,3706.16796537747,6736.89712731865,8385.10089478379,6844.51582870591,5332.22850829016,4917.11999911485,5779.67877789433
752,"SWE","Sweden",38.4669668641796,70.7375133574327,13.2155563441927,84.2119597722721,44.2732409891948,422.11573671036,160.447319394305,153.326202610236,66.4263611437262,221.263162107671,118.075851377198,345.244910929826,213.997289169238,92.120204979171,89.0058783869354,248.547711954886,117.772992510572,61.1174446365625,40.8196540851193,220.111261885498,88.3350960842533,33.9978674547894
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",797.431376377592,364.631669699805,459.060771942037,203.105976016097,518.428822156068,74.4838469559769,343.92237140784,259.887070952609,108.760776166713,1109.57232001481,348.352555340576,328.841643957103,444.463213727641,1528.897170103,1118.97095231653,40.7100296660903,83.0255346535959,164.926705318176,72.2191321394299,134.336437956376,57.4143668438971,87.4446715912531
764,"THA","Thailand",88.3440152727091,335.329842154043,378.52234938036,498.670926140783,802.644380258834,628.955621346376,954.441225039209,324.619893986495,692.24981291646,1288.04605337187,575.831051800082,682.257702976379,507.973128057947,424.646526139617,172.511621815105,351.475685670671,223.484439868415,156.615236503465,106.083051680005,441.013004841115,242.530007730962,184.928721483012
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",112.779708128467,19.4633346579499,54.9278189146937,32.0028089133148,35.1570761541024,67.390764129462,40.6958924762399,66.5444673534767,78.0070669834895,155.475332455223,128.626420706839,157.629380053713,1115.32080404984,895.612935895976,144.47147583041,59.2364533568519,76.3147402381384,98.2398974242382,122.086759700047,622.133054556435,354.26388857488,97.7018838330663
804,"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,"GBR","United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,"USA","United States of America",100660.324499584,181486.582537718,217250.101611075,630023.313370997,702989.970155782,570553.647999998,255607.132242644,126659.798045455,139120.150667844,425567.195281514,91136.3824936052,77472.7722591888,208065.90516319,76848.6995378403,679887.573414031,257756.201902002,212892.705659381,154406.825542585,387358.488795576,154401.731378083,107201.346432786,487017.843158268
858,"URY","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",1.1903872178483,NA,1.0410697270269,4.16375768639973,2.30397910012858,0.966852014838324,1.11595301262207,3.56934231663357,3.49618823354112,1.18984266390842,0.594831772650824,3.64464226690538,10.2651127452745,69.453459850842,7.36039054880751,1.26418031763454,4.68537248570909,1.71116921603678,NA,1.33916240056152,1.04160134983344,5.13634556480089
862,"VEN","Venezuela",5080.80435658974,1330.60946333428,7272.07133790667,2553.49482802227,1692.19501317507,1458.3622838279,5876.12672010871,2680.79586218187,2680.54038180491,5499.97193697133,2341.06878560067,4616.71161559398,3530.97483081546,4779.62030843805,3817.17721509769,42384.7193298764,7348.85712991972,5388.92464572811,26930.1877018777,17505.8815246325,5715.67797115012,5052.70868077579
704,"VNM","Viet Nam",37.331052100141,59.5124976039393,27.8964598681363,46.448142528559,164.211725043611,54.5604398042046,46.8289378172216,35.0843450217871,106.491264083833,151.092765908193,70.70669389567,141.128605830455,59.8745441608929,130.842044925042,164.912662874057,156.598330944266,136.411786322836,278.3504600667,78.6668368524571,83.6260315603748,207.129206182242,57.4076669600314
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
