"code","iso","country","MPE.raw.2012","MPE.raw.2013","MPE.raw.2014","MPE.raw.2015","MPE.raw.2016","MPE.raw.2017","MPE.raw.2018","MPE.raw.2019","MPE.raw.2020"
840,"USA","United States of America",0.0768845045175631,0.0875375770103666,0.125851084658135,0.163904233046007,0.129459541411521,0.106623065291245,0.0942904971523977,0.101448039572881,0.0842339336525918
858,"URY","Uruguay",0.129385286636651,0.16890508672218,0.160652975767597,0.116184655675543,0.119348551011378,0.697666418384615,0.808690672684105,0.568527024994799,0.677659683277266
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",0.0216114045085748,0.0465351630069367,1,6.64147793048007e-05,0.00148651739862018,0.00766573488864608,0.0111885566609049,3.63696451499041e-05,0.0118775080111696
862,"VEN","Venezuela",1,0.0639610681022084,0.0120232622046867,0.476301457018361,0.18902194221735,0.0987544786768691,0.134595632809287,0.0307664610174556,0.087563449569711
704,"VNM","Viet Nam",0.360550778342096,0.0587099904749294,0.0994849406636283,0.0858269174530817,1.5797124912264,0.000589089137244018,0.4167893263873,1.7721881101132,2.50844189408242
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0.00679671620359273,0.296734484153595,0.214039162455462,0.0232615306991823,1,0.187909784187631,0.624964451624299,0.0337671194157711,0.00378843475647415
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA
