"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020","GDP.raw.2021","GDP.raw.2022"
426,"LSO","Lesotho",2277384320.52935,2436040738.61379,2605500622.89103,2696947610.3287,2858221655.74289,2952283973.9537,3117524363.69293,3232985108.12906,3282697285.9687,3298323749.07473,3426151830.05583,3548177043.46664,3573860024.88448,3736820065.56761,3800061044.49769,3931775814.66956,4098093661.08039,4269718316.37577,4505493365.92078,4448926237.75053,4683219179.46929,4899314725.25259,5209677577.67646,5303062686.42201,5393773907.24493,5562467299.68687,5763016498.37673,5582162959.79372,5499511578.82524,5457482882.49267,5150804956.97796,5231038007.04571,5262001450.47148
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4994680900.35527,5140539306.31548,5333978706.02098,3726043745.41079,3823660386.77286,4025596015.28309,4349411334.58488,4764139681.99937,5104570388.587,5375140209.53387,5703014368.72264,6170705358.93835,6663980095.31372,7242899226.22102,7293700421.65451,7292346348.3915,7178953380.43013,7355207879.35259,7440349935.94077,7256774357.91125,7040341695.73164,7391423318.68761,7746811338.2321
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,134888938113.991,139851866897.954,137386503826.98,136069108306.088,153779914125.96,160641018743.367,179710322953.84,191392438179.087,203316154130.62,202986683883.655,194054900837.881,203810521323.388,101215331193.161,189097312190.534,155063650603.94,119332634685.122,118327070778.13,116562883827.047,154436265462.741,166700617401.435,148037325396.086,103941228202.058,136550206068.478,134861104674.66
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,38614951870.8962,40606890384.3649,43981697192.925,47269662757.9337,46730045922.2299,48456966648.5672,51619321062.895,55104355429.1282,60926657922.7044,64929228693.8814,69949795338.678,75135958038.9915,83481669656.9603,85664233657.0446,72952853508.4314,74157480683.2931,78635856993.3067,81658512980.3964,84557449673.47,87548255021.8647,89320742945.6501,91570579072.6829,95492177900.2528,99305476902.7311,103898457632.234,103875523354.661,110088160603.534,112166399830.078
442,"LUX","Luxembourg",27058203782.4807,29397165793.3673,29932092041.6185,31189434676.4903,32381158084.8733,32844921027.3998,33304117487.1364,35109145135.0818,37452509306.8221,40514319942.4656,43325256229.7298,44657228410.5875,46097610202.6895,47305081129.9502,49306980746.2262,50531211320.2321,53571530313.6657,57910110485.5414,57736278119.6883,55866226614.5878,57967027793.8481,58572376708.3729,59538763540.5786,61427208385.876,63038496898.925,64469334920.607,67678741186.3037,68570197215.6406,69406288659.8932,71016462641.5494,70450152094.2388,74044839716.8867,75191582972.1047
446,"MAC","Macao",16768964625.9641,17382613181.0959,19694340628.0284,20715682171.223,21596724507.9992,22308674206.4515,22215141402.1726,22152969596.9755,21140431141.2425,20641772916.0771,21827988951.5201,22458510090.9532,24459745307.2109,27306993908.054,34579077741.9112,37371490443.7751,42375678870.352,48510147047.46,50155407414.4915,50794548243.7307,63555540507.516,77294042274.8435,84437747749.8865,93517215478.1919,91601626967.0288,71894081707.8081,71405877149.0033,78534544016.2994,83611541312.0895,81511271361.8895,37302899720.6373,44490070440.0216,32583894648.2833
450,"MDG","Madagascar",21492868989.8743,20137453104.2833,20375253255.7537,20803117923.2989,20794359540.0663,21143412061.7411,21598884390.8578,22396637590.9418,23273930593.0081,24367625433.5956,25453656125.659,26975844772.5941,23628689748.6158,25940731550.2098,27304436747.2428,28602993463.4479,30147128482.5379,31868699608.0561,34007928308.7951,32654851936.1368,32857063758.2731,33375688540.8726,34380679957.2629,35171564947.4465,36346014939.0802,37484480464.4979,38981290520.8233,40514544581.3315,41808723575.655,43653003423.197,40537195385.9155,42863874631.8621,44491075134.3039
454,"MWI","Malawi",8938535408.26853,9718890265.39689,9006206147.8632,9879073291.18118,8867438234.70975,10350855776.4196,11108194955.2114,11529464261.5485,11978566122.3792,12342987420.5711,12537522483.4493,11913785301.4232,12116319655.0607,12807633163.9328,13501870605.6526,13943209763.5214,14598540589.6795,16000000468.2256,17222358327.8905,18656655248.5669,19939126016.5101,20922657303.4814,21320187792.3985,22473684572.5176,23737890008.6234,24402550929.1628,25012614702.1528,26013119290.3345,27155534405.6584,28635017162.8855,28864096822.2423,29658264335.2377,29932139511.1253
458,"MYS","Malaysia",185816846155.992,203553932656.335,221639939722.364,243571086162.895,266008956416.734,292155203375.405,321378613908.161,344912340166.918,319528809018.782,339140247578.372,369184235021.714,371095410688.772,391101120886.55,413740006476.166,441805802153.521,465363502347.553,491353342260.003,522302637436.132,547539099001.908,539251937507.257,579290570878.449,609957708757.146,643343464539.826,673540221651.772,713997909958.051,750351345032.755,783740339600.78,829296989955.658,869460564471.453,907831488735.835,857588142384.206,884106162321.729,960973386353.565
462,"MDV","Maldives",NA,NA,NA,NA,NA,2693313074.6769,2904971039.86258,3148928788.91511,3384931020.31642,3593972710.14495,3732190086.11859,3585006155.72206,3845578252.47613,4374347178.07753,4638284528.03537,4029321674.09061,5081437741.15739,5473413103.961,5992584544.75941,5559390108.34501,5963286975.13221,6474145879.95108,6637124988.72736,7120378969.23521,7642276131.94899,7862721295.74148,8361084209.65743,8963910866.51982,9692060901.42097,10379951630.0061,6903415627.83191,9785253422.80762,10988789343.4924
466,"MLI","Mali",11955670444.6368,13359888303.2237,12929878589.6608,13340036083.646,13844280649.9888,13971789575.5745,14957609065.1426,15679915647.4829,16867146746.5274,17828733278.6168,17817887173.7521,20557608171.9297,21196190850.9999,23129080396.1117,23489893740.4851,25024906330.8644,26191614229.9494,27106648868.1619,28400488545.353,29765507550.239,31347227356.9123,32354455708.3495,32083734772.5945,32820078395.4881,35145277199.1621,37314373425.8626,39498122203.1308,41593677730.7733,43567915125.3895,45640075229.3188,45076214715.8519,46452217362.8495,48165135491.2388
470,"MLT","Malta",5711994091.29934,6069364549.35333,6354074339.33186,6638784484.55153,7013949149.06117,7458808395.72577,7740552632.64549,8147471947.65503,8565078870.06161,8969348441.38816,10734676848.4458,10608566242.8068,10880680958.0729,11324021904.0938,11339830134.9415,11723490568.9981,12017807855.6795,12591699921.6224,13073406911.049,12925271354.566,13641792739.281,13705380903.8144,14269859079.4773,15050856731.5822,16199706586.8961,17756195653.395,18356553184.465,20362067055.2672,21612344256.011,23127115740.6349,21135295082.8087,23630507533.4726,25249436264.4553
584,"MHL","Marshall Islands",157777304.61932,157915872.921913,169192422.162497,179354526.228676,189896495.565749,205493176.74042,184321324.123473,172440593.108454,171027625.718479,168880984.754299,171167766.88761,182851824.442959,189693137.927439,186627932.210379,189105383.371699,192458235.352641,192847956.954751,199389388.7297,184143230.414602,190907392.616803,201257673.305397,200639330.135537,198045642.240565,205333096.32653,203033512.291755,207319770.167983,211499534.350612,218712556.142221,227885401.769556,252586387.417702,247934765.539496,250698730.053064,254459203.639934
478,"MRT","Mauritania",9251678543.67517,9417106631.06627,9593595049.53946,10157088039.4842,9846206772.77797,10813084626.6954,11442279274.9235,10979473802.762,11284462151.3443,11698960568.9799,11240592266.286,11150724426.259,11304769895.8535,12087994826.3656,12660090359.4261,13744590065.6059,16264413081.0492,15944098029.4156,15891310437.9654,15906864196.6245,16323660548.0988,17004811526.6308,17764928843.5027,18502317852.4706,19293259241.7585,20330530308.4595,20586879840.5052,21877789547.8453,22921835653.4219,24135922163.6354,23909402636.0518,24494075582.2865,25767767511.212
480,"MUS","Mauritius",8717860084.41429,9104536083.62976,9697487076.12202,10190319474.4555,10611805645.9577,11066811917.5309,11685208095.1398,12349801666.8984,13099674236.1601,13441697867.7677,14544292351.3438,15031168461.3046,15273909605.3955,16178956793.1752,16879508834.5939,17179549365.7517,18015428003.5537,19047174476.5774,20073238630.9538,20738681947.5437,21646456202.2511,22529098693.8603,23316742650.6997,24100279892.9948,25022590331.0577,25946063266.0037,26948221725.2548,28009438332.8875,29131703862.5566,29973984444.6754,25598562640.1158,26468755084.4849,28769084479.5029
484,"MEX","Mexico",1243646678828.62,1293860134675.33,1339249826270.78,1380351691180.64,1448555981850.09,1357423981459.04,1449365819303.77,1548601755928.37,1628570391754.09,1673413960949.48,1756121671424.3,1749020088772.35,1748323200787.2,1773610644818.55,1843146660769.6,1885682929642.06,1970445846167.37,2015597543061.93,2038647605904.25,1930889909604.8,2029715136393.72,2104063762786.11,2180700554407.38,2210229245319.37,2273215767224.61,2348076207005.29,2409843112983.73,2460766209923.96,2514779898431.96,2509774285066.56,2309295715239.88,2418307527394.32,2492365298049.1
583,"FSM","Micronesia",288449137.289943,309873238.983168,322293008.08069,348529770.299205,346666804.934577,370983626.097728,359177548.840738,337408022.319488,347025891.508609,351795548.583398,368801006.925953,376795146.552686,378856207.23442,384812262.75225,372959456.11403,380574792.78329,380266316.76833,373283922.581703,364293406.979121,368275495.446014,376596275.000012,388604328.751951,381349786.374975,367316999.765913,358847493.476971,375433008.376916,378812582.795465,388973040.647034,389796316.091086,394375640.204456,387413272.895499,375061812.528013,372738024.078696
498,"MDA","Moldova",NA,NA,NA,NA,NA,16590806214.5628,15615754544.8101,15872956094.81,14834516827.3463,14334852542.4258,14636990529.8543,15529847012.6061,16741175023.9148,17846092581.816,19166703377.5316,20604206157.4248,21593208022.0943,22241004314.5149,23975802683.2209,22537254452.8443,24137399537.8808,25541753552.7679,25391125171.3332,27687464404.2816,29071734036.266,28973403067.1626,30319511534.9952,31585536712.4739,32872835414.5919,34040581777.2776,31223390609.4667,35572808855.4774,33456925096.4941
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",10872166319.4653,9926989677.22503,9008101282.33004,8722653330.05507,8908828133.25325,9476893045.61112,9688710498.61791,10066251796.7106,10402458224.6525,10721852078.3501,10844731165.415,11164944685.9376,11693379113.6528,12512457589.8989,13841957004.3899,14846006255.9872,16116265411.0967,17767862926.8016,19349268103.5553,19103803493.3923,20319791473.7049,23833241422.8799,26769453830.1637,29887805071.4064,32244525892.7547,33011892665.7025,33503698720.8571,35392260803.7048,38133349151.7365,40269672499.9901,38434280706.9494,39063361320.2542,40956335950.874
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,7667325846.48606,8043025261.22116,7286981037.52538,7512877454.00842,7595506988.43519,7740120636.07059,7932281455.36108,8283368255.62632,8629663122.40608,9368916140.02125,10006953394.2673,10729730879.9445,10107932568.1737,10384316910.1671,10719569495.4368,10427590850.7963,10797663955.4436,10990261734.2053,11362873523.5366,11697996516.2636,12249728459.9081,12871756050.7931,13394728418.5991,11344411570.52,12824115838.3381,13605588777.2346
504,"MAR","Morocco",101964123611.26,109321944664.03,107028655856.012,106236010522.66,117484279742.398,111133728248.815,124884166945.955,122935096810.078,131833818566.752,134071119518.222,137533078357.696,148153142276.677,153679546881.599,163163268707.594,170622082019.529,176068764953.563,189785965539.782,196316629231.533,207476325289.52,215247909991.476,222780633511.869,235088473158.107,242287690167.84,252275304511.392,259135285790.758,270393633302.945,271802885729.109,285550398889.943,294304349937.034,302812614415.33,281049230847.623,303335501584.753,306611432457.367
508,"MOZ","Mozambique",6121236733.71761,6422735265.14514,6029361006.00852,6668384621.33662,7104056625.98657,7264591055.49117,8078408292.59654,8991354759.42547,9884308854.2469,11040627069.7139,11170939678.119,12521157126.4963,13684504331.7473,14625797460.571,15783635236.8726,16832601158.0554,18464416483.6883,19891669023.0327,21347292691.9843,22696056748.0606,24171834501.0452,25964752362.1171,27849388139.4062,29788710118.8997,31992631649.1491,34143585464.0944,35449309348.5047,36775580595.8018,38042062851.8396,38922524558.1222,38456019312.4877,39351092247.1628,40983538676.6116
104,"MMR","Myanmar",23322433798.283,23569436494.8567,24627311961.757,26540050821.2661,28339404586.6692,30380820955.699,32412356176.2318,34368378417.0588,36348631873.8562,39430281285.7639,44326809181.5622,49853356084.229,55687717090.5035,62919504957.2552,71536511955.6956,81241829047.8949,92052573062.9383,103559592341.859,115028058777.222,127002300715.735,139790525720.746,150302853253.21,160051126576.817,172693036061.316,186853284338.746,192976988566.372,213254587482.142,225516863812.204,239961167803.758,256159650802.764,264289580224.124,216947533595.136,223461770197.436
516,"NAM","Namibia",8519975606.63304,9215683799.98911,9878230874.189,9722200349.29806,9890382698.9686,10276010126.923,10603950935.2885,11051448300.9282,11415216184.0749,11799826600.0698,12211898181.5372,12355748076.7622,12947422993.2093,13496367094.7313,15152310347.6682,15535552075.1448,16634408910.1102,17528349389.3099,17992817701.456,18046071208.4615,19135918469.9993,20110192785.2421,21128106807.62,22314390766.4197,23673899299.2519,24683395685.2363,24691737303.1004,24438091227.4492,24697121179.7855,24489874130.0563,22505851276.1955,23299105559.7963,24361613265.2234
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55212986.2472847,50882555.95338,46552125.6594753,43304302.9390468,71452099.8494273,67121669.5555226,66039061.9820464,72534707.4229034,95269466.465903,99599896.7598077,114756402.788474,108260757.347617,116921617.935426,109343364.921093,118004225.508903,127747693.670188,133160731.537569,137491161.831474,140738984.551902
524,"NPL","Nepal",30495897614.6591,32437922239.7937,33769955225.1686,35070047855.2848,37951403931.4994,39267730119.618,41360026369.4976,43448133849.475,44758698786.1657,46733709169.465,49631199129.5235,52013443156.7968,52075933760.0647,54130349011.038,56665058493.8931,58636538470.0179,60609432110.1905,62677159421.8757,66503373830.1246,69518024120.3915,72866300416.3933,75359645823.9819,78879048236.7726,81659655509.1701,86568611687.9666,90010625807.2267,90400474175.0547,98515977279.2828,106025235593.668,113083394294.836,110403746858.447,115745245310.105,122242249508.75
528,"NLD","Netherlands",545153271086.373,558450292099.653,567977850008.497,575120467717.308,592150317150.525,610601934122.13,631965321180.333,659323437432.31,690073736371.623,724812380543.623,755222916811.528,772796614892.407,774475697879.233,775681137534.12,791077987029.629,807302016462.365,835242650078.475,866755039931.981,885566439963.833,853093746422.164,864548571731.448,877959356777.055,868913267500.893,867782157148.544,880134128412.903,897377449761.458,917045394441.436,943739691874.959,966020584715.913,984911971364.286,946637465636.71,992674520140.367,1037128867577.35
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",93229064887.0385,92212129655.8695,93220776877.3802,99179010287.7696,104256229900.353,109179293569.848,113126861316.069,115478991645.445,116471063588.037,122731807870.16,126255859359.396,130562297035.345,136716954941.922,143181583965.481,149036217255.141,154033872271.164,158344453951.942,163197898044.148,161222042168.624,161041364446.549,163403440535.595,167033578400.379,170830304222.738,175553627155.626,182243689449.574,189053098638.363,196240440031.016,203156764100.159,210318412218.633,215462765153.687,214053807954.156,225115782015.718,229971483907.485
558,"NIC","Nicaragua",14415996331.8533,14388709517.8259,14444299798.8218,14387542954.8841,14867759716.4327,15746727986.1577,16745742671.5177,17409987836.7346,18056191128.3947,19326619403.9188,20119318138.3353,20715019647.0402,20871198229.5034,21397305388.3056,22533966756.936,23498960980.5296,24474919725.9589,25717438391.9191,26601185714.2521,25725058678.7814,26859657606.4749,28556510132.39,30411535099.1236,31909848259.2197,33436994937.1735,35039314715.2557,36637927326.7563,38334779852.6714,37045509697.0422,35972490925.3445,35337123763.9841,38993419782.0168,40456102952.189
562,"NER","Niger",9022817446.52164,8983163147.28997,9162893996.09035,9192366946.24524,9362865018.75617,9592933469.10989,9602577293.50177,9749254329.24264,10721509924.6205,10697969507.4714,10568686927.234,11336833350.4894,11894432163.0773,12152613942.6961,12196825344.0757,13091080581.2625,13867519112.6088,14303336975.5956,15409187205.5732,15711608053.4228,17059375990.1928,17461594610.8465,19303608548.4906,20329620559.9087,21679941738.9319,22632265446.5212,23931559623.362,25128463060.5944,26940427030.8937,28541064717.3782,29554337447.5262,29964294285.4187,33410189601.1831
566,"NGA","Nigeria",310358599717.409,311470777836.836,325895590531.836,319263228179.704,313468841684.775,313241060282.361,326384417250.402,335970652075.625,344642908316.617,346656060234.375,364044102047.63,385587083999.677,444694328612.319,477366887957.523,521525989891.598,555104526933.413,588740686241.184,627545352358.029,669995486886.938,723842522354.13,781790864062.299,823287730557.914,858113305207.652,915360921849.015,973117620702.128,998931446583.028,982780034192.258,990700126987.351,1009748886411.97,1032048476445.27,1013530914845.45,1050496277960.64,1084655070127.01
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",22713319440.2109,21311733272.3926,19912575641.5779,18425251340.3898,18101304802.5093,17899524544.8742,18111652506.3201,18372456922.1594,18993213673.4517,19817334516.333,20718851972.0302,20083351612.3943,20383329701.0549,20836369924.8084,21810280520.2327,22840617505.0816,24013945773.3676,25568485396.9794,26967593273.3439,26870883477.2959,27773409506.5714,28423275639.8928,28293613424.8238,29121274520.0988,30178121540.9242,31341749209.4535,32234426538.2126,32583129776.7963,33521718341.0453,34832558164.6615,32703979996.6664,34504666518.7455,35245363176.0039
578,"NOR","Norway",179423908100.357,184958128351.87,191569380723.928,197019879664.598,206979774379.259,215581114874.18,226420451012.152,238385770501.349,244747539669.828,249818824141.058,258110175190.185,263445649243.31,267074763229.516,269598377748.58,280421746961.523,287951307613.869,295039256734.491,303636710543.714,305099995186.178,299179942594.983,301534643854.529,304868579818.816,313154783635.532,316337033812.044,322816033824.815,328811824264.339,332641575269.002,340837019722.395,343662325088.06,347524220033.9,343082263509.045,356456979268.733,368150755986.877
512,"OMN","Oman",54969772949.3981,58308679784.288,63214704614.5052,67034744354.9337,69632859659.2744,73112287983.2767,75339244341.9166,79884847072.0404,81995674768.0484,82267486797.1748,87656884881.9361,91586369936.3973,90578090742.1801,88160931866.0336,89300152435.7906,91523923712.1787,96440487187.2113,100734676910.57,108994999149.034,115657204689.888,117639552189.941,121044758120.326,131773103016.49,138661810901.148,140453671333.574,147500313483.563,154943804623.205,155414922984.09,157415274542.985,155638510926.183,150378373760.586,155028489155.237,161712160334
586,"PAK","Pakistan",353344025646.943,371228772911.829,399835282840.639,406863378321.796,422069553503.65,443015215778.503,464486308313.24,469198038910.442,481163688212.242,498774917914.27,520023168397.642,538506966621.57,552014540011.61,583904607628.883,627971070988.893,668907111475.199,708365837909.72,742599864508,755234499189.925,776620161226.157,789098029047.005,810785645972.131,839220169540.934,876116120354.645,917071990560.495,960460018888.771,1013542107027.34,1058468637040.17,1123582479821.53,1151645490770.2,1136972520179.96,1210728914158.85,1285650701729.76
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262380541.30099,279278128.775021,289274587.216227,279834448.894858,293423294.464852,305042456.927083,303805071.598533,309945402.614252,292024633.980602,272778830.47726,273368287.778458,291639315.288127,296517266.719047,286473307.881352,304503553.619292,327460269.050282,327187254.866649,313841905.376755,314181193.923108,315425251.926403,286698821.668495,248472312.112696,NA
591,"PAN","Panama",27468627597.1509,30055899158.4491,32520987928.9236,34295249918.2502,35272714891.1437,35890579544.9496,37354808669.2204,39768299286.2298,42687889257.8541,44360062068.4518,45564603728.9243,45826268850.3001,46847804855.0432,48817987388.4572,52490115287.1742,56264826136.0827,61133120868.3525,68459305144.5934,75206417973.4377,76141227971.3131,80578733783.9504,89695110287.0432,98465937740.9962,105263974930.997,110597092488.197,116937683850.356,122729854564.379,129591863447.803,134367880780.372,138777666578.947,114257966726.992,132351589782.36,146657957799.357
598,"PNG","Papua New Guinea",11237026589.9121,12309814024.1414,14014610664.7936,16565590173.1611,17549935607.6296,16968602980.0028,18280903115.6405,17567145425.2981,16905019825.077,17218701595.6426,16789122197.654,16768758905.4539,16742113258.1618,17104429750.1063,17569871343.0995,18684643823.7698,19695472608.2519,21234711062.0586,21171759095.065,22611527948.9416,24901726172.2329,25177523653.2663,26350071041.3272,27357947116.0496,31063244720.2409,33106695643.4371,34924111919.2525,36158543357.0678,36057569798.5349,37673104197.2361,36479853386.3664,36516333239.7527,38196084561.0993
600,"PRY","Paraguay",35796536247.9502,37047141992.0308,37675620086.1501,39535424105.3392,41637885405.8876,44478759341.5558,45178759442.8601,47095475587.2229,47127518291.8995,46483718825.5559,45408020230.6101,45029292496.0957,45019654248.4648,46964838927.0002,48870398926.0772,49913044324.9159,52312422860.0508,55148605142.824,58731219632.8468,58577850495.1486,65077198479.732,67866648777.7044,67386123645.4735,72974506422.6375,76843059119.7061,79115424975.5924,82492091751.5538,86460026414.3883,89230422105.3981,88871845102.8092,88143286699.9692,91683770989.9701,91752936736.6368
604,"PER","Peru",115857374579.764,118428549911.38,117788432792.831,123964759972.525,139222796570.106,149541148019.887,153726764495.18,163683377119.305,163042495225.226,165479834839.104,169938476178.581,170988512981.172,180313421017.577,187823516721.464,197136188349.39,209526316709.744,225301341565.557,244493383489.085,266807239125.777,269730975976.69,292206199250.197,310694647686.192,329770443729.172,349070319002.42,357385723339.321,369008781843.158,383596875076.523,393259049121.626,408868882462.974,418030128535.975,372591755200.867,422584366816.693,433925987925.516
608,"PHL","Philippines",260546656531.226,259409656766.962,260493026893.886,266176698160.904,277818377690.533,290668103076.219,307702265068.376,323660971265.235,321997060637.574,332772535085.67,347356307520.268,357948005500.658,371250266158.145,390135437286.547,415764325667.434,436313498745.595,459509742986.811,489466522833.647,510731333780.83,518128373476.702,556130498823.889,577587308295.791,617423226034.986,659102574170.73,700942323076.64,745440312681.171,798735245433.432,854095492048.794,908257834444.197,963829823123.725,872089659762.422,921927256489.89,991720215105.379
616,"POL","Poland",429105966251.813,399001699083.905,409036506483.377,424327560313.977,446786378195.539,478521013882.268,507785171347.612,540532252680.071,565615732738.48,591944533394.343,618943037196.466,626732865241.537,639492288012.437,661864230026.65,694843895872.382,719210922128.597,763306725189.133,817207893948.714,851530472386.161,875647382633.127,901344465050.676,946791946450.916,961421979842.391,969657107885.238,1006862448644.24,1050996236612.72,1082037503386.78,1137654421219.15,1205290348309.06,1258926207096.21,1233494434651.09,1317961182260.59,1382198921047.27
620,"PRT","Portugal",235173230914.062,245446083185.329,248120160356.76,243050379350.079,245395421587.74,255905168752.016,264872718127.852,276529416168.587,289824848114.984,301147080247.033,312639389062.2,318716074253.315,321173133039.012,318184548971.072,323876029531.764,326408248490.475,331712494082.697,340027131941.013,341112661504.386,330462853299.407,336205060026.742,330502468207.923,317093012692.047,314167370897.143,316656174341.047,322330798791.347,328840222198.501,340370495824.125,350068760634.558,359460265041.436,329623208076.296,347761573798.678,371012047336.545
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51287677757.7007,53286967171.4749,57114117979.5166,59238739566.8301,70623782772.5375,75915452247.0945,95782712601.8808,113009862579.536,132971423351.579,148870232868.591,178037382447.324,201850196426.811,211397734624.145,223143078678.384,235046251898.732,246218812863.693,253763429745.086,249963056688.56,253049780990.654,255010431920.528,245726905148.129,249636415697.584,261688085731.038
178,"COG","Republic of Congo",11944634582.5354,12230752471.6522,12550213372.9888,12427261039.912,11744622177.9093,12212683468.6825,12736666400.7292,12657086161.2646,13130151435.662,12791104749.5679,13760156337.7328,14283400303.9555,14937847146.1879,15059331290.801,15582888764.3954,16791460058.7821,18132466083.762,16933185719.0706,18001056071.8179,20095890965.0296,22091667237.4821,22578991602.6539,24824958475.4192,24648096918.5763,26303630550.478,25369698640.5001,22634023587.9874,21642080499.8527,20602102447.4628,20584202113.4063,19299887949.859,18875289911.9331,19167470508.9285
642,"ROU","Romania",310350115349.179,270258433448.129,246564259176.172,250333818626.844,260176801008.135,276394951776.935,287195643079.096,273269346165.473,267722489709.637,266714084290.421,273278620587.673,287538671370.47,303936977790.507,311052590228.486,343489505883.233,359524104556.991,388389615684.522,416484973779.356,455249175985.074,430131283406.56,413350845725.872,432022262895.141,440338662347.974,441527417679.972,459721327435.966,474250837782.684,487802773897.5,527785559982.293,559605851890.763,581168382185.867,559795852215.835,592226250709.036,620606859951.538
643,"RUS","Russia",3178789510692.93,3018357928804.38,2579758111413.28,2356130738812.49,2059970854378.75,1974615376879.48,1900467198324.36,1927072138995.13,1824938055136.31,1941732533805.55,2135907084569.99,2244839440007.34,2350346712051.79,2521920901963,2703497892225.57,2876520823211.47,3112397494085.71,3376950589149.21,3552550981878.81,3275452221520.73,3422847571490.17,3570031016049.49,3713692139974.43,3778883114348.69,3806705792055.25,3731610175003.83,3738837933428.46,3807101264909.28,3913975940441.31,4000008095032.46,3893861700181.41,4112474402861.02,4027358046170.92
646,"RWA","Rwanda",6829622948.13218,6657900298.36598,7048900489.48175,6477326868.07757,3222595316.82699,4357724814.68789,4913147161.75257,5593605882.94865,6089124940.73198,6354116858.16131,6886014899.56199,7470261840.91665,8455743723.32861,8641972935.69129,9285599892.46965,10156394008.637,11093531589.6696,11940331947.4032,13273023598.8577,14102356894.1449,15136715178.9757,16341351947.8988,17753492743.5784,18591431927.3539,19737995865.4879,21486160005.4666,22769046384.4796,23665375199.0851,25686359537.3492,28117323112.9437,27168648474.1127,30123710043.5002,32581047991.4276
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",576164438.304404,565420762.658661,589558427.020105,629659893.003869,663042691.508883,698735225.469726,739561192.923548,790028603.017383,786183172.137841,811497377.348098,892994504.249321,939907522.515688,952762779.369038,915286857.174205,951864892.931786,1044508196.29545,1077414186.14068,1083885160.80916,1205047566.65525,1164325320.56573,1164837363.52777,1183668209.42904,1177444927.57084,1244674948.60014,1339039716.99523,1348600659.4719,1401600728.55081,1401705997.99518,1430469325.58854,1488361327.67041,1272094542.69775,1260898827.67325,1374379722.16384
662,"LCA","Saint Lucia",1624931864.83147,1631036376.83219,1760753929.03791,1771022641.69495,1799333504.10621,1830789917.82328,1884296363.48728,1871216894.46259,1988850405.90542,2041964714.67952,2042960142.94131,1973334754.55387,1981552716.86861,2066058241.66072,2216207141.57344,2207113938.92719,2343850326.15831,2383499333.63031,2501466389.09612,2430702417.71394,2438734193.81363,2544261398.2034,2541459348.20538,2490522082.16992,2523596279.46799,2526148146.43047,2612761513.3336,2701276271.30681,2779083195.35901,2761019980.19319,2088277797.63253,2343714676.91644,2704646737.16157
